id,DB,treatmentid,year,tsr,block,replicate,speciesid,speciesorigin,response,responselevel,responsemetric,measurementscale,measurementmetric,exclusion_reason
GAZP_8,GAZP,8_1,2013,77,1,19,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,19,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,2,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,2,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,20,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,20,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,21,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,21,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,22,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,22,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,23,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,23,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,24,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,24,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,25,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,25,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,26,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,26,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,27,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,27,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,28,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,28,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,29,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,29,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,3,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,3,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,30,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,30,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,31,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,31,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,32,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,32,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,4,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,4,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,5,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,5,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,6,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,6,UN_ID_FD,unknown_sp,3,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,7,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,7,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,8,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,8,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,81,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,81,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,82,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,82,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,82,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,83,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,83,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,83,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,84,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,84,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,84,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,85,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,85,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,86,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,86,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,86,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,87,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,87,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,88,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,88,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,89,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,89,UN_ID_CD,unknown_sp,0.5,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,89,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,9,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,1,9,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,90,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,90,UN_ID_CD,unknown_sp,0.5,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,90,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,91,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,91,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,91,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,92,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,92,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,92,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,93,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,93,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,94,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,94,UN_ID_CD,unknown_sp,3,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,94,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,95,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,95,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,96,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,96,UN_ID_CD,unknown_sp,0.5,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,96,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,97,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,97,UN_ID_CD,unknown_sp,0.5,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,97,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,98,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,98,UN_ID_CD,unknown_sp,0.5,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,98,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,99,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_1,2013,77,3,99,UN_ID_CD,unknown_sp,0.5,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_1,2013,77,3,99,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2014,177,1,129,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2014,177,1,130,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2014,177,1,131,UN_ID_BG,unknown_sp,3,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2014,177,2,132,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2014,177,2,133,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2014,177,2,134,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2014,177,3,135,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2014,177,3,136,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2014,177,3,137,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,129,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,129,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,129,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,129,UN_ID_TS,unknown_sp,0.1,species,cover,0.25,m2,Triticale seeds; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,130,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,130,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,130,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,131,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,131,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,1,131,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,2,132,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,2,132,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,2,132,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,2,132,UN_ID_TS,unknown_sp,0.1,species,cover,0.25,m2,Triticale seeds; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,2,133,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,2,133,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,2,134,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,2,134,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,2,134,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,3,135,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,3,135,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,3,136,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,3,136,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_10,2012,18,3,136,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,3,137,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2012,18,3,137,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_10,2012,18,3,137,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,1,129,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,1,129,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,1,130,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,1,130,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,2,133,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,2,133,UN_ID_FD,unknown_sp,3,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,3,135,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,3,135,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,3,136,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,3,136,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_10,2013,77,3,136,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,3,137,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_10,2013,77,3,137,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2014,177,1,138,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2014,177,1,139,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2014,177,1,140,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2014,177,2,141,UN_ID_BG,unknown_sp,15,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2014,177,2,142,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2014,177,2,143,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2014,177,3,144,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2014,177,3,145,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2014,177,3,146,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,138,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,138,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,138,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,138,UN_ID_TS,unknown_sp,0.1,species,cover,0.25,m2,Triticale seeds; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,139,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,139,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,139,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,140,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,140,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,1,140,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,2,141,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,2,141,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,2,141,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,2,142,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,2,142,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,2,143,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,2,143,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,2,143,UN_ID_TC,unknown_sp,0.1,species,cover,0.25,m2,Total cover; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,3,144,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,3,144,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_11,2012,18,3,144,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,3,145,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,3,145,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,3,146,UN_ID_BG,unknown_sp,97.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2012,18,3,146,UN_ID_CD,unknown_sp,0.1,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_11,2012,18,3,146,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2013,77,1,138,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2013,77,1,138,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2013,77,1,139,UN_ID_BG,unknown_sp,37.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2013,77,1,139,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2013,77,2,142,UN_ID_BG,unknown_sp,62.5,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2013,77,2,142,UN_ID_FD,unknown_sp,0.5,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2013,77,3,144,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
GAZP_8,GAZP,8_11,2013,77,3,144,UN_ID_CD,unknown_sp,0.5,species,cover,0.25,m2,Meaning could not be determined from the source data.
GAZP_8,GAZP,8_11,2013,77,3,144,UN_ID_FD,unknown_sp,0.1,species,cover,0.25,m2,Fine debris; non-taxonomic observation.
GAZP_8,GAZP,8_11,2013,77,3,145,UN_ID_BG,unknown_sp,85,species,cover,0.25,m2,Bare ground; non-taxonomic observation.
