"ID","Rep","Time","Code","Seed_Rate","Area","Density","Spp","Genus","Species","Lifeform","Seeded","Rate","Seeds"
"11_12",16,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_12",16,2,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_12",16,2,"VUMY","low",1,2,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_12",17,1,"ELEL","low",1,4,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_12",17,1,"ELTR","low",1,6,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_12",17,1,"POFE","low",1,5,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_12",17,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_12",17,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_12",17,2,"ELEL","low",1,0,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_12",17,2,"ELTR","low",1,36,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_12",17,2,"POFE","low",1,6,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_12",17,2,"POSE","low",1,14,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_12",17,2,"VUMY","low",1,6,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_12",18,1,"ELEL","low",1,6,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_12",18,1,"ELTR","low",1,3,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_12",18,1,"POFE","low",1,2,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_12",18,1,"POSE","low",1,1,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_12",18,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_13",1,2,"ELEL","high",1,6,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_13",1,2,"ELTR","high",1,8,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_13",1,2,"POFE","high",1,4,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_13",1,2,"POSE","high",1,4,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_13",1,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_13",2,2,"ELEL","high",1,4,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_13",2,2,"ELTR","high",1,21,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_13",2,2,"POFE","high",1,9,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_13",2,2,"POSE","high",1,4,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_13",2,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_13",3,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_13",3,2,"ELTR","high",1,0,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_13",3,2,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_13",3,2,"POSE","high",1,1,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_13",3,2,"VUMY","high",1,15,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_13",4,2,"ELEL","low",1,14,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_13",4,2,"ELTR","low",1,4,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_13",4,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_13",4,2,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_13",4,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_13",5,2,"ELEL","low",1,1,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_13",5,2,"ELTR","low",1,3,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_13",5,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_13",5,2,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_13",5,2,"VUMY","low",1,6,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_13",6,2,"ELEL","low",1,1,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_13",6,2,"ELTR","low",1,5,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_13",6,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_13",6,2,"POSE","low",1,1,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_13",6,2,"VUMY","low",1,3,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_13",7,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_13",7,2,"ELTR","high",1,4,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_13",7,2,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_13",7,2,"POSE","high",1,2,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_13",7,2,"VUMY","high",1,1,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_13",8,2,"ELEL","high",1,3,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_13",8,2,"ELTR","high",1,27,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_13",8,2,"POFE","high",1,8,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_13",8,2,"POSE","high",1,7,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_13",8,2,"VUMY","high",1,3,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_13",9,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_13",9,2,"ELTR","high",1,11,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_13",9,2,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_13",9,2,"POSE","high",1,1,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_13",9,2,"VUMY","high",1,1,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_13",10,2,"ELEL","low",1,2,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_13",10,2,"ELTR","low",1,10,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_13",10,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_13",10,2,"POSE","low",1,4,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_13",10,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_13",11,2,"ELEL","low",1,1,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_13",11,2,"ELTR","low",1,2,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_13",11,2,"POFE","low",1,3,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_13",11,2,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_13",11,2,"VUMY","low",1,1,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_13",12,2,"ELEL","low",1,1,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_13",12,2,"ELTR","low",1,1,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_13",12,2,"POFE","low",1,2,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_13",12,2,"POSE","low",1,18,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_13",12,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_14",1,2,"ELEL","high",1,3,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_14",1,2,"ELTR","high",1,9,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_14",1,2,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_14",1,2,"POSE","high",1,17,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_14",1,2,"VUMY","high",1,6,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_14",2,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_14",2,2,"ELTR","high",1,23,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_14",2,2,"POFE","high",1,7,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_14",2,2,"POSE","high",1,7,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_14",2,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_14",3,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_14",3,2,"ELTR","high",1,3,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_14",3,2,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_14",3,2,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_14",3,2,"VUMY","high",1,2,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_14",4,2,"ELEL","low",1,0,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_14",4,2,"ELTR","low",1,0,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_14",4,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_14",4,2,"POSE","low",1,1,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_14",4,2,"VUMY","low",1,1,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_14",5,2,"ELEL","low",1,0,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_14",5,2,"ELTR","low",1,1,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_14",5,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_14",5,2,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_14",5,2,"VUMY","low",1,2,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_14",6,2,"ELEL","low",1,2,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_14",6,2,"ELTR","low",1,1,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_14",6,2,"POFE","low",1,1,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_14",6,2,"POSE","low",1,2,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_14",6,2,"VUMY","low",1,1,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_14",7,2,"ELEL","high",1,3,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_14",7,2,"ELTR","high",1,5,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_14",7,2,"POFE","high",1,2,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_14",7,2,"POSE","high",1,6,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_14",7,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_14",8,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_14",8,2,"ELTR","high",1,0,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_14",8,2,"POFE","high",1,4,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_14",8,2,"POSE","high",1,3,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_14",8,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_14",9,2,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_14",9,2,"ELTR","high",1,1,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_14",9,2,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_14",9,2,"POSE","high",1,5,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_14",9,2,"VUMY","high",1,3,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_14",10,2,"ELEL","low",1,0,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_14",10,2,"ELTR","low",1,11,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_14",10,2,"POFE","low",1,7,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_14",10,2,"POSE","low",1,4,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_14",10,2,"VUMY","low",1,1,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_14",11,2,"ELEL","low",1,4,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_14",11,2,"ELTR","low",1,8,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_14",11,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_14",11,2,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_14",11,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_14",12,2,"ELEL","low",1,2,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_14",12,2,"ELTR","low",1,23,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_14",12,2,"POFE","low",1,2,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_14",12,2,"POSE","low",1,6,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_14",12,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_15",1,1,"ELEL","high",1,3,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",1,1,"ELTR","high",1,5,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",1,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",1,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",1,1,"VUMI","high",1,0,NA,NA,NA,NA,NA,2,NA
"11_15",1,2,"ELEL","high",1,6,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",1,2,"ELTR","high",1,13,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",1,2,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",1,2,"POSE","high",1,1,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",1,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_15",2,1,"ELEL","high",1,14,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",2,1,"ELTR","high",1,23,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",2,1,"POFE","high",1,3,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",2,1,"POSE","high",1,17,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",2,1,"VUMI","high",1,20,NA,NA,NA,NA,NA,2,NA
"11_15",3,1,"ELEL","high",1,6,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",3,1,"ELTR","high",1,9,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",3,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",3,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",3,1,"VUMI","high",1,1,NA,NA,NA,NA,NA,2,NA
"11_15",4,1,"ELEL","high",1,5,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",4,1,"ELTR","high",1,0,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",4,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",4,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",4,1,"VUMI","high",1,0,NA,NA,NA,NA,NA,2,NA
"11_15",5,1,"ELEL","high",1,1,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",5,1,"ELTR","high",1,23,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",5,1,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",5,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",5,1,"VUMI","high",1,2,NA,NA,NA,NA,NA,2,NA
"11_15",6,1,"ELEL","high",1,22,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",6,1,"ELTR","high",1,9,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",6,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",6,1,"POSE","high",1,5,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",6,1,"VUMI","high",1,2,NA,NA,NA,NA,NA,2,NA
"11_15",7,1,"ELEL","high",1,31,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",7,1,"ELTR","high",1,2,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",7,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",7,1,"POSE","high",1,2,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",7,1,"VUMI","high",1,0,NA,NA,NA,NA,NA,2,NA
"11_15",7,2,"ELEL","high",1,1,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",7,2,"ELTR","high",1,13,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",7,2,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",7,2,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",7,2,"VUMY","high",1,0,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_15",8,1,"ELEL","high",1,5,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",8,1,"ELTR","high",1,4,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",8,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",8,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",8,1,"VUMI","high",1,0,NA,NA,NA,NA,NA,2,NA
"11_15",8,2,"ELEL","high",1,10,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",8,2,"ELTR","high",1,26,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",8,2,"POFE","high",1,23,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",8,2,"POSE","high",1,23,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",8,2,"VUMY","high",1,1,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_15",9,1,"ELEL","high",1,15,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_15",9,1,"ELTR","high",1,3,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_15",9,1,"POFE","high",1,1,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_15",9,1,"POSE","high",1,2,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_15",9,1,"VUMI","high",1,0,NA,NA,NA,NA,NA,2,NA
"11_15",10,1,"ELEL","low",1,0,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",10,1,"ELTR","low",1,4,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",10,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",10,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",10,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_15",10,2,"ELEL","low",1,2,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",10,2,"ELTR","low",1,2,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",10,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",10,2,"POSE","low",1,2,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",10,2,"VUMY","low",1,1,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_15",11,1,"ELEL","low",1,3,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",11,1,"ELTR","low",1,2,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",11,1,"POFE","low",1,1,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",11,1,"POSE","low",1,3,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",11,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_15",12,1,"ELEL","low",1,1,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",12,1,"ELTR","low",1,3,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",12,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",12,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",12,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_15",13,1,"ELEL","low",1,1,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",13,1,"ELTR","low",1,16,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",13,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",13,1,"POSE","low",1,10,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",13,1,"VUMI","low",1,3,NA,NA,NA,NA,NA,1,NA
"11_15",14,1,"ELEL","low",1,15,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",14,1,"ELTR","low",1,10,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",14,1,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",14,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",14,1,"VUMI","low",1,4,NA,NA,NA,NA,NA,1,NA
"11_15",15,1,"ELEL","low",1,10,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",15,1,"ELTR","low",1,5,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",15,1,"POFE","low",1,1,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",15,1,"POSE","low",1,2,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",15,1,"VUMI","low",1,0,NA,NA,NA,NA,NA,1,NA
"11_15",16,1,"ELEL","low",1,11,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",16,1,"ELTR","low",1,0,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",16,1,"POFE","low",1,1,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",16,1,"POSE","low",1,2,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",16,1,"VUMI","low",1,2,NA,NA,NA,NA,NA,1,NA
"11_15",16,2,"ELEL","low",1,2,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",16,2,"ELTR","low",1,36,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",16,2,"POFE","low",1,0,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",16,2,"POSE","low",1,7,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",16,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_15",17,1,"ELEL","low",1,15,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",17,1,"ELTR","low",1,8,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",17,1,"POFE","low",1,8,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",17,1,"POSE","low",1,0,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",17,1,"VUMI","low",1,8,NA,NA,NA,NA,NA,1,NA
"11_15",17,2,"ELEL","low",1,0,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",17,2,"ELTR","low",1,9,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",17,2,"POFE","low",1,2,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",17,2,"POSE","low",1,22,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",17,2,"VUMY","low",1,0,"V_mic","Vulpia","microstachys","Agrass",49,1,49
"11_15",18,1,"ELEL","low",1,12,"E_ely","Elymus","elymoides","Pgrass",103,1,103
"11_15",18,1,"ELTR","low",1,4,"E_tra","Elymus","trachycaulus","Pgrass",121,1,121
"11_15",18,1,"POFE","low",1,2,"P_fen","Poa","fendleriana","Pgrass",87,1,87
"11_15",18,1,"POSE","low",1,11,"P_sec","Poa","secunda","Pgrass",112,1,112
"11_15",18,1,"VUMI","low",1,1,NA,NA,NA,NA,NA,1,NA
"11_16",1,1,"ELEL","high",1,1,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",1,1,"ELTR","high",1,7,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",1,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",1,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",1,1,"VUMI","high",1,1,NA,NA,NA,NA,NA,2,NA
"11_16",1,2,"ELEL","high",1,9,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",1,2,"ELTR","high",1,37,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",1,2,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",1,2,"POSE","high",1,4,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",1,2,"VUMY","high",1,11,"V_mic","Vulpia","microstachys","Agrass",49,2,98
"11_16",2,1,"ELEL","high",1,6,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",2,1,"ELTR","high",1,28,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",2,1,"POFE","high",1,NA,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",2,1,"POSE","high",1,9,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",2,1,"VUMI","high",1,3,NA,NA,NA,NA,NA,2,NA
"11_16",3,1,"ELEL","high",1,0,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",3,1,"ELTR","high",1,14,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",3,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",3,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",3,1,"VUMI","high",1,1,NA,NA,NA,NA,NA,2,NA
"11_16",4,1,"ELEL","high",1,5,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",4,1,"ELTR","high",1,25,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",4,1,"POFE","high",1,0,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",4,1,"POSE","high",1,0,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",4,1,"VUMI","high",1,5,NA,NA,NA,NA,NA,2,NA
"11_16",5,1,"ELEL","high",1,12,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",5,1,"ELTR","high",1,13,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
"11_16",5,1,"POFE","high",1,6,"P_fen","Poa","fendleriana","Pgrass",87,2,174
"11_16",5,1,"POSE","high",1,2,"P_sec","Poa","secunda","Pgrass",112,2,224
"11_16",5,1,"VUMI","high",1,0,NA,NA,NA,NA,NA,2,NA
"11_16",6,1,"ELEL","high",1,29,"E_ely","Elymus","elymoides","Pgrass",103,2,206
"11_16",6,1,"ELTR","high",1,9,"E_tra","Elymus","trachycaulus","Pgrass",121,2,242
