ID,Rep,Date,Site,Block,Grazed,Spatial_arrangement,Seed_Rate,Species,Coating,Seeded_Seedlings,,Fuelbreak_Trt,Fuelbreak_Trt2,Fuel_Break_Desc,Water
,,5/21/2016,two,one,Spring,mix,low,na,UC,6,,grass,grass-low,mix low,no water
,,5/21/2016,two,one,Spring,mix,low,na,UC,10,,grass,grass-low,mix low,no water
,,5/20/2016,two,one,Spring,mix,low,na,UC,4,,grass,grass-low,mix low water,water
,,5/20/2016,two,one,Spring,mix,low,na,UC,6,,grass,grass-low,mix low water,water
,,5/20/2016,two,one,Spring,mix,low,na,UC,15,,grass,grass-low,mix low water,water
,,6/2/2016,four,two,Spring,mono,low,POFE,C,0,,grass,grass-low,mono low,no water
,,6/2/2016,four,two,Spring,mono,low,VUMY,C,1,,grass,grass-low,mono low,no water
,,6/2/2016,four,two,Spring,mono,low,POSE,C,2,,grass,grass-low,mono low,no water
,,6/2/2016,four,two,Spring,mono,low,ELEL,C,3,,grass,grass-low,mono low,no water
,,6/2/2016,four,two,Spring,mono,low,ELTR,C,7,,grass,grass-low,mono low,no water
,,6/3/2016,four,two,Spring,mono,low,POFE,C,0,,grass,grass-low,mono low water,water
,,6/3/2016,four,two,Spring,mono,low,VUMY,C,1,,grass,grass-low,mono low water,water
,,6/3/2016,four,two,Spring,mono,low,ELEL,C,1,,grass,grass-low,mono low water,water
,,6/3/2016,four,two,Spring,mono,low,POSE,C,4,,grass,grass-low,mono low water,water
,,6/3/2016,four,two,Spring,mono,low,ELTR,C,6,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,VUMY,C,0,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,ELTR,C,0,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,POFE,C,0,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,ELEL,C,3,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,POSE,C,7,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,POFE,C,0,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,VUMY,C,0,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,POSE,C,1,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,ELEL,C,2,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,ELTR,C,3,,grass,grass-low,mono low water,water
,,5/21/2016,two,one,Spring,mono,low,ELEL,C,2,,grass,grass-low,mono low,no water
,,5/21/2016,two,one,Spring,mono,low,POFE,C,3,,grass,grass-low,mono low,no water
,,5/21/2016,two,one,Spring,mono,low,POSE,C,4,,grass,grass-low,mono low,no water
,,5/21/2016,two,one,Spring,mono,low,VUMY,C,8,,grass,grass-low,mono low,no water
,,5/21/2016,two,one,Spring,mono,low,ELTR,C,28,,grass,grass-low,mono low,no water
,,5/20/2016,two,one,Spring,mono,low,ELEL,C,1,,grass,grass-low,mono low water,water
,,5/20/2016,two,one,Spring,mono,low,POFE,C,4,,grass,grass-low,mono low water,water
,,5/20/2016,two,one,Spring,mono,low,VUMY,C,5,,grass,grass-low,mono low water,water
,,5/20/2016,two,one,Spring,mono,low,ELTR,C,11,,grass,grass-low,mono low water,water
,,5/20/2016,two,one,Spring,mono,low,POSE,C,15,,grass,grass-low,mono low water,water
,,6/2/2016,four,two,Spring,mono,low,VUMY,UC,0,,grass,grass-low,mono low,no water
,,6/2/2016,four,two,Spring,mono,low,POFE,UC,0,,grass,grass-low,mono low,no water
,,6/2/2016,four,two,Spring,mono,low,ELEL,UC,2,,grass,grass-low,mono low,no water
,,6/2/2016,four,two,Spring,mono,low,POSE,UC,4,,grass,grass-low,mono low,no water
,,6/2/2016,four,two,Spring,mono,low,ELTR,UC,10,,grass,grass-low,mono low,no water
,,6/3/2016,four,two,Spring,mono,low,ELEL,UC,0,,grass,grass-low,mono low water,water
,,6/3/2016,four,two,Spring,mono,low,VUMY,UC,1,,grass,grass-low,mono low water,water
,,6/3/2016,four,two,Spring,mono,low,POSE,UC,4,,grass,grass-low,mono low water,water
,,6/3/2016,four,two,Spring,mono,low,POFE,UC,7,,grass,grass-low,mono low water,water
,,6/3/2016,four,two,Spring,mono,low,ELTR,UC,11,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,POSE,UC,0,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,VUMY,UC,1,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,ELEL,UC,1,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,ELTR,UC,2,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,POFE,UC,3,,grass,grass-low,mono low,no water
,,6/4/2016,nine,three,Spring,mono,low,POFE,UC,0,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,POSE,UC,0,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,VUMY,UC,0,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,ELEL,UC,4,,grass,grass-low,mono low water,water
,,6/4/2016,nine,three,Spring,mono,low,ELTR,UC,8,,grass,grass-low,mono low water,water
,,5/21/2016,two,one,Spring,mono,low,VUMY,UC,0,,grass,grass-low,mono low,no water
,,5/21/2016,two,one,Spring,mono,low,ELTR,UC,1,,grass,grass-low,mono low,no water
,,5/21/2016,two,one,Spring,mono,low,ELEL,UC,1,,grass,grass-low,mono low,no water
,,5/21/2016,two,one,Spring,mono,low,POFE,UC,2,,grass,grass-low,mono low,no water
,,5/21/2016,two,one,Spring,mono,low,POSE,UC,18,,grass,grass-low,mono low,no water
,,5/20/2016,two,one,Spring,mono,low,VUMY,UC,0,,grass,grass-low,mono low water,water
,,5/20/2016,two,one,Spring,mono,low,POFE,UC,2,,grass,grass-low,mono low water,water
,,5/20/2016,two,one,Spring,mono,low,ELEL,UC,2,,grass,grass-low,mono low water,water
,,5/20/2016,two,one,Spring,mono,low,POSE,UC,6,,grass,grass-low,mono low water,water
,,5/20/2016,two,one,Spring,mono,low,ELTR,UC,23,,grass,grass-low,mono low water,water
,,6/2/2016,four,two,Spring,na,low,na,na,0,,kochia,kochia,kochia,no water
,,6/2/2016,four,two,Spring,na,low,na,na,0,,kochia,kochia,kochia,no water
,,6/5/2016,eight,three,Ungrazed,mix,high,na,C,7,,grass,grass-high,mix high,no water
,,6/5/2016,eight,three,Ungrazed,mix,high,na,C,7,,grass,grass-high,mix high,no water
,,6/5/2016,eight,three,Ungrazed,mix,high,na,C,0,,grass,grass-high,mix high water,water
,,6/5/2016,eight,three,Ungrazed,mix,high,na,C,1,,grass,grass-high,mix high water,water
,,5/31/2016,six,two,Ungrazed,mix,high,na,C,1,,grass,grass-high,mix high,no water
,,5/31/2016,six,two,Ungrazed,mix,high,na,C,5,,grass,grass-high,mix high,no water
,,5/31/2016,six,two,Ungrazed,mix,high,na,C,4,,grass,grass-high,mix high water,water
,,5/31/2016,six,two,Ungrazed,mix,high,na,C,8,,grass,grass-high,mix high water,water
,,5/22/2016,three,one,Ungrazed,mix,high,na,C,6,,grass,grass-high,mix high,no water
,,5/22/2016,three,one,Ungrazed,mix,high,na,C,14,,grass,grass-high,mix high,no water
,,5/22/2016,three,one,Ungrazed,mix,high,na,C,29,,grass,grass-high,mix high,no water
,,5/23/2016,three,one,Ungrazed,mix,high,na,C,0,,grass,grass-high,mix high water,water
,,5/23/2016,three,one,Ungrazed,mix,high,na,C,13,,grass,grass-high,mix high water,water
,,5/23/2016,three,one,Ungrazed,mix,high,na,C,26,,grass,grass-high,mix high water,water
,,6/5/2016,eight,three,Ungrazed,mix,high,na,UC,6,,grass,grass-high,mix high,no water
,,6/5/2016,eight,three,Ungrazed,mix,high,na,UC,29,,grass,grass-high,mix high,no water
,,6/5/2016,eight,three,Ungrazed,mix,high,na,UC,6,,grass,grass-high,mix high water,water
,,6/5/2016,eight,three,Ungrazed,mix,high,na,UC,8,,grass,grass-high,mix high water,water
,,5/31/2016,six,two,Ungrazed,mix,high,na,UC,6,,grass,grass-high,mix high,no water
,,5/31/2016,six,two,Ungrazed,mix,high,na,UC,29,,grass,grass-high,mix high,no water
,,5/31/2016,six,two,Ungrazed,mix,high,na,UC,9,,grass,grass-high,mix high water,water
,,5/31/2016,six,two,Ungrazed,mix,high,na,UC,17,,grass,grass-high,mix high water,water
,,5/22/2016,three,one,Ungrazed,mix,high,na,UC,2,,grass,grass-high,mix high,no water
,,5/22/2016,three,one,Ungrazed,mix,high,na,UC,16,,grass,grass-high,mix high,no water
,,5/22/2016,three,one,Ungrazed,mix,high,na,UC,17,,grass,grass-high,mix high,no water
,,5/23/2016,three,one,Ungrazed,mix,high,na,UC,24,,grass,grass-high,mix high water,water
,,5/23/2016,three,one,Ungrazed,mix,high,na,UC,27,,grass,grass-high,mix high water,water
,,5/23/2016,three,one,Ungrazed,mix,high,na,UC,38,,grass,grass-high,mix high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,POSE,C,1,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,POFE,C,2,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,VUMY,C,2,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,ELEL,C,6,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,ELTR,C,32,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,POFE,C,0,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,POSE,C,2,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,ELEL,C,6,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,VUMY,C,8,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,ELTR,C,23,,grass,grass-high,mono high water,water
,,5/30/2016,six,two,Ungrazed,mono,high,POFE,C,0,,grass,grass-high,mono high,no water
,,5/30/2016,six,two,Ungrazed,mono,high,ELEL,C,0,,grass,grass-high,mono high,no water
,,5/30/2016,six,two,Ungrazed,mono,high,VUMY,C,1,,grass,grass-high,mono high,no water
,,5/30/2016,six,two,Ungrazed,mono,high,POSE,C,4,,grass,grass-high,mono high,no water
,,5/30/2016,six,two,Ungrazed,mono,high,ELTR,C,10,,grass,grass-high,mono high,no water
,,5/31/2016,six,two,Ungrazed,mono,high,POSE,C,0,,grass,grass-high,mono high water,water
,,5/31/2016,six,two,Ungrazed,mono,high,ELEL,C,0,,grass,grass-high,mono high water,water
,,5/31/2016,six,two,Ungrazed,mono,high,POFE,C,1,,grass,grass-high,mono high water,water
,,5/31/2016,six,two,Ungrazed,mono,high,VUMY,C,6,,grass,grass-high,mono high water,water
,,5/31/2016,six,two,Ungrazed,mono,high,ELTR,C,10,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,ELEL,C,1,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,POSE,C,7,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,VUMY,C,7,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,POFE,C,9,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,ELTR,C,19,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,ELEL,C,0,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,VUMY,C,4,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,POFE,C,9,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,POSE,C,13,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,ELTR,C,21,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,VUMY,UC,0,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,POSE,UC,1,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,POFE,UC,1,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,ELEL,UC,6,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,ELTR,UC,13,,grass,grass-high,mono high,no water
,,6/5/2016,eight,three,Ungrazed,mono,high,POFE,UC,0,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,POSE,UC,4,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,ELEL,UC,9,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,VUMY,UC,11,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,mono,high,ELTR,UC,37,,grass,grass-high,mono high water,water
,,5/30/2016,six,two,Ungrazed,mono,high,VUMY,UC,0,,grass,grass-high,mono high,no water
,,5/30/2016,six,two,Ungrazed,mono,high,POSE,UC,0,,grass,grass-high,mono high,no water
,,5/30/2016,six,two,Ungrazed,mono,high,ELEL,UC,1,,grass,grass-high,mono high,no water
,,5/30/2016,six,two,Ungrazed,mono,high,POFE,UC,1,,grass,grass-high,mono high,no water
,,5/30/2016,six,two,Ungrazed,mono,high,ELTR,UC,13,,grass,grass-high,mono high,no water
,,5/31/2016,six,two,Ungrazed,mono,high,POFE,UC,0,,grass,grass-high,mono high water,water
,,5/31/2016,six,two,Ungrazed,mono,high,ELEL,UC,0,,grass,grass-high,mono high water,water
,,5/31/2016,six,two,Ungrazed,mono,high,POSE,UC,0,,grass,grass-high,mono high water,water
,,5/31/2016,six,two,Ungrazed,mono,high,VUMY,UC,15,,grass,grass-high,mono high water,water
,,5/31/2016,six,two,Ungrazed,mono,high,ELTR,UC,36,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,VUMY,UC,1,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,ELEL,UC,10,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,POFE,UC,23,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,POSE,UC,23,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,ELTR,UC,26,,grass,grass-high,mono high,no water
,,5/22/2016,three,one,Ungrazed,mono,high,ELEL,UC,1,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,POFE,UC,1,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,POSE,UC,9,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,VUMY,UC,9,,grass,grass-high,mono high water,water
,,5/22/2016,three,one,Ungrazed,mono,high,ELTR,UC,28,,grass,grass-high,mono high water,water
,,6/5/2016,eight,three,Ungrazed,na,high,na,na,0,,kochia,kochia,kochia 2x,no water
,,6/5/2016,eight,three,Ungrazed,na,high,na,na,0,,kochia,kochia,kochia 2x,no water
,,6/5/2016,eight,three,Ungrazed,na,high,na,na,0,,kochia,kochia,kochia 2x water,water
,,6/5/2016,eight,three,Ungrazed,na,high,na,na,1,,kochia,kochia,kochia 2x water,water
,,5/31/2016,six,two,Ungrazed,na,high,na,na,1,,kochia,kochia,kochia 2x,no water
,,5/31/2016,six,two,Ungrazed,na,high,na,na,1,,kochia,kochia,kochia 2x,no water
,,5/31/2016,six,two,Ungrazed,na,high,na,na,0,,kochia,kochia,kochia 2x water,water
,,5/31/2016,six,two,Ungrazed,na,high,na,na,5,,kochia,kochia,kochia 2x water,water
,,6/5/2016,eight,three,Ungrazed,mix,low,na,C,3,,grass,grass-low,mix low,no water
,,6/5/2016,eight,three,Ungrazed,mix,low,na,C,4,,grass,grass-low,mix low,no water
,,6/5/2016,eight,three,Ungrazed,mix,low,na,C,3,,grass,grass-low,mix low water,water
,,6/5/2016,eight,three,Ungrazed,mix,low,na,C,3,,grass,grass-low,mix low water,water
,,5/31/2016,six,two,Ungrazed,mix,low,na,C,1,,grass,grass-low,mix low,no water
,,5/31/2016,six,two,Ungrazed,mix,low,na,C,4,,grass,grass-low,mix low,no water
,,5/31/2016,six,two,Ungrazed,mix,low,na,C,0,,grass,grass-low,mix low water,water
,,5/31/2016,six,two,Ungrazed,mix,low,na,C,4,,grass,grass-low,mix low water,water
,,5/22/2016,three,one,Ungrazed,mix,low,na,C,1,,grass,grass-low,mix low,no water
,,5/22/2016,three,one,Ungrazed,mix,low,na,C,2,,grass,grass-low,mix low,no water
,,5/22/2016,three,one,Ungrazed,mix,low,na,C,5,,grass,grass-low,mix low,no water
,,5/23/2016,three,one,Ungrazed,mix,low,na,C,1,,grass,grass-low,mix low water,water
,,5/23/2016,three,one,Ungrazed,mix,low,na,C,10,,grass,grass-low,mix low water,water
,,5/23/2016,three,one,Ungrazed,mix,low,na,C,12,,grass,grass-low,mix low water,water
,,6/5/2016,eight,three,Ungrazed,mix,low,na,UC,0,,grass,grass-low,mix low,no water
,,6/5/2016,eight,three,Ungrazed,mix,low,na,UC,1,,grass,grass-low,mix low,no water
,,6/5/2016,eight,three,Ungrazed,mix,low,na,UC,1,,grass,grass-low,mix low water,water
,,6/5/2016,eight,three,Ungrazed,mix,low,na,UC,2,,grass,grass-low,mix low water,water
,,5/31/2016,six,two,Ungrazed,mix,low,na,UC,0,,grass,grass-low,mix low,no water
,,5/31/2016,six,two,Ungrazed,mix,low,na,UC,3,,grass,grass-low,mix low,no water
,,5/31/2016,six,two,Ungrazed,mix,low,na,UC,1,,grass,grass-low,mix low water,water
,,5/31/2016,six,two,Ungrazed,mix,low,na,UC,6,,grass,grass-low,mix low water,water
,,5/22/2016,three,one,Ungrazed,mix,low,na,UC,0,,grass,grass-low,mix low,no water
,,5/22/2016,three,one,Ungrazed,mix,low,na,UC,2,,grass,grass-low,mix low,no water
,,5/22/2016,three,one,Ungrazed,mix,low,na,UC,29,,grass,grass-low,mix low,no water
,,5/23/2016,three,one,Ungrazed,mix,low,na,UC,9,,grass,grass-low,mix low water,water
,,5/23/2016,three,one,Ungrazed,mix,low,na,UC,10,,grass,grass-low,mix low water,water
,,5/23/2016,three,one,Ungrazed,mix,low,na,UC,15,,grass,grass-low,mix low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,POSE,C,2,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,POFE,C,2,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,ELEL,C,5,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,VUMY,C,9,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,ELTR,C,16,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,ELEL,C,0,,grass,grass-low,mono low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,POSE,C,1,,grass,grass-low,mono low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,POFE,C,1,,grass,grass-low,mono low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,VUMY,C,7,,grass,grass-low,mono low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,ELTR,C,19,,grass,grass-low,mono low water,water
,,5/30/2016,six,two,Ungrazed,mono,low,POFE,C,0,,grass,grass-low,mono low,no water
,,5/30/2016,six,two,Ungrazed,mono,low,VUMY,C,0,,grass,grass-low,mono low,no water
,,5/30/2016,six,two,Ungrazed,mono,low,POSE,C,1,,grass,grass-low,mono low,no water
,,5/30/2016,six,two,Ungrazed,mono,low,ELEL,C,7,,grass,grass-low,mono low,no water
,,5/30/2016,six,two,Ungrazed,mono,low,ELTR,C,19,,grass,grass-low,mono low,no water
,,5/31/2016,six,two,Ungrazed,mono,low,POSE,C,0,,grass,grass-low,mono low water,water
,,5/31/2016,six,two,Ungrazed,mono,low,POFE,C,0,,grass,grass-low,mono low water,water
,,5/31/2016,six,two,Ungrazed,mono,low,ELEL,C,1,,grass,grass-low,mono low water,water
,,5/31/2016,six,two,Ungrazed,mono,low,VUMY,C,2,,grass,grass-low,mono low water,water
,,5/31/2016,six,two,Ungrazed,mono,low,ELTR,C,9,,grass,grass-low,mono low water,water
,,5/22/2016,three,one,Ungrazed,mono,low,VUMY,C,0,,grass,grass-low,mono low,no water
,,5/22/2016,three,one,Ungrazed,mono,low,ELEL,C,4,,grass,grass-low,mono low,no water
,,5/22/2016,three,one,Ungrazed,mono,low,POSE,C,6,,grass,grass-low,mono low,no water
,,5/22/2016,three,one,Ungrazed,mono,low,POFE,C,9,,grass,grass-low,mono low,no water
,,5/22/2016,three,one,Ungrazed,mono,low,ELTR,C,14,,grass,grass-low,mono low,no water
,,5/23/2016,three,one,Ungrazed,mono,low,ELEL,C,0,,grass,grass-low,mono low water,water
,,5/23/2016,three,one,Ungrazed,mono,low,POFE,C,6,,grass,grass-low,mono low water,water
,,5/23/2016,three,one,Ungrazed,mono,low,VUMY,C,6,,grass,grass-low,mono low water,water
,,5/23/2016,three,one,Ungrazed,mono,low,POSE,C,14,,grass,grass-low,mono low water,water
,,5/23/2016,three,one,Ungrazed,mono,low,ELTR,C,36,,grass,grass-low,mono low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,POFE,UC,0,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,VUMY,UC,1,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,POSE,UC,2,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,ELEL,UC,2,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,ELTR,UC,2,,grass,grass-low,mono low,no water
,,6/5/2016,eight,three,Ungrazed,mono,low,POSE,UC,0,,grass,grass-low,mono low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,POFE,UC,0,,grass,grass-low,mono low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,VUMY,UC,1,,grass,grass-low,mono low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,ELEL,UC,5,,grass,grass-low,mono low water,water
,,6/5/2016,eight,three,Ungrazed,mono,low,ELTR,UC,8,,grass,grass-low,mono low water,water
,,5/30/2016,six,two,Ungrazed,mono,low,POFE,UC,0,,grass,grass-low,mono low,no water
,,5/30/2016,six,two,Ungrazed,mono,low,VUMY,UC,0,,grass,grass-low,mono low,no water
,,5/30/2016,six,two,Ungrazed,mono,low,ELEL,UC,2,,grass,grass-low,mono low,no water
,,5/30/2016,six,two,Ungrazed,mono,low,POSE,UC,7,,grass,grass-low,mono low,no water
,,5/30/2016,six,two,Ungrazed,mono,low,ELTR,UC,36,,grass,grass-low,mono low,no water
,,5/31/2016,six,two,Ungrazed,mono,low,VUMY,UC,,,grass,grass-low,mono low water,water
,,5/31/2016,six,two,Ungrazed,mono,low,POFE,UC,0,,grass,grass-low,mono low water,water
,,5/31/2016,six,two,Ungrazed,mono,low,POSE,UC,0,,grass,grass-low,mono low water,water
,,5/31/2016,six,two,Ungrazed,mono,low,ELEL,UC,2,,grass,grass-low,mono low water,water
,,5/31/2016,six,two,Ungrazed,mono,low,ELTR,UC,10,,grass,grass-low,mono low water,water
,,5/22/2016,three,one,Ungrazed,mono,low,ELEL,UC,0,,grass,grass-low,mono low,no water
,,5/22/2016,three,one,Ungrazed,mono,low,VUMY,UC,0,,grass,grass-low,mono low,no water
,,5/22/2016,three,one,Ungrazed,mono,low,POFE,UC,2,,grass,grass-low,mono low,no water
,,5/22/2016,three,one,Ungrazed,mono,low,ELTR,UC,9,,grass,grass-low,mono low,no water
,,5/22/2016,three,one,Ungrazed,mono,low,POSE,UC,22,,grass,grass-low,mono low,no water
,,5/23/2016,three,one,Ungrazed,mono,low,VUMY,UC,2,,grass,grass-low,mono low water,water
,,5/23/2016,three,one,Ungrazed,mono,low,ELTR,UC,9,,grass,grass-low,mono low water,water
,,5/23/2016,three,one,Ungrazed,mono,low,POSE,UC,9,,grass,grass-low,mono low water,water
,,5/23/2016,three,one,Ungrazed,mono,low,ELEL,UC,9,,grass,grass-low,mono low water,water
,,5/23/2016,three,one,Ungrazed,mono,low,POFE,UC,14,,grass,grass-low,mono low water,water
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
