ID,Rep,Seeded,Trt,Time,Date,Site,Block,Fuel_Break_Desc,Her_Grazed,Grazed,Spatial_arrangement,Seed_Rate,Water,Species,Coating,Distance_Along_Transect_m,Seeded_Seedlings,,,,,,
11_7,8,944,7,1,5/7/2015,three,one,mix high,Ungrazed,Ungrazed,mix,high,no water,na,UC,2,12,,,,,,
11_7,8,944,7,1,5/7/2015,three,one,mix high,Ungrazed,Ungrazed,mix,high,no water,na,UC,4,7,,,,,,
11_7,8,944,7,2,5/22/2016,three,one,mix high,Ungrazed,Ungrazed,mix,high,no water,na,UC,10,2,,,,,,
11_7,8,944,7,2,5/22/2016,three,one,mix high,Ungrazed,Ungrazed,mix,high,no water,na,UC,14,16,,,,,,
11_7,8,944,7,2,5/22/2016,three,one,mix high,Ungrazed,Ungrazed,mix,high,no water,na,UC,6,17,,,,,,
11_7,9,944,7,1,5/7/2015,two,one,mix high,Ungrazed,Ungrazed,mix,high,no water,na,UC,12,9,,,,,,
11_7,9,944,7,1,5/7/2015,two,one,mix high,Ungrazed,Ungrazed,mix,high,no water,na,UC,14,12,,,,,,
11_7,10,472,7,1,5/12/2015,eight,three,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,12,0,,,,,,
11_7,10,472,7,1,5/12/2015,eight,three,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,14,0,,,,,,
11_7,10,472,7,2,6/5/2016,eight,three,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,54,0,,,,,,
11_7,10,472,7,2,6/5/2016,eight,three,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,46,1,,,,,,
11_7,11,472,7,1,5/10/2015,five,two,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,12,7,,,,,,
11_7,11,472,7,1,5/10/2015,five,two,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,14,0,,,,,,
11_7,12,472,7,1,5/9/2015,four,two,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,12,2,,,,,,
11_7,12,472,7,1,5/9/2015,four,two,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,14,4,,,,,,
11_7,13,472,7,1,5/13/2015,nine,three,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,12,3,,,,,,
11_7,13,472,7,1,5/13/2015,nine,three,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,14,8,,,,,,
11_7,14,472,7,1,5/6/2015,one,one,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,2,1,,,,,,
11_7,14,472,7,1,5/6/2015,one,one,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,4,0,,,,,,
11_7,15,472,7,1,5/11/2015,seven,three,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,12,1,,,,,,
11_7,15,472,7,1,5/11/2015,seven,three,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,14,9,,,,,,
11_7,16,472,7,1,5/11/2015,six,two,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,12,4,,,,,,
11_7,16,472,7,1,5/11/2015,six,two,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,14,1,,,,,,
11_7,16,472,7,2,5/31/2016,six,two,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,54,0,,,,,,
11_7,16,472,7,2,5/31/2016,six,two,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,50,3,,,,,,
11_7,17,472,7,1,5/8/2015,three,one,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,2,3,,,,,,
11_7,17,472,7,1,5/8/2015,three,one,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,4,2,,,,,,
11_7,17,472,7,2,5/22/2016,three,one,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,6,0,,,,,,
11_7,17,472,7,2,5/22/2016,three,one,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,14,2,,,,,,
11_7,17,472,7,2,5/22/2016,three,one,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,10,29,,,,,,
11_7,18,472,7,1,5/6/2015,two,one,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,12,0,,,,,,
11_7,18,472,7,1,5/6/2015,two,one,mix low,Ungrazed,Ungrazed,mix,low,no water,na,UC,14,0,,,,,,
11_8,1,944,8,1,5/12/2015,eight,three,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,2,0,,,,,,
11_8,1,944,8,1,5/12/2015,eight,three,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,4,0,,,,,,
11_8,1,944,8,2,6/5/2016,eight,three,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,6,6,,,,,,
11_8,1,944,8,2,6/5/2016,eight,three,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,14,8,,,,,,
11_8,2,944,8,1,5/10/2015,five,two,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,12,6,,,,,,
11_8,2,944,8,1,5/10/2015,five,two,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,14,11,,,,,,
11_8,3,944,8,1,5/9/2015,four,two,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,2,6,,,,,,
11_8,3,944,8,1,5/9/2015,four,two,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,4,1,,,,,,
11_8,4,944,8,1,5/13/2015,nine,three,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,12,10,,,,,,
11_8,4,944,8,1,5/13/2015,nine,three,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,14,13,,,,,,
11_8,5,944,8,1,5/5/2015,one,one,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,12,3,,,,,,
11_8,5,944,8,1,5/5/2015,one,one,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,14,14,,,,,,
11_8,6,944,8,1,5/11/2015,seven,three,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,2,2,,,,,,
11_8,6,944,8,1,5/11/2015,seven,three,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,4,0,,,,,,
11_8,7,944,8,2,5/31/2016,six,two,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,50,9,,,,,,
11_8,7,944,8,2,5/31/2016,six,two,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,54,17,,,,,,
11_8,8,944,8,1,5/8/2015,three,one,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,12,0,,,,,,
11_8,8,944,8,1,5/8/2015,three,one,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,14,3,,,,,,
11_8,8,944,8,2,5/23/2016,three,one,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,54,24,,,,,,
11_8,8,944,8,2,5/23/2016,three,one,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,50,27,,,,,,
11_8,8,944,8,2,5/23/2016,three,one,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,46,38,,,,,,
11_8,9,944,8,1,5/6/2015,two,one,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,12,9,,,,,,
11_8,9,944,8,1,5/6/2015,two,one,mix high water,Ungrazed,Ungrazed,mix,high,water,na,UC,14,5,,,,,,
11_8,10,472,8,1,5/12/2015,eight,three,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,12,0,,,,,,
11_8,10,472,8,1,5/12/2015,eight,three,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,14,1,,,,,,
11_8,10,472,8,2,6/5/2016,eight,three,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,46,1,,,,,,
11_8,10,472,8,2,6/5/2016,eight,three,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,54,2,,,,,,
11_8,11,472,8,1,5/10/2015,five,two,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,2,7,,,,,,
11_8,11,472,8,1,5/10/2015,five,two,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,4,0,,,,,,
11_8,12,472,8,1,5/9/2015,four,two,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,2,0,,,,,,
11_8,12,472,8,1,5/9/2015,four,two,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,4,4,,,,,,
11_8,13,472,8,1,5/13/2015,nine,three,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,12,0,,,,,,
11_8,13,472,8,1,5/13/2015,nine,three,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,14,4,,,,,,
11_8,14,472,8,1,5/5/2015,one,one,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,2,0,,,,,,
11_8,14,472,8,1,5/5/2015,one,one,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,4,4,,,,,,
11_8,15,472,8,1,5/11/2015,seven,three,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,2,7,,,,,,
11_8,15,472,8,1,5/11/2015,seven,three,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,4,6,,,,,,
11_8,16,472,8,1,5/11/2015,six,two,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,2,3,,,,,,
11_8,16,472,8,1,5/11/2015,six,two,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,4,2,,,,,,
11_8,16,472,8,2,5/31/2016,six,two,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,14,1,,,,,,
11_8,16,472,8,2,5/31/2016,six,two,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,10,6,,,,,,
11_8,17,472,8,1,5/8/2015,three,one,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,2,0,,,,,,
11_8,17,472,8,1,5/8/2015,three,one,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,4,2,,,,,,
11_8,17,472,8,2,5/23/2016,three,one,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,10,9,,,,,,
11_8,17,472,8,2,5/23/2016,three,one,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,6,10,,,,,,
11_8,17,472,8,2,5/23/2016,three,one,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,14,15,,,,,,
11_8,18,472,8,1,5/6/2015,two,one,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,2,9,,,,,,
11_8,18,472,8,1,5/6/2015,two,one,mix low water,Ungrazed,Ungrazed,mix,low,water,na,UC,4,0,,,,,,
11_9,1,,9,2,6/1/2016,five,two,mono high,Fall,Grazed,mono,high,no water,POFE,C,2,0,,,,,,
11_9,1,,9,2,6/1/2016,five,two,mono high,Fall,Grazed,mono,high,no water,ELEL,C,10,0,,,,,,
11_9,1,,9,2,6/1/2016,five,two,mono high,Fall,Grazed,mono,high,no water,VUMY,C,18,1,,,,,,
11_9,1,,9,2,6/1/2016,five,two,mono high,Fall,Grazed,mono,high,no water,POSE,C,6,5,,,,,,
11_9,1,,9,2,6/1/2016,five,two,mono high,Fall,Grazed,mono,high,no water,ELTR,C,14,24,,,,,,
11_9,2,,9,2,5/19/2016,one,one,mono high,Fall,Grazed,mono,high,no water,POSE,C,10,0,,,,,,
11_9,2,,9,2,5/19/2016,one,one,mono high,Fall,Grazed,mono,high,no water,VUMY,C,14,0,,,,,,
11_9,2,,9,2,5/19/2016,one,one,mono high,Fall,Grazed,mono,high,no water,ELEL,C,6,1,,,,,,
11_9,2,,9,2,5/19/2016,one,one,mono high,Fall,Grazed,mono,high,no water,POFE,C,18,1,,,,,,
11_9,2,,9,2,5/19/2016,one,one,mono high,Fall,Grazed,mono,high,no water,ELTR,C,2,11,,,,,,
11_9,3,,9,2,6/3/2016,seven,three,mono high,Fall,Grazed,mono,high,no water,VUMY,C,46,0,,,,,,
11_9,3,,9,2,6/3/2016,seven,three,mono high,Fall,Grazed,mono,high,no water,POSE,C,50,0,,,,,,
11_9,3,,9,2,6/3/2016,seven,three,mono high,Fall,Grazed,mono,high,no water,POFE,C,54,0,,,,,,
11_9,3,,9,2,6/3/2016,seven,three,mono high,Fall,Grazed,mono,high,no water,ELEL,C,58,0,,,,,,
11_9,3,,9,2,6/3/2016,seven,three,mono high,Fall,Grazed,mono,high,no water,ELTR,C,42,4,,,,,,
11_9,4,,9,2,6/1/2016,five,two,mono low,Fall,Grazed,mono,low,no water,VUMY,C,18,0,,,,,,
11_9,4,,9,2,6/1/2016,five,two,mono low,Fall,Grazed,mono,low,no water,ELEL,C,2,1,,,,,,
11_9,4,,9,2,6/1/2016,five,two,mono low,Fall,Grazed,mono,low,no water,POSE,C,14,12,,,,,,
11_9,4,,9,2,6/1/2016,five,two,mono low,Fall,Grazed,mono,low,no water,ELTR,C,6,14,,,,,,
11_9,4,,9,2,6/1/2016,five,two,mono low,Fall,Grazed,mono,low,no water,POFE,C,10,18,,,,,,
11_9,5,,9,2,5/18/2016,one,one,mono low,Fall,Grazed,mono,low,no water,VUMY,C,2,0,,,,,,
11_9,5,,9,2,5/18/2016,one,one,mono low,Fall,Grazed,mono,low,no water,ELEL,C,6,0,,,,,,
11_9,5,,9,2,5/18/2016,one,one,mono low,Fall,Grazed,mono,low,no water,POFE,C,18,0,,,,,,
11_9,5,,9,2,5/18/2016,one,one,mono low,Fall,Grazed,mono,low,no water,POSE,C,10,2,,,,,,
11_9,5,,9,2,5/18/2016,one,one,mono low,Fall,Grazed,mono,low,no water,ELTR,C,14,12,,,,,,
11_9,6,,9,2,6/3/2016,seven,three,mono low,Fall,Grazed,mono,low,no water,POFE,C,10,0,,,,,,
11_9,6,,9,2,6/3/2016,seven,three,mono low,Fall,Grazed,mono,low,no water,ELTR,C,13,0,,,,,,
11_9,6,,9,2,6/3/2016,seven,three,mono low,Fall,Grazed,mono,low,no water,VUMY,C,2,1,,,,,,
11_9,6,,9,2,6/3/2016,seven,three,mono low,Fall,Grazed,mono,low,no water,POSE,C,6,2,,,,,,
11_9,6,,9,2,6/3/2016,seven,three,mono low,Fall,Grazed,mono,low,no water,ELEL,C,17,10,,,,,,
11_9,7,,9,2,6/2/2016,four,two,mono high,Spring,Grazed,mono,high,no water,POSE,C,2,0,,,,,,
11_9,7,,9,2,6/2/2016,four,two,mono high,Spring,Grazed,mono,high,no water,POFE,C,10,0,,,,,,
11_9,7,,9,2,6/2/2016,four,two,mono high,Spring,Grazed,mono,high,no water,ELEL,C,14,0,,,,,,
11_9,7,,9,2,6/2/2016,four,two,mono high,Spring,Grazed,mono,high,no water,VUMY,C,18,1,,,,,,
11_9,7,,9,2,6/2/2016,four,two,mono high,Spring,Grazed,mono,high,no water,ELTR,C,6,13,,,,,,
11_9,8,,9,2,6/4/2016,nine,three,mono high,Spring,Grazed,mono,high,no water,POFE,C,54,0,,,,,,
11_9,8,,9,2,6/4/2016,nine,three,mono high,Spring,Grazed,mono,high,no water,VUMY,C,42,1,,,,,,
11_9,8,,9,2,6/4/2016,nine,three,mono high,Spring,Grazed,mono,high,no water,ELEL,C,58,3,,,,,,
11_9,8,,9,2,6/4/2016,nine,three,mono high,Spring,Grazed,mono,high,no water,POSE,C,46,4,,,,,,
11_9,8,,9,2,6/4/2016,nine,three,mono high,Spring,Grazed,mono,high,no water,ELTR,C,50,18,,,,,,
11_9,9,,9,2,5/20/2016,two,one,mono high,Spring,Grazed,mono,high,no water,VUMY,C,2,0,,,,,,
11_9,9,,9,2,5/20/2016,two,one,mono high,Spring,Grazed,mono,high,no water,POFE,C,14,1,,,,,,
11_9,9,,9,2,5/20/2016,two,one,mono high,Spring,Grazed,mono,high,no water,ELEL,C,10,2,,,,,,
11_9,9,,9,2,5/20/2016,two,one,mono high,Spring,Grazed,mono,high,no water,POSE,C,18,21,,,,,,
11_9,9,,9,2,5/20/2016,two,one,mono high,Spring,Grazed,mono,high,no water,ELTR,C,6,24,,,,,,
11_9,10,,9,2,6/2/2016,four,two,mono low,Spring,Grazed,mono,low,no water,POFE,C,14,0,,,,,,
11_9,10,,9,2,6/2/2016,four,two,mono low,Spring,Grazed,mono,low,no water,VUMY,C,2,1,,,,,,
11_9,10,,9,2,6/2/2016,four,two,mono low,Spring,Grazed,mono,low,no water,POSE,C,10,2,,,,,,
11_9,10,,9,2,6/2/2016,four,two,mono low,Spring,Grazed,mono,low,no water,ELEL,C,6,3,,,,,,
11_9,10,,9,2,6/2/2016,four,two,mono low,Spring,Grazed,mono,low,no water,ELTR,C,18,7,,,,,,
11_9,11,,9,2,6/4/2016,nine,three,mono low,Spring,Grazed,mono,low,no water,VUMY,C,2,0,,,,,,
11_9,11,,9,2,6/4/2016,nine,three,mono low,Spring,Grazed,mono,low,no water,ELTR,C,7,0,,,,,,
11_9,11,,9,2,6/4/2016,nine,three,mono low,Spring,Grazed,mono,low,no water,POFE,C,18,0,,,,,,
11_9,11,,9,2,6/4/2016,nine,three,mono low,Spring,Grazed,mono,low,no water,ELEL,C,14,3,,,,,,
11_9,11,,9,2,6/4/2016,nine,three,mono low,Spring,Grazed,mono,low,no water,POSE,C,11,7,,,,,,
11_9,12,,9,2,5/21/2016,two,one,mono low,Spring,Grazed,mono,low,no water,ELEL,C,46,2,,,,,,
11_9,12,,9,2,5/21/2016,two,one,mono low,Spring,Grazed,mono,low,no water,POFE,C,50,3,,,,,,
11_9,12,,9,2,5/21/2016,two,one,mono low,Spring,Grazed,mono,low,no water,POSE,C,42,4,,,,,,
11_9,12,,9,2,5/21/2016,two,one,mono low,Spring,Grazed,mono,low,no water,VUMY,C,54,8,,,,,,
11_9,12,,9,2,5/21/2016,two,one,mono low,Spring,Grazed,mono,low,no water,ELTR,C,58,28,,,,,,
11_10,1,,10,2,6/1/2016 & 6/2/2016,five,two,mono high water,Fall,Grazed,mono,high,water,VUMY,C,2,2,,,,,,
11_10,1,,10,2,6/2/2016,five,two,mono high water,Fall,Grazed,mono,high,water,ELEL,C,11,2,,,,,,
11_10,1,,10,2,6/1/2016 & 6/2/2016,five,two,mono high water,Fall,Grazed,mono,high,water,ELTR,C,6,3,,,,,,
11_10,1,,10,2,6/2/2016,five,two,mono high water,Fall,Grazed,mono,high,water,POFE,C,15,3,,,,,,
11_10,1,,10,2,6/2/2016,five,two,mono high water,Fall,Grazed,mono,high,water,POSE,C,18,6,,,,,,
11_10,2,,10,2,5/17/2016,one,one,mono high water,Fall,Grazed,mono,high,water,POFE,C,46,0,,,,,,
11_10,2,,10,2,5/17/2016,one,one,mono high water,Fall,Grazed,mono,high,water,VUMY,C,50,3,,,,,,
11_10,2,,10,2,5/17/2016,one,one,mono high water,Fall,Grazed,mono,high,water,ELTR,C,58,4,,,,,,
11_10,2,,10,2,5/17/2016,one,one,mono high water,Fall,Grazed,mono,high,water,ELEL,C,42,5,,,,,,
11_10,2,,10,2,5/17/2016,one,one,mono high water,Fall,Grazed,mono,high,water,POSE,C,54,9,,,,,,
11_10,3,,10,2,6/3/2016,seven,three,mono high water,Fall,Grazed,mono,high,water,POFE,C,2,0,,,,,,
11_10,3,,10,2,6/3/2016,seven,three,mono high water,Fall,Grazed,mono,high,water,ELTR,C,10,0,,,,,,
11_10,3,,10,2,6/3/2016,seven,three,mono high water,Fall,Grazed,mono,high,water,POSE,C,18,0,,,,,,
11_10,3,,10,2,6/3/2016,seven,three,mono high water,Fall,Grazed,mono,high,water,VUMY,C,6,1,,,,,,
11_10,3,,10,2,6/3/2016,seven,three,mono high water,Fall,Grazed,mono,high,water,ELEL,C,14,0,,,,,,
11_10,4,,10,2,6/1/2016,five,two,mono low water,Fall,Grazed,mono,low,water,VUMY,C,46,0,,,,,,
11_10,4,,10,2,6/1/2016,five,two,mono low water,Fall,Grazed,mono,low,water,ELEL,C,50,0,,,,,,
11_10,4,,10,2,6/1/2016,five,two,mono low water,Fall,Grazed,mono,low,water,POFE,C,54,0,,,,,,
11_10,4,,10,2,6/1/2016,five,two,mono low water,Fall,Grazed,mono,low,water,POSE,C,58,0,,,,,,
11_10,4,,10,2,6/1/2016,five,two,mono low water,Fall,Grazed,mono,low,water,ELTR,C,42,11,,,,,,
11_10,5,,10,2,5/17/2016,one,one,mono low water,Fall,Grazed,mono,low,water,VUMY,C,10,0,,,,,,
11_10,5,,10,2,5/17/2016,one,one,mono low water,Fall,Grazed,mono,low,water,POFE,C,2,2,,,,,,
11_10,5,,10,2,5/17/2016,one,one,mono low water,Fall,Grazed,mono,low,water,ELEL,C,6,5,,,,,,
11_10,5,,10,2,5/17/2016,one,one,mono low water,Fall,Grazed,mono,low,water,POSE,C,18,6,,,,,,
11_10,5,,10,2,5/17/2016,one,one,mono low water,Fall,Grazed,mono,low,water,ELTR,C,14,9,,,,,,
11_10,6,,10,2,6/3/2016,seven,three,mono low water,Fall,Grazed,mono,low,water,VUMY,C,13,0,,,,,,
11_10,6,,10,2,6/3/2016,seven,three,mono low water,Fall,Grazed,mono,low,water,POFE,C,10,1,,,,,,
11_10,6,,10,2,6/3/2016,seven,three,mono low water,Fall,Grazed,mono,low,water,ELEL,C,2,2,,,,,,
11_10,6,,10,2,6/3/2016,seven,three,mono low water,Fall,Grazed,mono,low,water,POSE,C,17,4,,,,,,
11_10,6,,10,2,6/3/2016,seven,three,mono low water,Fall,Grazed,mono,low,water,ELTR,C,6,7,,,,,,
11_10,7,,10,2,6/2/2016,four,two,mono high water,Spring,Grazed,mono,high,water,POFE,C,14,0,,,,,,
11_10,7,,10,2,6/2/2016,four,two,mono high water,Spring,Grazed,mono,high,water,VUMY,C,10,3,,,,,,
11_10,7,,10,2,6/2/2016,four,two,mono high water,Spring,Grazed,mono,high,water,ELEL,C,2,4,,,,,,
11_10,7,,10,2,6/2/2016,four,two,mono high water,Spring,Grazed,mono,high,water,POSE,C,18,4,,,,,,
11_10,7,,10,2,6/2/2016,four,two,mono high water,Spring,Grazed,mono,high,water,ELTR,C,6,49,,,,,,
11_10,8,,10,2,6/4/2016,nine,three,mono high water,Spring,Grazed,mono,high,water,POSE,C,2,1,,,,,,
11_10,8,,10,2,6/4/2016,nine,three,mono high water,Spring,Grazed,mono,high,water,ELTR,C,10,2,,,,,,
11_10,8,,10,2,6/4/2016,nine,three,mono high water,Spring,Grazed,mono,high,water,VUMY,C,6,3,,,,,,
11_10,8,,10,2,6/4/2016,nine,three,mono high water,Spring,Grazed,mono,high,water,POFE,C,14,4,,,,,,
11_10,8,,10,2,6/4/2016,nine,three,mono high water,Spring,Grazed,mono,high,water,ELEL,C,18,6,,,,,,
11_10,9,,10,2,5/21/2016,two,one,mono high water,Spring,Grazed,mono,high,water,POFE,C,7,0,,,,,,
11_10,9,,10,2,5/21/2016,two,one,mono high water,Spring,Grazed,mono,high,water,ELEL,C,11,0,,,,,,
11_10,9,,10,2,5/21/2016,two,one,mono high water,Spring,Grazed,mono,high,water,VUMY,C,18,3,,,,,,
11_10,9,,10,2,5/21/2016,two,one,mono high water,Spring,Grazed,mono,high,water,POSE,C,14,17,,,,,,
11_10,9,,10,2,5/21/2016,two,one,mono high water,Spring,Grazed,mono,high,water,ELTR,C,3,25,,,,,,
11_10,10,,10,2,6/3/2016,four,two,mono low water,Spring,Grazed,mono,low,water,POFE,C,50,0,,,,,,
11_10,10,,10,2,6/3/2016,four,two,mono low water,Spring,Grazed,mono,low,water,VUMY,C,54,1,,,,,,
11_10,10,,10,2,6/3/2016,four,two,mono low water,Spring,Grazed,mono,low,water,ELEL,C,58,1,,,,,,
11_10,10,,10,2,6/3/2016,four,two,mono low water,Spring,Grazed,mono,low,water,POSE,C,42,4,,,,,,
11_10,10,,10,2,6/3/2016,four,two,mono low water,Spring,Grazed,mono,low,water,ELTR,C,46,6,,,,,,
11_10,11,,10,2,6/4/2016,nine,three,mono low water,Spring,Grazed,mono,low,water,POFE,C,46,0,,,,,,
11_10,11,,10,2,6/4/2016,nine,three,mono low water,Spring,Grazed,mono,low,water,VUMY,C,50,0,,,,,,
11_10,11,,10,2,6/4/2016,nine,three,mono low water,Spring,Grazed,mono,low,water,POSE,C,57,1,,,,,,
11_10,11,,10,2,6/4/2016,nine,three,mono low water,Spring,Grazed,mono,low,water,ELEL,C,61,2,,,,,,
11_10,11,,10,2,6/4/2016,nine,three,mono low water,Spring,Grazed,mono,low,water,ELTR,C,54,3,,,,,,
11_10,12,,10,2,5/20/2016,two,one,mono low water,Spring,Grazed,mono,low,water,ELEL,C,6,1,,,,,,
11_10,12,,10,2,5/20/2016,two,one,mono low water,Spring,Grazed,mono,low,water,POFE,C,18,4,,,,,,
11_10,12,,10,2,5/20/2016,two,one,mono low water,Spring,Grazed,mono,low,water,VUMY,C,2,5,,,,,,
11_10,12,,10,2,5/20/2016,two,one,mono low water,Spring,Grazed,mono,low,water,ELTR,C,10,11,,,,,,
11_10,12,,10,2,5/20/2016,two,one,mono low water,Spring,Grazed,mono,low,water,POSE,C,14,15,,,,,,
11_11,1,,11,1,5/12/2015,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,5,2,,,,,,
11_11,1,,11,1,5/12/2015,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,2,2,,,,,,
11_11,1,,11,1,5/12/2015,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,1,0,,,,,,
11_11,1,,11,1,5/12/2015,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,3,1,,,,,,
11_11,1,,11,1,5/12/2015,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMI,C,4,0,,,,,,
11_11,1,,11,2,6/5/2016,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,10,1,,,,,,
11_11,1,,11,2,6/5/2016,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,2,2,,,,,,
11_11,1,,11,2,6/5/2016,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMY,C,14,2,,,,,,
11_11,1,,11,2,6/5/2016,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,18,6,,,,,,
11_11,1,,11,2,6/5/2016,eight,three,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,6,32,,,,,,
11_11,2,,11,1,5/10/2015,five,two,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,3,3,,,,,,
11_11,2,,11,1,5/10/2015,five,two,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,4,25,,,,,,
11_11,2,,11,1,5/10/2015,five,two,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,1,0,,,,,,
11_11,2,,11,1,5/10/2015,five,two,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,2,2,,,,,,
11_11,2,,11,1,5/10/2015,five,two,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMI,C,5,24,,,,,,
11_11,3,,11,1,5/8/2015,four,two,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,4,7,,,,,,
11_11,3,,11,1,5/8/2015,four,two,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,2,32,,,,,,
11_11,3,,11,1,5/8/2015,four,two,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,3,2,,,,,,
11_11,3,,11,1,5/8/2015,four,two,mono high,Ungrazed,Ungrazed,mono,high,no water,POSE,C,1,0,,,,,,
11_11,3,,11,1,5/8/2015,four,two,mono high,Ungrazed,Ungrazed,mono,high,no water,VUMI,C,5,0,,,,,,
11_11,4,,11,1,5/13/2015,nine,three,mono high,Ungrazed,Ungrazed,mono,high,no water,ELEL,C,15,6,,,,,,
11_11,4,,11,1,5/13/2015,nine,three,mono high,Ungrazed,Ungrazed,mono,high,no water,ELTR,C,13,27,,,,,,
11_11,4,,11,1,5/13/2015,nine,three,mono high,Ungrazed,Ungrazed,mono,high,no water,POFE,C,14,5,,,,,,
