project_code,sheet,DB,projectid,studytype,contributor,email,continent,country,state,vegmetric,spatialmetric,surveyunit,tsrfirst,tsrlast,timepoints,community,refdata,availability,notes,siteid,sitename,latitude,longitude,refecosystem,USDA.class,USDA.subclass,USDA.subsubclass,landcover,growingseasonstart,growingseasonend,sand,silt,clay,soildescription,soildepth,elevation,aspect,slope,precipc,tempc,aridity,temp,drange,iso,tseason,mtwarm,mtcold,trange,twetq,tdryq,twarmq,tcoldq,precip,pwet,pdry,pseason,pwetq,pdryq,pwarmq,pcoldq,disturbance,minetype,ogtype,invasivespe,invasiveform,treatmentid,restorationtype,tsr_start_year,trt_year,trt_tsr,disturbanceendyear,treatmentmonth,treatmentday,othertreatments,treatment_category,treatment_type,treatment_amount,treatment_units,tsr,year,month,day,speciesid,cultivarid,trt,mix_trt,treated_richness,rate,unit,viability,seedpretreatment,seed_origin,source,seeddist,id,block,replicate,speciesorigin,response,responselevel,responsemetric,measurementscale,measurementmetric,X3,papernumber,author,pubyear,pubtitle,pubjournal,pubDOI,pubURL,pubcorrespondingauthoremail,datadateofdownload,citationofdatasource,creativecommonsliscence,conditionsforuseandrepublishing
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,bou_cur,,seeding,known,16,243.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,ech_ang,,seeding,known,16,0.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,ely_ely,,seeding,known,16,17.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,ely_smi,,seeding,known,16,83.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,ely_spi,,seeding,known,16,34.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,nas_vir,,seeding,known,16,21.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,rhu_tri,,seeding,known,16,3.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,sch_sco,,seeding,known,16,128.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,sph_coc,,seeding,known,16,7.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,sti_com,,seeding,known,16,48.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_107,,,2000,,,,,,,broadcast,,,,,,,the_rho,,seeding,known,16,1.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,ach_mil,,seeding,known,16,80.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,art_tri3,,seeding,known,16,58.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,atr_can,,seeding,known,16,13.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,bou_ari,,seeding,known,16,59.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,bou_cur,,seeding,known,16,136.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,dal_pur,,seeding,known,16,10.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,ely_smi,,seeding,known,16,78.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,ely_spi,,seeding,known,16,17.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,ely_tra,,seeding,known,16,48.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,koe_mac,,seeding,known,16,6.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,kra_cer1,,seeding,known,16,9.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,nas_vir,,seeding,known,16,40.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,ono_vic,,seeding,known,16,11.0000000000000,seeds/m2,pls,,exotic,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,rat_col,,seeding,known,16,5.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,sch_sco,,seeding,known,16,101.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_108,,,2000,,,,,,,broadcast,,,,,,,sti_com,,seeding,known,16,30.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,art_lud,,seeding,known,11,51.0000000000000,seeds/m2,pls,,exotic,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,art_tri3,,seeding,known,11,26.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,atr_can,,seeding,known,11,69.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,atr_con,,seeding,known,11,11.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,bou_ari,,seeding,known,11,19.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,bou_cur,,seeding,known,11,53.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,ely_spi,,seeding,known,11,26.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,eri_nau,,seeding,known,11,23.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,kra_cer1,,seeding,known,11,28.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,sch_sco,,seeding,known,11,42.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_109,,,2001,,,,,,,broadcast,,,,,,,sti_com,,seeding,known,11,28.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,ach_mil,,seeding,known,25,144.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,ach_mil,,seeding,known,25,144.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,ame_arb,,seeding,known,25,30.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,ame_arb,,seeding,known,25,30.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,art_can,,seeding,known,25,11.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,art_can,,seeding,known,25,11.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,art_fri,,seeding,known,25,141.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,art_fri,,seeding,known,25,141.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,art_lud,,seeding,known,25,102.0000000000000,seeds/m2,pls,,exotic,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,art_lud,,seeding,known,25,102.0000000000000,seeds/m2,pls,,exotic,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,art_tri3,,seeding,known,25,303.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,art_tri3,,seeding,known,25,303.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,atr_can,,seeding,known,25,20.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,atr_can,,seeding,known,25,20.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,bou_ari,,seeding,known,25,58.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,bou_ari,,seeding,known,25,58.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,bou_cur,,seeding,known,25,129.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,bou_cur,,seeding,known,25,129.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,dal_pur,,seeding,known,25,70.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,dal_pur,,seeding,known,25,70.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,ely_can,,seeding,known,25,37.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,ely_can,,seeding,known,25,37.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,ely_smi,,seeding,known,25,279.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,ely_smi,,seeding,known,25,279.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,ely_spi,,seeding,known,25,55.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,ely_spi,,seeding,known,25,55.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,ely_tra,,seeding,known,25,134.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,ely_tra,,seeding,known,25,134.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,eri_nau,,seeding,known,25,140.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,eri_nau,,seeding,known,25,140.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,ley_cin,,seeding,known,25,83.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,ley_cin,,seeding,known,25,83.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,nas_vir,,seeding,known,25,177.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,nas_vir,,seeding,known,25,177.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,ory_hym,,seeding,known,25,48.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,ory_hym,,seeding,known,25,48.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,pan_vir,,seeding,known,25,198.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,pan_vir,,seeding,known,25,198.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,pse_rup1,,seeding,known,25,110.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,pse_rup1,,seeding,known,25,110.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,sar_ver,,seeding,known,25,127.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,sar_ver,,seeding,known,25,127.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,broadcast,,,,,,,sph_coc,,seeding,known,25,68.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
GAZP5,trtrates,gazp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_11,,,2003,,,,,,,drill,,,,,,,sph_coc,,seeding,known,25,68.0000000000000,seeds/m2,pls,,native,,,,,,,,,,,,,,,,,,,,,,,,
