source_row,source_observationid,source_treatmentid,block,replicate,area_key,area_found,explicit_area_treatment_found,timepoint_found,source_species_code,prepare_status
246,GAZP_11,11_35,1605,41,plot:166:1605:41,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
247,GAZP_11,11_35,1606,113,plot:166:1606:113,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
248,GAZP_11,11_35,1607,142,plot:166:1607:142,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
249,GAZP_11,11_35,1608,111,plot:166:1608:111,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
250,GAZP_11,11_35,1609,131,plot:166:1609:131,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
251,GAZP_11,11_36,1110,53,plot:166:1110:53,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
252,GAZP_11,11_36,1111,22,plot:166:1111:22,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
253,GAZP_11,11_36,1112,52,plot:166:1112:52,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
254,GAZP_11,11_36,1113,23,plot:166:1113:23,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
255,GAZP_11,11_36,1114,41,plot:166:1114:41,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
256,GAZP_11,11_36,1115,43,plot:166:1115:43,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
257,GAZP_11,11_36,1116,32,plot:166:1116:32,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
258,GAZP_11,11_36,1117,151,plot:166:1117:151,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
259,GAZP_11,11_36,1118,151,plot:166:1118:151,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
260,GAZP_11,11_36,1210,153,plot:166:1210:153,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
261,GAZP_11,11_36,1211,112,plot:166:1211:112,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
262,GAZP_11,11_36,1212,122,plot:166:1212:122,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
263,GAZP_11,11_36,1213,133,plot:166:1213:133,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
264,GAZP_11,11_36,1214,41,plot:166:1214:41,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
265,GAZP_11,11_36,1215,23,plot:166:1215:23,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
266,GAZP_11,11_36,1216,42,plot:166:1216:42,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
267,GAZP_11,11_36,1217,151,plot:166:1217:151,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
268,GAZP_11,11_36,1218,31,plot:166:1218:31,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
269,GAZP_11,11_37,1510,113,plot:166:1510:113,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
270,GAZP_11,11_37,1511,142,plot:166:1511:142,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
271,GAZP_11,11_37,1512,132,plot:166:1512:132,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
272,GAZP_11,11_37,1513,113,plot:166:1513:113,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
273,GAZP_11,11_37,1514,131,plot:166:1514:131,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
274,GAZP_11,11_37,1515,133,plot:166:1515:133,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
275,GAZP_11,11_37,1516,112,plot:166:1516:112,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
276,GAZP_11,11_37,1517,31,plot:166:1517:31,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
277,GAZP_11,11_37,1518,41,plot:166:1518:41,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
278,GAZP_11,11_37,1610,23,plot:166:1610:23,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
279,GAZP_11,11_37,1611,22,plot:166:1611:22,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
280,GAZP_11,11_37,1612,52,plot:166:1612:52,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
281,GAZP_11,11_37,1613,43,plot:166:1613:43,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
282,GAZP_11,11_37,1614,141,plot:166:1614:141,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
283,GAZP_11,11_37,1615,123,plot:166:1615:123,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
284,GAZP_11,11_37,1616,122,plot:166:1616:122,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
285,GAZP_11,11_37,1617,21,plot:166:1617:21,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
286,GAZP_11,11_37,1618,151,plot:166:1618:151,TRUE,TRUE,TRUE,Ely_tra,ready_for_build
287,GAZP_11,11_38,1101,13,plot:166:1101:13,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
288,GAZP_11,11_38,1102,12,plot:166:1102:12,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
289,GAZP_11,11_38,1103,32,plot:166:1103:32,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
290,GAZP_11,11_38,1104,143,plot:166:1104:143,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
291,GAZP_11,11_38,1105,51,plot:166:1105:51,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
292,GAZP_11,11_38,1106,143,plot:166:1106:143,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
293,GAZP_11,11_38,1107,42,plot:166:1107:42,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
294,GAZP_11,11_38,1108,41,plot:166:1108:41,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
295,GAZP_11,11_38,1109,41,plot:166:1109:41,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
296,GAZP_11,11_38,1201,43,plot:166:1201:43,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
297,GAZP_11,11_38,1202,42,plot:166:1202:42,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
298,GAZP_11,11_38,1203,42,plot:166:1203:42,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
299,GAZP_11,11_38,1204,33,plot:166:1204:33,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
300,GAZP_11,11_38,1205,121,plot:166:1205:121,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
301,GAZP_11,11_38,1206,13,plot:166:1206:13,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
302,GAZP_11,11_38,1207,22,plot:166:1207:22,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
303,GAZP_11,11_38,1208,41,plot:166:1208:41,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
304,GAZP_11,11_38,1209,21,plot:166:1209:21,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
305,GAZP_11,11_39,1501,133,plot:166:1501:133,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
306,GAZP_11,11_39,1502,132,plot:166:1502:132,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
307,GAZP_11,11_39,1503,132,plot:166:1503:132,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
308,GAZP_11,11_39,1504,33,plot:166:1504:33,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
309,GAZP_11,11_39,1505,111,plot:166:1505:111,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
310,GAZP_11,11_39,1506,23,plot:166:1506:23,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
311,GAZP_11,11_39,1507,152,plot:166:1507:152,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
312,GAZP_11,11_39,1508,141,plot:166:1508:141,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
313,GAZP_11,11_39,1509,111,plot:166:1509:111,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
314,GAZP_11,11_39,1601,133,plot:166:1601:133,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
315,GAZP_11,11_39,1602,132,plot:166:1602:132,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
316,GAZP_11,11_39,1603,112,plot:166:1603:112,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
317,GAZP_11,11_39,1604,123,plot:166:1604:123,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
318,GAZP_11,11_39,1605,31,plot:166:1605:31,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
319,GAZP_11,11_39,1606,123,plot:166:1606:123,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
320,GAZP_11,11_39,1607,112,plot:166:1607:112,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
321,GAZP_11,11_39,1608,151,plot:166:1608:151,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
322,GAZP_11,11_39,1609,121,plot:166:1609:121,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
323,GAZP_11,11_40,1110,43,plot:166:1110:43,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
324,GAZP_11,11_40,1111,32,plot:166:1111:32,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
325,GAZP_11,11_40,1112,42,plot:166:1112:42,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
326,GAZP_11,11_40,1113,53,plot:166:1113:53,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
327,GAZP_11,11_40,1114,51,plot:166:1114:51,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
328,GAZP_11,11_40,1115,33,plot:166:1115:33,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
329,GAZP_11,11_40,1116,22,plot:166:1116:22,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
330,GAZP_11,11_40,1117,111,plot:166:1117:111,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
331,GAZP_11,11_40,1118,131,plot:166:1118:131,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
332,GAZP_11,11_40,1210,123,plot:166:1210:123,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
333,GAZP_11,11_40,1211,142,plot:166:1211:142,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
334,GAZP_11,11_40,1212,132,plot:166:1212:132,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
335,GAZP_11,11_40,1213,113,plot:166:1213:113,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
336,GAZP_11,11_40,1214,11,plot:166:1214:11,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
337,GAZP_11,11_40,1215,33,plot:166:1215:33,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
338,GAZP_11,11_40,1216,52,plot:166:1216:52,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
339,GAZP_11,11_40,1217,131,plot:166:1217:131,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
340,GAZP_11,11_40,1218,51,plot:166:1218:51,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
341,GAZP_11,11_41,1510,143,plot:166:1510:143,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
342,GAZP_11,11_41,1511,122,plot:166:1511:122,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
343,GAZP_11,11_41,1512,152,plot:166:1512:152,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
344,GAZP_11,11_41,1513,133,plot:166:1513:133,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
345,GAZP_11,11_41,1514,111,plot:166:1514:111,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
346,GAZP_11,11_41,1515,143,plot:166:1515:143,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
347,GAZP_11,11_41,1516,132,plot:166:1516:132,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
348,GAZP_11,11_41,1517,21,plot:166:1517:21,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
349,GAZP_11,11_41,1518,11,plot:166:1518:11,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
350,GAZP_11,11_41,1610,43,plot:166:1610:43,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
351,GAZP_11,11_41,1611,32,plot:166:1611:32,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
352,GAZP_11,11_41,1612,12,plot:166:1612:12,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
353,GAZP_11,11_41,1613,13,plot:166:1613:13,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
354,GAZP_11,11_41,1614,121,plot:166:1614:121,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
355,GAZP_11,11_41,1615,153,plot:166:1615:153,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
356,GAZP_11,11_41,1616,112,plot:166:1616:112,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
357,GAZP_11,11_41,1617,11,plot:166:1617:11,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
358,GAZP_11,11_41,1618,111,plot:166:1618:111,TRUE,TRUE,TRUE,Poa_fen,ready_for_build
359,GAZP_11,11_42,1101,33,plot:166:1101:33,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
360,GAZP_11,11_42,1102,22,plot:166:1102:22,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
361,GAZP_11,11_42,1103,12,plot:166:1103:12,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
362,GAZP_11,11_42,1104,123,plot:166:1104:123,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
363,GAZP_11,11_42,1105,41,plot:166:1105:41,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
364,GAZP_11,11_42,1106,133,plot:166:1106:133,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
365,GAZP_11,11_42,1107,22,plot:166:1107:22,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
366,GAZP_11,11_42,1108,11,plot:166:1108:11,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
367,GAZP_11,11_42,1109,51,plot:166:1109:51,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
368,GAZP_11,11_42,1201,33,plot:166:1201:33,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
369,GAZP_11,11_42,1202,52,plot:166:1202:52,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
370,GAZP_11,11_42,1203,52,plot:166:1203:52,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
371,GAZP_11,11_42,1204,23,plot:166:1204:23,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
372,GAZP_11,11_42,1205,141,plot:166:1205:141,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
373,GAZP_11,11_42,1206,53,plot:166:1206:53,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
374,GAZP_11,11_42,1207,12,plot:166:1207:12,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
375,GAZP_11,11_42,1208,31,plot:166:1208:31,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
376,GAZP_11,11_42,1209,41,plot:166:1209:41,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
377,GAZP_11,11_43,1501,113,plot:166:1501:113,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
378,GAZP_11,11_43,1502,112,plot:166:1502:112,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
379,GAZP_11,11_43,1503,152,plot:166:1503:152,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
380,GAZP_11,11_43,1504,53,plot:166:1504:53,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
381,GAZP_11,11_43,1505,131,plot:166:1505:131,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
382,GAZP_11,11_43,1506,53,plot:166:1506:53,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
383,GAZP_11,11_43,1507,122,plot:166:1507:122,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
384,GAZP_11,11_43,1508,151,plot:166:1508:151,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
385,GAZP_11,11_43,1509,141,plot:166:1509:141,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
386,GAZP_11,11_43,1601,123,plot:166:1601:123,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
387,GAZP_11,11_43,1602,142,plot:166:1602:142,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
388,GAZP_11,11_43,1603,152,plot:166:1603:152,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
389,GAZP_11,11_43,1604,153,plot:166:1604:153,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
390,GAZP_11,11_43,1605,51,plot:166:1605:51,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
391,GAZP_11,11_43,1606,143,plot:166:1606:143,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
392,GAZP_11,11_43,1607,152,plot:166:1607:152,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
393,GAZP_11,11_43,1608,121,plot:166:1608:121,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
394,GAZP_11,11_43,1609,111,plot:166:1609:111,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
395,GAZP_11,11_44,1110,23,plot:166:1110:23,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
396,GAZP_11,11_44,1111,42,plot:166:1111:42,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
397,GAZP_11,11_44,1112,32,plot:166:1112:32,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
398,GAZP_11,11_44,1113,33,plot:166:1113:33,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
399,GAZP_11,11_44,1114,31,plot:166:1114:31,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
400,GAZP_11,11_44,1115,23,plot:166:1115:23,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
401,GAZP_11,11_44,1116,12,plot:166:1116:12,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
402,GAZP_11,11_44,1117,141,plot:166:1117:141,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
403,GAZP_11,11_44,1118,111,plot:166:1118:111,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
404,GAZP_11,11_44,1210,113,plot:166:1210:113,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
405,GAZP_11,11_44,1211,152,plot:166:1211:152,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
406,GAZP_11,11_44,1212,112,plot:166:1212:112,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
407,GAZP_11,11_44,1213,143,plot:166:1213:143,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
408,GAZP_11,11_44,1214,51,plot:166:1214:51,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
409,GAZP_11,11_44,1215,53,plot:166:1215:53,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
410,GAZP_11,11_44,1216,32,plot:166:1216:32,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
411,GAZP_11,11_44,1217,121,plot:166:1217:121,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
412,GAZP_11,11_44,1218,41,plot:166:1218:41,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
413,GAZP_11,11_45,1510,133,plot:166:1510:133,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
414,GAZP_11,11_45,1511,112,plot:166:1511:112,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
415,GAZP_11,11_45,1512,122,plot:166:1512:122,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
416,GAZP_11,11_45,1513,153,plot:166:1513:153,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
417,GAZP_11,11_45,1514,151,plot:166:1514:151,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
418,GAZP_11,11_45,1515,113,plot:166:1515:113,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
419,GAZP_11,11_45,1516,122,plot:166:1516:122,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
420,GAZP_11,11_45,1517,51,plot:166:1517:51,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
421,GAZP_11,11_45,1518,21,plot:166:1518:21,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
422,GAZP_11,11_45,1610,33,plot:166:1610:33,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
423,GAZP_11,11_45,1611,52,plot:166:1611:52,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
424,GAZP_11,11_45,1612,22,plot:166:1612:22,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
425,GAZP_11,11_45,1613,33,plot:166:1613:33,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
426,GAZP_11,11_45,1614,131,plot:166:1614:131,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
427,GAZP_11,11_45,1615,133,plot:166:1615:133,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
428,GAZP_11,11_45,1616,132,plot:166:1616:132,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
429,GAZP_11,11_45,1617,31,plot:166:1617:31,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
430,GAZP_11,11_45,1618,131,plot:166:1618:131,TRUE,TRUE,TRUE,Pse_rup,ready_for_build
431,GAZP_11,11_46,1101,43,plot:166:1101:43,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
432,GAZP_11,11_46,1102,52,plot:166:1102:52,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
433,GAZP_11,11_46,1103,52,plot:166:1103:52,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
434,GAZP_11,11_46,1104,113,plot:166:1104:113,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
435,GAZP_11,11_46,1105,31,plot:166:1105:31,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
436,GAZP_11,11_46,1106,123,plot:166:1106:123,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
437,GAZP_11,11_46,1107,12,plot:166:1107:12,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
438,GAZP_11,11_46,1108,21,plot:166:1108:21,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
439,GAZP_11,11_46,1109,11,plot:166:1109:11,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
440,GAZP_11,11_46,1201,13,plot:166:1201:13,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
441,GAZP_11,11_46,1202,12,plot:166:1202:12,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
442,GAZP_11,11_46,1203,32,plot:166:1203:32,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
443,GAZP_11,11_46,1204,53,plot:166:1204:53,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
444,GAZP_11,11_46,1205,131,plot:166:1205:131,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
445,GAZP_11,11_46,1206,23,plot:166:1206:23,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
446,GAZP_11,11_46,1207,42,plot:166:1207:42,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
447,GAZP_11,11_46,1208,21,plot:166:1208:21,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
448,GAZP_11,11_46,1209,51,plot:166:1209:51,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
449,GAZP_11,11_47,1501,143,plot:166:1501:143,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
450,GAZP_11,11_47,1502,142,plot:166:1502:142,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
451,GAZP_11,11_47,1503,122,plot:166:1503:122,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
452,GAZP_11,11_47,1504,23,plot:166:1504:23,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
453,GAZP_11,11_47,1505,141,plot:166:1505:141,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
454,GAZP_11,11_47,1506,33,plot:166:1506:33,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
455,GAZP_11,11_47,1507,112,plot:166:1507:112,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
456,GAZP_11,11_47,1508,121,plot:166:1508:121,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
457,GAZP_11,11_47,1509,151,plot:166:1509:151,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
458,GAZP_11,11_47,1601,143,plot:166:1601:143,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
459,GAZP_11,11_47,1602,112,plot:166:1602:112,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
460,GAZP_11,11_47,1603,132,plot:166:1603:132,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
461,GAZP_11,11_47,1604,143,plot:166:1604:143,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
462,GAZP_11,11_47,1605,21,plot:166:1605:21,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
463,GAZP_11,11_47,1606,153,plot:166:1606:153,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
464,GAZP_11,11_47,1607,122,plot:166:1607:122,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
465,GAZP_11,11_47,1608,131,plot:166:1608:131,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
466,GAZP_11,11_47,1609,141,plot:166:1609:141,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
467,GAZP_11,11_48,1110,33,plot:166:1110:33,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
468,GAZP_11,11_48,1111,52,plot:166:1111:52,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
469,GAZP_11,11_48,1112,12,plot:166:1112:12,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
470,GAZP_11,11_48,1113,13,plot:166:1113:13,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
471,GAZP_11,11_48,1114,11,plot:166:1114:11,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
472,GAZP_11,11_48,1115,13,plot:166:1115:13,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
473,GAZP_11,11_48,1116,52,plot:166:1116:52,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
474,GAZP_11,11_48,1117,131,plot:166:1117:131,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
475,GAZP_11,11_48,1118,141,plot:166:1118:141,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
476,GAZP_11,11_48,1210,133,plot:166:1210:133,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
477,GAZP_11,11_48,1211,122,plot:166:1211:122,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
478,GAZP_11,11_48,1212,142,plot:166:1212:142,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
479,GAZP_11,11_48,1213,123,plot:166:1213:123,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
480,GAZP_11,11_48,1214,31,plot:166:1214:31,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
481,GAZP_11,11_48,1215,43,plot:166:1215:43,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
482,GAZP_11,11_48,1216,22,plot:166:1216:22,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
483,GAZP_11,11_48,1217,141,plot:166:1217:141,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
484,GAZP_11,11_48,1218,11,plot:166:1218:11,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
485,GAZP_11,11_49,1510,123,plot:166:1510:123,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
486,GAZP_11,11_49,1511,152,plot:166:1511:152,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
487,GAZP_11,11_49,1512,112,plot:166:1512:112,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
488,GAZP_11,11_49,1513,123,plot:166:1513:123,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
489,GAZP_11,11_49,1514,121,plot:166:1514:121,TRUE,TRUE,TRUE,Vul_mic,ready_for_build
