STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,Missing,Consecutive Missing,DP01,Missing,Consecutive Missing,DP05,Missing,Consecutive Missing,DP10,Missing,Consecutive Missing,DT00,Missing,Consecutive Missing,DT32,Missing,Consecutive Missing,DT90,Missing,Consecutive Missing,DX32,Missing,Consecutive Missing,HTDD,Missing,Consecutive Missing,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19880801,754,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,258,0,0,43,0,0,0,0,0,132,0,0,0,0,0,11,0,0,378,0,0,83,0,0,315,0,0,199,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19880901,37,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1577,0,0,86,0,0,0,0,0,288,0,0,0,0,0,-22,0,0,333,0,0,29,0,0,235,0,0,132,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19881001,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2923,0,0,318,0,0,0,0,0,389,0,0,0,0,0,-128,0,0,278,0,0,-14,0,0,192,0,0,89,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19881101,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0,4,0,0,5358,0,0,61,0,0,0,1,1,135,0,0,153,0,0,-200,0,0,211,0,0,-68,0,0,77,0,0,4,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19881201,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,30,0,0,0,0,0,8,0,0,6550,0,0,33,0,0,76,2,2,66,0,0,115,0,0,-222,0,0,150,0,0,-104,0,0,47,0,0,-28,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19890101,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,31,0,0,0,0,0,11,0,0,7390,0,0,30,0,0,0,7,4,63,0,0,102,0,0,-278,0,0,150,0,0,-132,0,0,22,0,0,-55,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19890201,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,28,0,0,0,0,0,16,0,0,7917,0,0,28,0,0,9999,0,0,56,0,0,43,0,0,-383,0,0,128,0,0,-164,0,0,-35,0,0,-100,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19890301,0,0,0,5,0,0,1,0,0,0,0,0,8,0,0,26,0,0,0,0,0,9,0,0,6466,0,0,135,0,0,254,7,5,353,0,0,304,0,0,-294,0,0,167,0,0,-97,0,0,46,0,0,-26,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19890401,31,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3500,0,0,102,0,0,0,1,1,470,0,0,102,0,0,-117,0,0,311,0,0,-3,0,0,138,0,0,67,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19890501,1,1,1,5,0,0,0,0,0,0,0,0,0,1,1,7,1,1,0,1,1,0,1,1,1955,1,1,102,0,0,0,0,0,370,0,0,0,0,0,-50,1,1,300,1,1,32,1,1,204,1,1,118,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19890601,286,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,821,0,0,236,0,0,0,0,0,589,0,0,0,0,0,-6,0,0,378,0,0,78,0,0,252,0,0,165,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19890701,1552,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,8,0,0,91,0,0,0,0,0,230,0,0,0,0,0,83,0,0,400,0,0,137,0,0,329,0,0,233,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19890801,746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,164,0,0,66,0,0,0,0,0,71,0,0,0,0,0,33,0,0,383,0,0,99,0,0,304,0,0,202,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19890901,95,1,1,3,0,0,0,0,0,0,0,0,0,1,1,2,1,1,5,1,1,0,1,1,1343,1,1,117,0,0,0,0,0,221,0,0,0,0,0,-44,1,1,356,1,1,37,1,1,243,1,1,140,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19891001,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3431,0,0,323,0,0,254,0,0,524,0,0,0,1,1,-133,0,0,289,0,0,-10,0,0,155,0,0,72,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19891101,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,1,4,1,1,5001,1,1,89,0,0,178,0,0,130,0,0,178,0,0,-156,0,0,228,1,1,-64,0,0,85,1,1,11,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19891201,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,31,0,0,0,0,0,13,0,0,7917,0,0,71,0,0,330,6,6,399,0,0,392,1,1,-422,0,0,106,0,0,-141,0,0,-4,0,0,-72,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19900101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,7,0,0,6665,0,0,18,0,0,254,0,0,39,0,0,0,1,1,-239,0,0,122,0,0,-98,0,0,34,0,0,-32,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19900201,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,28,0,0,0,0,0,8,0,0,6425,0,0,91,0,0,178,0,0,162,0,0,152,0,0,-283,0,0,117,0,0,-116,0,0,23,0,0,-46,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19900301,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,3,0,0,5211,0,0,69,0,0,102,1,1,158,0,0,102,1,1,-239,0,0,194,0,0,-53,0,0,83,0,0,15,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19900401,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,3611,0,0,132,0,0,0,2,1,683,0,0,152,0,0,-89,0,0,267,0,0,-10,0,0,136,0,0,63,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19900501,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2706,0,0,173,0,0,0,0,0,561,0,0,0,0,0,-50,0,0,289,0,0,18,0,0,173,0,0,96,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19900601,290,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1081,0,0,206,0,0,0,0,0,505,0,0,0,0,0,11,0,0,367,0,0,73,0,0,240,0,0,157,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19900701,756,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,217,0,0,135,0,0,0,0,0,326,0,0,0,0,0,50,0,0,400,0,0,106,0,0,295,0,0,200,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19900801,759,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,29,0,0,71,0,0,0,0,0,120,0,0,0,0,0,50,0,0,372,0,0,101,0,0,312,0,0,207,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19900901,367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,821,0,0,124,0,0,0,0,0,137,0,0,0,0,0,-17,0,0,378,0,0,51,0,0,284,0,0,168,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19901001,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3554,0,0,71,0,0,25,0,0,279,0,0,25,0,0,-72,0,0,311,0,0,-26,0,0,163,0,0,68,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19901101,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,4619,0,0,132,0,0,0,0,0,216,0,0,0,1,1,-172,0,0,294,0,0,-64,0,0,122,0,0,29,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19901201,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,31,0,0,0,0,0,15,0,0,9093,0,0,81,0,0,152,0,0,104,0,0,177,0,0,-394,0,0,178,0,0,-193,0,0,-28,0,0,-110,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19910101,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,31,0,0,0,0,0,18,0,0,8675,0,0,102,0,0,203,0,0,229,0,0,181,0,0,-328,0,0,89,0,0,-169,0,0,-25,0,0,-97,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19910201,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,1,0,0,4979,0,0,109,0,0,152,0,0,147,0,0,126,0,0,-228,0,0,144,0,0,-70,0,0,81,0,0,5,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19910301,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,2,0,0,5298,0,0,94,0,0,127,0,0,207,0,0,127,0,0,-150,0,0,194,0,0,-70,0,0,94,0,0,12,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19910401,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,3907,0,0,135,0,0,305,0,0,529,0,0,356,0,0,-83,0,0,272,0,0,-19,0,0,124,0,0,53,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19910501,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2180,0,0,99,0,0,0,0,0,586,0,0,0,0,0,-72,0,0,283,0,0,42,0,0,184,0,0,113,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19910601,111,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,625,0,0,165,0,0,0,0,0,627,0,0,0,0,0,0,0,0,344,0,0,80,0,0,251,0,0,166,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19910701,824,3,2,0,0,0,0,0,0,0,0,0,0,3,2,0,3,2,12,3,2,0,3,2,134,3,2,23,0,0,0,0,0,46,0,0,0,0,0,56,3,2,389,3,2,106,3,2,310,3,2,208,3,2
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19910801,1175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,60,0,0,33,0,0,0,0,0,72,0,0,0,0,0,67,0,0,400,0,0,108,0,0,330,0,0,219,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19910901,286,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,1401,0,0,81,0,0,0,0,0,229,0,0,0,0,0,-67,0,0,367,0,0,46,0,0,246,0,0,146,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19911001,12,0,0,3,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,5,0,0,3824,0,0,81,0,0,127,0,0,194,0,0,177,0,0,-278,0,0,317,0,0,-38,0,0,158,0,0,60,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19911101,0,1,1,4,0,0,1,0,0,0,0,0,3,1,1,29,1,1,0,1,1,10,1,1,6081,1,1,221,0,0,127,6,2,437,0,0,343,2,1,-228,1,1,167,1,1,-93,1,1,39,1,1,-27,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19911201,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30,1,1,0,1,1,3,1,1,6376,1,1,0,0,0,76,0,0,0,0,0,0,0,0,-194,1,1,89,1,1,-105,1,1,46,1,1,-30,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19920101,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,0,0,0,0,0,3,0,0,6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-244,0,0,144,0,0,-102,0,0,74,0,0,-14,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19920201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,4919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-139,0,0,222,0,0,-87,0,0,114,0,0,13,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19920301,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,4054,0,0,109,0,0,25,0,0,379,0,0,0,5,2,-89,0,0,228,0,0,-35,0,0,139,0,0,52,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19920401,0,2,1,4,0,0,0,0,0,0,0,0,0,2,1,13,2,1,0,2,1,1,2,1,2783,2,1,99,0,0,0,1,1,254,0,0,0,1,1,-78,2,1,300,2,1,5,2,1,163,2,1,84,2,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19920501,102,0,0,7,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1517,0,0,130,0,0,0,0,0,481,0,0,0,0,0,-33,0,0,344,0,0,48,0,0,226,0,0,137,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19920601,263,0,0,6,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,642,0,0,340,0,0,0,0,0,878,0,0,0,0,0,-11,0,0,333,0,0,89,0,0,252,0,0,170,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19920701,238,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,107,0,0,0,0,0,593,0,0,0,0,0,61,0,0,317,0,0,97,0,0,250,0,0,174,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19920801,492,1,1,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,9,1,1,0,1,1,707,1,1,89,0,0,0,0,0,209,0,0,0,0,0,-11,1,1,367,1,1,75,1,1,277,1,1,176,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19920901,50,2,2,3,0,0,0,0,0,0,0,0,0,2,2,6,2,2,2,2,2,0,2,2,1280,2,2,66,0,0,0,0,0,147,0,0,0,0,0,-44,2,2,356,2,2,28,2,2,250,2,2,139,2,2
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19921001,76,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,2,0,0,2984,0,0,64,0,0,76,4,4,125,0,0,0,3,3,-128,0,0,333,0,0,-5,0,0,184,0,0,89,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19921101,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,29,0,0,0,0,0,3,0,0,5483,0,0,53,0,0,127,0,0,114,0,0,127,0,0,-189,0,0,200,0,0,-67,0,0,68,0,0,0,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19921201,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,31,0,0,0,0,0,21,0,0,8896,0,0,56,0,0,229,0,0,153,0,0,283,0,0,-294,0,0,94,0,0,-180,0,0,-28,0,0,-104,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19930101,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,31,0,0,0,0,0,23,0,0,9260,0,0,28,0,0,254,0,0,74,0,0,152,0,0,-311,0,0,100,0,0,-183,0,0,-48,0,0,-116,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19930201,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,28,0,0,0,0,0,14,0,0,7826,0,0,20,0,0,279,0,0,43,0,0,71,1,1,-322,0,0,100,0,0,-179,0,0,-14,0,0,-96,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19930301,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,26,1,1,0,1,1,2,1,1,4743,1,1,23,0,0,279,1,1,78,0,0,152,0,0,-178,1,1,256,1,1,-57,1,1,107,1,1,25,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19930401,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3473,0,0,150,0,0,25,0,0,643,0,0,50,0,0,-67,0,0,211,0,0,-9,0,0,143,0,0,67,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19930501,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1614,0,0,157,0,0,0,0,0,517,0,0,0,0,0,-11,0,0,289,0,0,51,0,0,208,0,0,129,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19930601,186,0,0,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,0,0,533,0,0,0,0,0,1071,0,0,0,0,0,17,0,0,311,0,0,81,0,0,219,0,0,150,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19930701,233,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,746,0,0,320,0,0,0,0,0,846,0,0,0,0,0,50,0,0,383,0,0,92,0,0,241,0,0,166,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19930801,295,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,1,1,0,1,1,515,1,1,56,0,0,0,0,0,95,0,0,0,0,0,-6,1,1,339,1,1,80,1,1,271,1,1,176,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19930901,23,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1806,0,0,79,0,0,0,0,0,135,0,0,0,0,0,-50,0,0,328,0,0,29,0,0,219,0,0,124,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19931001,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,3577,0,0,175,0,0,178,0,0,279,0,0,203,0,0,-122,0,0,311,0,0,-20,0,0,155,0,0,68,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19931101,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,29,0,0,0,0,0,8,0,0,6453,0,0,36,0,0,25,4,4,36,0,0,13,0,0,-306,0,0,194,0,0,-107,0,0,43,0,0,-32,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19931201,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,29,2,1,0,2,1,5,2,1,5830,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-156,2,1,139,2,1,-94,2,1,58,2,1,-18,2,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19940101,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,31,0,0,0,0,0,11,0,0,7278,0,0,33,0,0,279,0,0,119,0,0,267,8,8,-233,0,0,111,0,0,-123,0,0,19,0,0,-52,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19940201,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,28,0,0,0,0,0,16,0,0,7731,0,0,58,0,0,203,0,0,83,0,0,217,2,1,-339,0,0,83,0,0,-168,0,0,-18,0,0,-93,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19940301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,4642,0,0,97,0,0,178,0,0,97,0,0,114,0,0,-106,0,0,250,0,0,-44,0,0,110,0,0,33,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19940401,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,1,1,1,1,3364,1,1,74,0,0,152,0,0,268,0,0,229,0,0,-106,0,0,294,1,1,-21,0,0,155,1,1,67,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19940501,49,1,1,3,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0,1,1,0,1,1,1079,1,1,203,0,0,0,0,0,353,0,0,0,0,0,-11,1,1,306,1,1,60,1,1,237,1,1,149,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19940601,573,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,556,0,0,229,0,0,0,0,0,476,0,0,0,0,0,6,0,0,372,0,0,100,0,0,268,0,0,184,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19940701,1028,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,107,0,0,191,0,0,0,0,0,466,0,0,0,0,0,67,0,0,378,0,0,117,0,0,309,0,0,213,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19940801,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,52,0,0,20,0,0,0,0,0,28,0,0,0,0,0,56,0,0,383,0,0,112,0,0,330,0,0,221,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19940901,125,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,732,0,0,206,0,0,0,0,0,348,0,0,0,0,0,-11,0,0,361,0,0,56,0,0,269,0,0,163,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19941001,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3309,0,0,168,0,0,0,0,0,705,0,0,0,0,0,-67,0,0,267,0,0,4,0,0,148,0,0,76,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19941101,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,30,0,0,0,0,0,6,0,0,6124,0,0,84,0,0,51,16,16,197,0,0,9999,0,0,-261,0,0,183,0,0,-91,0,0,48,0,0,-21,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19941201,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,30,1,1,0,1,1,4,1,1,6126,1,1,5,0,0,0,0,0,5,0,0,0,0,0,-156,1,1,122,1,1,-90,1,1,48,1,1,-21,1,1
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19950101,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,31,0,0,0,0,0,7,0,0,6829,0,0,51,0,0,127,0,0,92,0,0,168,0,0,-239,0,0,144,0,0,-115,0,0,40,0,0,-37,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19950201,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,24,0,0,0,0,0,7,0,0,5212,0,0,58,0,0,102,0,0,86,0,0,99,0,0,-222,0,0,233,0,0,-73,0,0,67,0,0,-3,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19950301,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,25,0,0,0,0,0,8,0,0,5751,0,0,114,0,0,102,0,0,304,0,0,0,1,1,-250,0,0,233,0,0,-75,0,0,70,0,0,-3,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19950401,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,3902,0,0,142,0,0,25,0,0,443,0,0,0,1,1,-94,0,0,250,0,0,-15,0,0,121,0,0,53,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19950501,0,0,0,9,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2710,0,0,404,0,0,51,4,2,1065,0,0,77,0,0,-11,0,0,244,0,0,31,0,0,160,0,0,96,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19950601,234,0,0,7,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,912,0,0,279,0,0,0,0,0,862,0,0,0,0,0,11,0,0,333,0,0,78,0,0,242,0,0,160,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19950701,827,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,178,0,0,79,0,0,0,0,0,299,0,0,0,0,0,44,0,0,411,0,0,111,0,0,297,0,0,204,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19950801,1199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,150,0,0,25,0,0,0,0,0,25,0,0,0,0,0,44,0,0,406,0,0,107,0,0,327,0,0,217,0,0
GHCND:USC00488160,SHERIDAN FIELD STATION WY US,1143,44.83333,-106.83333,19950901,263,0,0,6,0,0,1,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,1357,0,0,183,0,0,0,0,0,542,0,0,0,0,0,-33,0,0,361,0,0,55,0,0,238,0,0,147,0,0
