database,projectid,areaid,treatmentid
GAZP,2,645,43
GAZP,2,646,43
GAZP,2,647,43
GAZP,2,648,43
GAZP,2,649,43
GAZP,2,650,44
GAZP,2,651,44
GAZP,2,652,44
GAZP,2,653,44
GAZP,2,654,44
GAZP,2,655,44
GAZP,2,656,44
GAZP,2,657,44
GAZP,2,658,45
GAZP,2,658,46
GAZP,2,658,47
GAZP,2,658,48
GAZP,2,658,49
GAZP,2,658,50
GAZP,2,658,51
GAZP,2,658,52
GAZP,2,658,53
GAZP,2,659,45
GAZP,2,659,46
GAZP,2,659,47
GAZP,2,659,48
GAZP,2,659,49
GAZP,2,659,50
GAZP,2,659,51
GAZP,2,659,52
GAZP,2,659,53
GAZP,2,660,45
GAZP,2,660,46
GAZP,2,660,47
GAZP,2,660,48
GAZP,2,660,49
GAZP,2,660,50
GAZP,2,660,51
GAZP,2,660,52
GAZP,2,660,53
GAZP,2,661,45
GAZP,2,661,46
GAZP,2,661,47
GAZP,2,661,48
GAZP,2,661,49
GAZP,2,661,50
GAZP,2,661,51
GAZP,2,661,52
GAZP,2,661,53
GAZP,2,662,45
GAZP,2,662,46
GAZP,2,662,47
GAZP,2,662,48
GAZP,2,662,49
GAZP,2,662,50
GAZP,2,662,51
GAZP,2,662,52
GAZP,2,662,53
GAZP,2,663,45
GAZP,2,663,46
GAZP,2,663,47
GAZP,2,663,48
GAZP,2,663,49
GAZP,2,663,50
GAZP,2,663,51
GAZP,2,663,52
GAZP,2,663,53
GAZP,2,664,45
GAZP,2,664,46
GAZP,2,664,47
GAZP,2,664,48
GAZP,2,664,49
GAZP,2,664,50
GAZP,2,664,51
GAZP,2,664,52
GAZP,2,664,53
GAZP,2,665,45
GAZP,2,665,46
GAZP,2,665,47
GAZP,2,665,48
GAZP,2,665,49
GAZP,2,665,50
GAZP,2,665,51
GAZP,2,665,52
GAZP,2,665,53
GAZP,2,666,54
GAZP,2,666,55
GAZP,2,666,56
GAZP,2,666,57
GAZP,2,666,58
GAZP,2,666,59
GAZP,2,666,60
GAZP,2,666,61
GAZP,2,666,62
GAZP,2,667,54
GAZP,2,667,55
GAZP,2,667,56
GAZP,2,667,57
GAZP,2,667,58
GAZP,2,667,59
GAZP,2,667,60
GAZP,2,667,61
GAZP,2,667,62
GAZP,2,668,54
GAZP,2,668,55
GAZP,2,668,56
GAZP,2,668,57
GAZP,2,668,58
GAZP,2,668,59
GAZP,2,668,60
GAZP,2,668,61
GAZP,2,668,62
GAZP,2,669,54
GAZP,2,669,55
GAZP,2,669,56
GAZP,2,669,57
GAZP,2,669,58
GAZP,2,669,59
GAZP,2,669,60
GAZP,2,669,61
GAZP,2,669,62
GAZP,2,670,54
GAZP,2,670,55
GAZP,2,670,56
GAZP,2,670,57
GAZP,2,670,58
GAZP,2,670,59
GAZP,2,670,60
GAZP,2,670,61
GAZP,2,670,62
GAZP,2,671,54
GAZP,2,671,55
GAZP,2,671,56
GAZP,2,671,57
GAZP,2,671,58
GAZP,2,671,59
GAZP,2,671,60
GAZP,2,671,61
GAZP,2,671,62
GAZP,2,672,54
GAZP,2,672,55
GAZP,2,672,56
GAZP,2,672,57
GAZP,2,672,58
GAZP,2,672,59
GAZP,2,672,60
GAZP,2,672,61
GAZP,2,672,62
GAZP,2,673,54
GAZP,2,673,55
GAZP,2,673,56
GAZP,2,673,57
GAZP,2,673,58
GAZP,2,673,59
GAZP,2,673,60
GAZP,2,673,61
GAZP,2,673,62
GAZP,2,674,63
GAZP,2,675,63
GAZP,2,676,63
GAZP,2,677,63
GAZP,2,678,63
GAZP,2,679,63
GAZP,2,680,63
GAZP,2,681,63
GAZP,2,682,64
GAZP,2,683,64
GAZP,2,684,64
GAZP,2,685,64
GAZP,2,686,64
GAZP,2,687,64
GAZP,2,688,64
GAZP,2,689,64
GAZP,2,690,65
GAZP,2,690,66
GAZP,2,690,67
GAZP,2,690,68
GAZP,2,690,69
GAZP,2,690,70
GAZP,2,690,71
GAZP,2,690,72
GAZP,2,690,73
GAZP,2,691,65
GAZP,2,691,66
GAZP,2,691,67
GAZP,2,691,68
GAZP,2,691,69
GAZP,2,691,70
GAZP,2,691,71
GAZP,2,691,72
GAZP,2,691,73
GAZP,2,692,65
GAZP,2,692,66
GAZP,2,692,67
GAZP,2,692,68
GAZP,2,692,69
GAZP,2,692,70
GAZP,2,692,71
GAZP,2,692,72
GAZP,2,692,73
GAZP,2,693,65
GAZP,2,693,66
GAZP,2,693,67
GAZP,2,693,68
GAZP,2,693,69
GAZP,2,693,70
GAZP,2,693,71
GAZP,2,693,72
GAZP,2,693,73
GAZP,2,694,65
GAZP,2,694,66
GAZP,2,694,67
GAZP,2,694,68
GAZP,2,694,69
GAZP,2,694,70
GAZP,2,694,71
GAZP,2,694,72
GAZP,2,694,73
GAZP,2,695,65
GAZP,2,695,66
GAZP,2,695,67
GAZP,2,695,68
GAZP,2,695,69
GAZP,2,695,70
GAZP,2,695,71
GAZP,2,695,72
GAZP,2,695,73
GAZP,2,696,65
GAZP,2,696,66
GAZP,2,696,67
GAZP,2,696,68
GAZP,2,696,69
GAZP,2,696,70
GAZP,2,696,71
GAZP,2,696,72
GAZP,2,696,73
GAZP,2,697,65
GAZP,2,697,66
GAZP,2,697,67
GAZP,2,697,68
GAZP,2,697,69
GAZP,2,697,70
GAZP,2,697,71
GAZP,2,697,72
GAZP,2,697,73
GAZP,2,698,74
GAZP,2,698,75
GAZP,2,698,76
GAZP,2,698,77
GAZP,2,698,78
GAZP,2,698,79
GAZP,2,698,80
GAZP,2,698,81
GAZP,2,698,82
GAZP,2,699,74
GAZP,2,699,75
GAZP,2,699,76
GAZP,2,699,77
GAZP,2,699,78
GAZP,2,699,79
GAZP,2,699,80
GAZP,2,699,81
GAZP,2,699,82
GAZP,2,700,74
GAZP,2,700,75
GAZP,2,700,76
GAZP,2,700,77
GAZP,2,700,78
GAZP,2,700,79
GAZP,2,700,80
GAZP,2,700,81
GAZP,2,700,82
GAZP,2,701,74
GAZP,2,701,75
GAZP,2,701,76
GAZP,2,701,77
GAZP,2,701,78
GAZP,2,701,79
GAZP,2,701,80
GAZP,2,701,81
GAZP,2,701,82
GAZP,2,702,74
GAZP,2,702,75
GAZP,2,702,76
GAZP,2,702,77
GAZP,2,702,78
GAZP,2,702,79
GAZP,2,702,80
GAZP,2,702,81
GAZP,2,702,82
GAZP,2,703,74
GAZP,2,703,75
GAZP,2,703,76
GAZP,2,703,77
GAZP,2,703,78
GAZP,2,703,79
GAZP,2,703,80
GAZP,2,703,81
GAZP,2,703,82
GAZP,2,704,74
GAZP,2,704,75
GAZP,2,704,76
GAZP,2,704,77
GAZP,2,704,78
GAZP,2,704,79
GAZP,2,704,80
GAZP,2,704,81
GAZP,2,704,82
GAZP,2,705,74
GAZP,2,705,75
GAZP,2,705,76
GAZP,2,705,77
GAZP,2,705,78
GAZP,2,705,79
GAZP,2,705,80
GAZP,2,705,81
GAZP,2,705,82
GAZP,2,706,83
GAZP,2,707,83
GAZP,2,708,83
GAZP,2,709,83
GAZP,2,710,83
GAZP,2,711,83
GAZP,2,712,83
GAZP,2,713,83
GAZP,2,714,84
GAZP,2,715,84
GAZP,2,716,84
GAZP,2,717,84
GAZP,2,718,84
GAZP,2,719,84
GAZP,2,720,84
GAZP,2,721,84
GAZP,2,722,85
GAZP,2,723,85
GAZP,2,724,85
GAZP,2,725,85
GAZP,2,726,85
GAZP,2,727,85
GAZP,2,728,85
GAZP,2,729,85
GAZP,2,730,86
GAZP,2,731,86
GAZP,2,732,86
GAZP,2,733,86
GAZP,2,734,86
GAZP,2,735,86
GAZP,2,736,86
GAZP,2,737,86
GAZP,2,738,87
GAZP,2,738,88
GAZP,2,738,89
GAZP,2,738,90
GAZP,2,738,91
GAZP,2,738,92
GAZP,2,738,93
GAZP,2,738,94
GAZP,2,738,95
GAZP,2,739,87
GAZP,2,739,88
GAZP,2,739,89
GAZP,2,739,90
GAZP,2,739,91
GAZP,2,739,92
GAZP,2,739,93
GAZP,2,739,94
GAZP,2,739,95
GAZP,2,740,87
GAZP,2,740,88
GAZP,2,740,89
GAZP,2,740,90
GAZP,2,740,91
GAZP,2,740,92
GAZP,2,740,93
GAZP,2,740,94
GAZP,2,740,95
GAZP,2,741,87
GAZP,2,741,88
GAZP,2,741,89
GAZP,2,741,90
GAZP,2,741,91
GAZP,2,741,92
GAZP,2,741,93
GAZP,2,741,94
GAZP,2,741,95
GAZP,2,742,87
GAZP,2,742,88
GAZP,2,742,89
GAZP,2,742,90
GAZP,2,742,91
GAZP,2,742,92
GAZP,2,742,93
GAZP,2,742,94
GAZP,2,742,95
GAZP,2,743,87
GAZP,2,743,88
GAZP,2,743,89
GAZP,2,743,90
GAZP,2,743,91
GAZP,2,743,92
GAZP,2,743,93
GAZP,2,743,94
GAZP,2,743,95
GAZP,2,744,87
GAZP,2,744,88
GAZP,2,744,89
GAZP,2,744,90
GAZP,2,744,91
GAZP,2,744,92
GAZP,2,744,93
GAZP,2,744,94
GAZP,2,744,95
GAZP,2,745,87
GAZP,2,745,88
GAZP,2,745,89
GAZP,2,745,90
GAZP,2,745,91
GAZP,2,745,92
GAZP,2,745,93
GAZP,2,745,94
GAZP,2,745,95
GAZP,2,746,96
GAZP,2,746,97
GAZP,2,746,98
GAZP,2,746,99
GAZP,2,746,100
GAZP,2,746,101
GAZP,2,746,102
GAZP,2,746,103
GAZP,2,746,104
GAZP,2,747,96
GAZP,2,747,97
GAZP,2,747,98
GAZP,2,747,99
GAZP,2,747,100
GAZP,2,747,101
GAZP,2,747,102
GAZP,2,747,103
GAZP,2,747,104
GAZP,2,748,96
GAZP,2,748,97
GAZP,2,748,98
GAZP,2,748,99
GAZP,2,748,100
GAZP,2,748,101
GAZP,2,748,102
GAZP,2,748,103
GAZP,2,748,104
GAZP,2,749,96
GAZP,2,749,97
GAZP,2,749,98
GAZP,2,749,99
GAZP,2,749,100
GAZP,2,749,101
GAZP,2,749,102
GAZP,2,749,103
GAZP,2,749,104
GAZP,2,750,96
GAZP,2,750,97
GAZP,2,750,98
GAZP,2,750,99
GAZP,2,750,100
GAZP,2,750,101
GAZP,2,750,102
GAZP,2,750,103
GAZP,2,750,104
GAZP,2,751,96
GAZP,2,751,97
GAZP,2,751,98
GAZP,2,751,99
GAZP,2,751,100
GAZP,2,751,101
GAZP,2,751,102
GAZP,2,751,103
GAZP,2,751,104
GAZP,2,752,96
GAZP,2,752,97
GAZP,2,752,98
GAZP,2,752,99
GAZP,2,752,100
GAZP,2,752,101
GAZP,2,752,102
GAZP,2,752,103
GAZP,2,752,104
GAZP,2,753,96
GAZP,2,753,97
GAZP,2,753,98
GAZP,2,753,99
GAZP,2,753,100
GAZP,2,753,101
GAZP,2,753,102
GAZP,2,753,103
GAZP,2,753,104
GAZP,2,754,105
GAZP,2,755,105
GAZP,2,756,105
GAZP,2,757,105
GAZP,2,758,105
GAZP,2,759,105
GAZP,2,760,105
GAZP,2,761,105
GAZP,2,762,106
GAZP,2,763,106
GAZP,2,764,106
GAZP,2,765,106
GAZP,2,766,106
GAZP,2,767,106
GAZP,2,768,106
GAZP,2,769,106
GAZP,2,770,107
GAZP,2,770,108
GAZP,2,770,109
GAZP,2,770,110
GAZP,2,770,111
GAZP,2,770,112
GAZP,2,770,113
GAZP,2,770,114
GAZP,2,770,115
GAZP,2,771,107
GAZP,2,771,108
GAZP,2,771,109
GAZP,2,771,110
GAZP,2,771,111
GAZP,2,771,112
GAZP,2,771,113
GAZP,2,771,114
GAZP,2,771,115
GAZP,2,772,107
GAZP,2,772,108
GAZP,2,772,109
GAZP,2,772,110
GAZP,2,772,111
GAZP,2,772,112
GAZP,2,772,113
GAZP,2,772,114
GAZP,2,772,115
GAZP,2,773,107
GAZP,2,773,108
GAZP,2,773,109
GAZP,2,773,110
GAZP,2,773,111
GAZP,2,773,112
GAZP,2,773,113
GAZP,2,773,114
GAZP,2,773,115
GAZP,2,774,107
GAZP,2,774,108
GAZP,2,774,109
GAZP,2,774,110
GAZP,2,774,111
GAZP,2,774,112
GAZP,2,774,113
GAZP,2,774,114
GAZP,2,774,115
GAZP,2,775,107
GAZP,2,775,108
GAZP,2,775,109
GAZP,2,775,110
GAZP,2,775,111
GAZP,2,775,112
GAZP,2,775,113
GAZP,2,775,114
GAZP,2,775,115
GAZP,2,776,107
GAZP,2,776,108
GAZP,2,776,109
GAZP,2,776,110
GAZP,2,776,111
GAZP,2,776,112
GAZP,2,776,113
GAZP,2,776,114
GAZP,2,776,115
GAZP,2,777,107
GAZP,2,777,108
GAZP,2,777,109
GAZP,2,777,110
GAZP,2,777,111
GAZP,2,777,112
GAZP,2,777,113
GAZP,2,777,114
GAZP,2,777,115
GAZP,2,778,116
GAZP,2,778,117
GAZP,2,778,118
GAZP,2,778,119
GAZP,2,778,120
GAZP,2,778,121
GAZP,2,778,122
GAZP,2,778,123
GAZP,2,778,124
GAZP,2,779,116
GAZP,2,779,117
GAZP,2,779,118
GAZP,2,779,119
GAZP,2,779,120
GAZP,2,779,121
GAZP,2,779,122
GAZP,2,779,123
GAZP,2,779,124
GAZP,2,780,116
GAZP,2,780,117
GAZP,2,780,118
GAZP,2,780,119
GAZP,2,780,120
GAZP,2,780,121
GAZP,2,780,122
GAZP,2,780,123
GAZP,2,780,124
GAZP,2,781,116
GAZP,2,781,117
GAZP,2,781,118
GAZP,2,781,119
GAZP,2,781,120
GAZP,2,781,121
GAZP,2,781,122
GAZP,2,781,123
GAZP,2,781,124
GAZP,2,782,116
GAZP,2,782,117
GAZP,2,782,118
GAZP,2,782,119
GAZP,2,782,120
GAZP,2,782,121
GAZP,2,782,122
GAZP,2,782,123
GAZP,2,782,124
GAZP,2,783,116
GAZP,2,783,117
GAZP,2,783,118
GAZP,2,783,119
GAZP,2,783,120
GAZP,2,783,121
GAZP,2,783,122
GAZP,2,783,123
GAZP,2,783,124
GAZP,2,784,116
GAZP,2,784,117
GAZP,2,784,118
GAZP,2,784,119
GAZP,2,784,120
GAZP,2,784,121
GAZP,2,784,122
GAZP,2,784,123
GAZP,2,784,124
GAZP,2,785,116
GAZP,2,785,117
GAZP,2,785,118
GAZP,2,785,119
GAZP,2,785,120
GAZP,2,785,121
GAZP,2,785,122
GAZP,2,785,123
GAZP,2,785,124
GAZP,2,786,125
GAZP,2,787,125
GAZP,2,788,125
GAZP,2,789,125
GAZP,2,790,125
GAZP,2,791,125
GAZP,2,792,125
GAZP,2,793,125
GAZP,2,794,126
GAZP,2,795,126
GAZP,2,796,126
GAZP,2,797,126
GAZP,2,798,126
GAZP,2,799,126
GAZP,2,800,126
GAZP,2,801,126
GAZP,2,802,127
GAZP,2,803,127
GAZP,2,804,127
GAZP,2,805,127
GAZP,2,806,127
GAZP,2,807,127
GAZP,2,808,127
GAZP,2,809,127
GAZP,2,810,128
GAZP,2,811,128
GAZP,2,812,128
GAZP,2,813,128
GAZP,2,814,128
GAZP,2,815,128
GAZP,2,816,128
GAZP,2,817,128
GAZP,2,818,129
GAZP,2,818,130
GAZP,2,818,131
GAZP,2,818,132
GAZP,2,818,133
GAZP,2,818,134
GAZP,2,818,135
GAZP,2,818,136
GAZP,2,818,137
GAZP,2,819,129
GAZP,2,819,130
GAZP,2,819,131
GAZP,2,819,132
GAZP,2,819,133
GAZP,2,819,134
GAZP,2,819,135
GAZP,2,819,136
GAZP,2,819,137
GAZP,2,820,129
GAZP,2,820,130
GAZP,2,820,131
GAZP,2,820,132
GAZP,2,820,133
GAZP,2,820,134
GAZP,2,820,135
GAZP,2,820,136
GAZP,2,820,137
GAZP,2,821,129
GAZP,2,821,130
GAZP,2,821,131
GAZP,2,821,132
GAZP,2,821,133
GAZP,2,821,134
GAZP,2,821,135
GAZP,2,821,136
GAZP,2,821,137
GAZP,2,822,129
GAZP,2,822,130
GAZP,2,822,131
GAZP,2,822,132
GAZP,2,822,133
GAZP,2,822,134
GAZP,2,822,135
GAZP,2,822,136
GAZP,2,822,137
GAZP,2,823,129
GAZP,2,823,130
GAZP,2,823,131
GAZP,2,823,132
GAZP,2,823,133
GAZP,2,823,134
GAZP,2,823,135
GAZP,2,823,136
GAZP,2,823,137
GAZP,2,824,129
GAZP,2,824,130
GAZP,2,824,131
GAZP,2,824,132
GAZP,2,824,133
GAZP,2,824,134
GAZP,2,824,135
GAZP,2,824,136
GAZP,2,824,137
GAZP,2,825,129
GAZP,2,825,130
GAZP,2,825,131
GAZP,2,825,132
GAZP,2,825,133
GAZP,2,825,134
GAZP,2,825,135
GAZP,2,825,136
GAZP,2,825,137
GAZP,2,826,138
GAZP,2,826,139
GAZP,2,826,140
GAZP,2,826,141
GAZP,2,826,142
GAZP,2,826,143
GAZP,2,826,144
GAZP,2,826,145
GAZP,2,826,146
GAZP,2,827,138
GAZP,2,827,139
GAZP,2,827,140
GAZP,2,827,141
GAZP,2,827,142
GAZP,2,827,143
GAZP,2,827,144
GAZP,2,827,145
GAZP,2,827,146
GAZP,2,828,138
GAZP,2,828,139
GAZP,2,828,140
GAZP,2,828,141
GAZP,2,828,142
GAZP,2,828,143
GAZP,2,828,144
GAZP,2,828,145
GAZP,2,828,146
GAZP,2,829,138
GAZP,2,829,139
GAZP,2,829,140
GAZP,2,829,141
GAZP,2,829,142
GAZP,2,829,143
GAZP,2,829,144
GAZP,2,829,145
GAZP,2,829,146
GAZP,2,830,138
GAZP,2,830,139
GAZP,2,830,140
GAZP,2,830,141
GAZP,2,830,142
GAZP,2,830,143
GAZP,2,830,144
GAZP,2,830,145
GAZP,2,830,146
GAZP,2,831,138
GAZP,2,831,139
GAZP,2,831,140
GAZP,2,831,141
GAZP,2,831,142
GAZP,2,831,143
GAZP,2,831,144
GAZP,2,831,145
GAZP,2,831,146
GAZP,2,832,138
GAZP,2,832,139
GAZP,2,832,140
GAZP,2,832,141
GAZP,2,832,142
GAZP,2,832,143
GAZP,2,832,144
GAZP,2,832,145
GAZP,2,832,146
GAZP,2,833,138
GAZP,2,833,139
GAZP,2,833,140
GAZP,2,833,141
GAZP,2,833,142
GAZP,2,833,143
GAZP,2,833,144
GAZP,2,833,145
GAZP,2,833,146
GAZP,2,834,147
GAZP,2,835,147
GAZP,2,836,147
GAZP,2,837,147
GAZP,2,838,147
GAZP,2,839,147
GAZP,2,840,147
GAZP,2,841,147
GAZP,2,842,148
GAZP,2,843,148
GAZP,2,844,148
GAZP,2,845,148
GAZP,2,846,148
GAZP,2,847,148
GAZP,2,848,148
GAZP,2,849,148
GAZP,2,850,149
GAZP,2,850,150
GAZP,2,850,151
GAZP,2,850,152
GAZP,2,850,153
GAZP,2,850,154
GAZP,2,850,155
GAZP,2,850,156
GAZP,2,850,157
GAZP,2,851,149
GAZP,2,851,150
GAZP,2,851,151
GAZP,2,851,152
GAZP,2,851,153
GAZP,2,851,154
GAZP,2,851,155
GAZP,2,851,156
GAZP,2,851,157
GAZP,2,852,149
GAZP,2,852,150
GAZP,2,852,151
GAZP,2,852,152
GAZP,2,852,153
GAZP,2,852,154
GAZP,2,852,155
GAZP,2,852,156
GAZP,2,852,157
GAZP,2,853,149
GAZP,2,853,150
GAZP,2,853,151
GAZP,2,853,152
GAZP,2,853,153
GAZP,2,853,154
GAZP,2,853,155
GAZP,2,853,156
GAZP,2,853,157
GAZP,2,854,149
GAZP,2,854,150
GAZP,2,854,151
GAZP,2,854,152
GAZP,2,854,153
GAZP,2,854,154
GAZP,2,854,155
GAZP,2,854,156
GAZP,2,854,157
GAZP,2,855,149
GAZP,2,855,150
GAZP,2,855,151
GAZP,2,855,152
GAZP,2,855,153
GAZP,2,855,154
GAZP,2,855,155
GAZP,2,855,156
GAZP,2,855,157
GAZP,2,856,149
GAZP,2,856,150
GAZP,2,856,151
GAZP,2,856,152
GAZP,2,856,153
GAZP,2,856,154
GAZP,2,856,155
GAZP,2,856,156
GAZP,2,856,157
GAZP,2,857,149
GAZP,2,857,150
GAZP,2,857,151
GAZP,2,857,152
GAZP,2,857,153
GAZP,2,857,154
GAZP,2,857,155
GAZP,2,857,156
GAZP,2,857,157
GAZP,2,858,158
GAZP,2,858,159
GAZP,2,858,160
GAZP,2,858,161
GAZP,2,858,162
GAZP,2,858,163
GAZP,2,858,164
GAZP,2,858,165
GAZP,2,858,166
GAZP,2,859,158
GAZP,2,859,159
GAZP,2,859,160
GAZP,2,859,161
GAZP,2,859,162
GAZP,2,859,163
GAZP,2,859,164
GAZP,2,859,165
GAZP,2,859,166
GAZP,2,860,158
GAZP,2,860,159
GAZP,2,860,160
GAZP,2,860,161
GAZP,2,860,162
GAZP,2,860,163
GAZP,2,860,164
GAZP,2,860,165
GAZP,2,860,166
GAZP,2,861,158
GAZP,2,861,159
GAZP,2,861,160
GAZP,2,861,161
GAZP,2,861,162
GAZP,2,861,163
GAZP,2,861,164
GAZP,2,861,165
GAZP,2,861,166
GAZP,2,862,158
GAZP,2,862,159
GAZP,2,862,160
GAZP,2,862,161
GAZP,2,862,162
GAZP,2,862,163
GAZP,2,862,164
GAZP,2,862,165
GAZP,2,862,166
GAZP,2,863,158
GAZP,2,863,159
GAZP,2,863,160
GAZP,2,863,161
GAZP,2,863,162
GAZP,2,863,163
GAZP,2,863,164
GAZP,2,863,165
GAZP,2,863,166
GAZP,2,864,158
GAZP,2,864,159
GAZP,2,864,160
GAZP,2,864,161
GAZP,2,864,162
GAZP,2,864,163
GAZP,2,864,164
GAZP,2,864,165
GAZP,2,864,166
GAZP,2,865,158
GAZP,2,865,159
GAZP,2,865,160
GAZP,2,865,161
GAZP,2,865,162
GAZP,2,865,163
GAZP,2,865,164
GAZP,2,865,165
GAZP,2,865,166
GAZP,2,866,167
GAZP,2,866,168
GAZP,2,866,169
GAZP,2,866,170
GAZP,2,866,171
GAZP,2,866,172
GAZP,2,866,173
GAZP,2,866,174
GAZP,2,866,175
GAZP,2,867,167
GAZP,2,867,168
GAZP,2,867,169
GAZP,2,867,170
GAZP,2,867,171
GAZP,2,867,172
GAZP,2,867,173
GAZP,2,867,174
GAZP,2,867,175
GAZP,2,868,167
GAZP,2,868,168
GAZP,2,868,169
GAZP,2,868,170
GAZP,2,868,171
GAZP,2,868,172
GAZP,2,868,173
GAZP,2,868,174
GAZP,2,868,175
GAZP,2,869,167
GAZP,2,869,168
GAZP,2,869,169
GAZP,2,869,170
GAZP,2,869,171
GAZP,2,869,172
GAZP,2,869,173
GAZP,2,869,174
GAZP,2,869,175
GAZP,2,870,167
GAZP,2,870,168
GAZP,2,870,169
GAZP,2,870,170
GAZP,2,870,171
GAZP,2,870,172
GAZP,2,870,173
GAZP,2,870,174
GAZP,2,870,175
GAZP,2,871,167
GAZP,2,871,168
GAZP,2,871,169
GAZP,2,871,170
GAZP,2,871,171
GAZP,2,871,172
GAZP,2,871,173
GAZP,2,871,174
GAZP,2,871,175
GAZP,2,872,167
GAZP,2,872,168
GAZP,2,872,169
GAZP,2,872,170
GAZP,2,872,171
GAZP,2,872,172
GAZP,2,872,173
GAZP,2,872,174
GAZP,2,872,175
GAZP,2,873,167
GAZP,2,873,168
GAZP,2,873,169
GAZP,2,873,170
GAZP,2,873,171
GAZP,2,873,172
GAZP,2,873,173
GAZP,2,873,174
GAZP,2,873,175
GAZP,2,874,176
GAZP,2,874,177
GAZP,2,874,178
GAZP,2,874,179
GAZP,2,874,180
GAZP,2,874,181
GAZP,2,874,182
GAZP,2,874,183
GAZP,2,874,184
GAZP,2,875,176
GAZP,2,875,177
GAZP,2,875,178
GAZP,2,875,179
GAZP,2,875,180
GAZP,2,875,181
GAZP,2,875,182
GAZP,2,875,183
GAZP,2,875,184
GAZP,2,876,176
GAZP,2,876,177
GAZP,2,876,178
GAZP,2,876,179
GAZP,2,876,180
GAZP,2,876,181
GAZP,2,876,182
GAZP,2,876,183
GAZP,2,876,184
GAZP,2,877,176
GAZP,2,877,177
GAZP,2,877,178
GAZP,2,877,179
GAZP,2,877,180
GAZP,2,877,181
GAZP,2,877,182
GAZP,2,877,183
GAZP,2,877,184
GAZP,2,878,176
GAZP,2,878,177
GAZP,2,878,178
GAZP,2,878,179
GAZP,2,878,180
GAZP,2,878,181
GAZP,2,878,182
GAZP,2,878,183
GAZP,2,878,184
GAZP,2,879,176
GAZP,2,879,177
GAZP,2,879,178
GAZP,2,879,179
GAZP,2,879,180
GAZP,2,879,181
GAZP,2,879,182
GAZP,2,879,183
GAZP,2,879,184
GAZP,2,880,176
GAZP,2,880,177
GAZP,2,880,178
GAZP,2,880,179
GAZP,2,880,180
GAZP,2,880,181
GAZP,2,880,182
GAZP,2,880,183
GAZP,2,880,184
GAZP,2,881,176
GAZP,2,881,177
GAZP,2,881,178
GAZP,2,881,179
GAZP,2,881,180
GAZP,2,881,181
GAZP,2,881,182
GAZP,2,881,183
GAZP,2,881,184
GAZP,2,882,185
GAZP,2,883,185
GAZP,2,884,185
GAZP,2,885,185
GAZP,2,886,185
GAZP,2,887,185
GAZP,2,888,185
GAZP,2,889,185
GAZP,2,890,186
GAZP,2,891,186
GAZP,2,892,186
GAZP,2,893,186
GAZP,2,894,186
GAZP,2,895,186
GAZP,2,896,186
GAZP,2,897,186
GAZP,2,898,187
GAZP,2,898,188
GAZP,2,898,189
GAZP,2,898,190
GAZP,2,898,191
GAZP,2,898,192
GAZP,2,898,193
GAZP,2,898,194
GAZP,2,898,195
GAZP,2,899,187
GAZP,2,899,188
GAZP,2,899,189
GAZP,2,899,190
GAZP,2,899,191
GAZP,2,899,192
GAZP,2,899,193
GAZP,2,899,194
GAZP,2,899,195
GAZP,2,900,187
GAZP,2,900,188
GAZP,2,900,189
GAZP,2,900,190
GAZP,2,900,191
GAZP,2,900,192
GAZP,2,900,193
GAZP,2,900,194
GAZP,2,900,195
GAZP,2,901,187
GAZP,2,901,188
GAZP,2,901,189
GAZP,2,901,190
GAZP,2,901,191
GAZP,2,901,192
GAZP,2,901,193
GAZP,2,901,194
GAZP,2,901,195
GAZP,2,902,187
GAZP,2,902,188
GAZP,2,902,189
GAZP,2,902,190
GAZP,2,902,191
GAZP,2,902,192
GAZP,2,902,193
GAZP,2,902,194
GAZP,2,902,195
GAZP,2,903,187
GAZP,2,903,188
GAZP,2,903,189
GAZP,2,903,190
GAZP,2,903,191
GAZP,2,903,192
GAZP,2,903,193
GAZP,2,903,194
GAZP,2,903,195
GAZP,2,904,187
GAZP,2,904,188
GAZP,2,904,189
GAZP,2,904,190
GAZP,2,904,191
GAZP,2,904,192
GAZP,2,904,193
GAZP,2,904,194
GAZP,2,904,195
GAZP,2,905,187
GAZP,2,905,188
GAZP,2,905,189
GAZP,2,905,190
GAZP,2,905,191
GAZP,2,905,192
GAZP,2,905,193
GAZP,2,905,194
GAZP,2,905,195
GAZP,2,906,196
GAZP,2,906,197
GAZP,2,906,198
GAZP,2,906,199
GAZP,2,906,200
GAZP,2,906,201
GAZP,2,906,202
GAZP,2,906,203
GAZP,2,906,204
GAZP,2,907,196
GAZP,2,907,197
GAZP,2,907,198
GAZP,2,907,199
GAZP,2,907,200
GAZP,2,907,201
GAZP,2,907,202
GAZP,2,907,203
GAZP,2,907,204
GAZP,2,908,196
GAZP,2,908,197
GAZP,2,908,198
GAZP,2,908,199
GAZP,2,908,200
GAZP,2,908,201
GAZP,2,908,202
GAZP,2,908,203
GAZP,2,908,204
GAZP,2,909,196
GAZP,2,909,197
GAZP,2,909,198
GAZP,2,909,199
GAZP,2,909,200
GAZP,2,909,201
GAZP,2,909,202
GAZP,2,909,203
GAZP,2,909,204
GAZP,2,910,196
GAZP,2,910,197
GAZP,2,910,198
GAZP,2,910,199
GAZP,2,910,200
GAZP,2,910,201
GAZP,2,910,202
GAZP,2,910,203
GAZP,2,910,204
GAZP,2,911,196
GAZP,2,911,197
GAZP,2,911,198
GAZP,2,911,199
GAZP,2,911,200
