veg_resultid,areaid,time_since_restoration,year,month,day,speciesid,cultivarid,individualid,origin,level,response,metric,notes
901,765,19,2008,,,7156,,,mixed,plot,30,density,
902,766,19,2008,,,7156,,,mixed,plot,34,density,
903,767,19,2008,,,7156,,,mixed,plot,30,density,
904,768,19,2008,,,7156,,,mixed,plot,35,density,
905,769,19,2008,,,7156,,,mixed,plot,23,density,
906,762,27,2008,,,7156,,,mixed,plot,22,density,
907,763,27,2008,,,7156,,,mixed,plot,14,density,
908,764,27,2008,,,7156,,,mixed,plot,21,density,
909,765,27,2008,,,7156,,,mixed,plot,22,density,
910,766,27,2008,,,7156,,,mixed,plot,14,density,
911,767,27,2008,,,7156,,,mixed,plot,13,density,
912,768,27,2008,,,7156,,,mixed,plot,26,density,
913,769,27,2008,,,7156,,,mixed,plot,11,density,
914,770,19,2008,,,7156,,,mixed,plot,37,density,
915,771,19,2008,,,7156,,,mixed,plot,21,density,
916,772,19,2008,,,7156,,,mixed,plot,23,density,
917,773,19,2008,,,7156,,,mixed,plot,15,density,
918,774,19,2008,,,7156,,,mixed,plot,15,density,
919,775,19,2008,,,7156,,,mixed,plot,9,density,
920,776,19,2008,,,7156,,,mixed,plot,24,density,
921,777,19,2008,,,7156,,,mixed,plot,15,density,
922,770,27,2008,,,7156,,,mixed,plot,32,density,
923,771,27,2008,,,7156,,,mixed,plot,17,density,
924,772,27,2008,,,7156,,,mixed,plot,16,density,
925,773,27,2008,,,7156,,,mixed,plot,14,density,
926,774,27,2008,,,7156,,,mixed,plot,10,density,
927,775,27,2008,,,7156,,,mixed,plot,7,density,
928,776,27,2008,,,7156,,,mixed,plot,21,density,
929,777,27,2008,,,7156,,,mixed,plot,9,density,
930,778,19,2008,,,7156,,,mixed,plot,47,density,
931,779,19,2008,,,7156,,,mixed,plot,30,density,
932,780,19,2008,,,7156,,,mixed,plot,26,density,
933,781,19,2008,,,7156,,,mixed,plot,41,density,
934,782,19,2008,,,7156,,,mixed,plot,19,density,
935,783,19,2008,,,7156,,,mixed,plot,27,density,
936,784,19,2008,,,7156,,,mixed,plot,36,density,
937,785,19,2008,,,7156,,,mixed,plot,10,density,
938,778,27,2008,,,7156,,,mixed,plot,27,density,
939,779,27,2008,,,7156,,,mixed,plot,21,density,
940,780,27,2008,,,7156,,,mixed,plot,20,density,
941,781,27,2008,,,7156,,,mixed,plot,32,density,
942,782,27,2008,,,7156,,,mixed,plot,13,density,
943,783,27,2008,,,7156,,,mixed,plot,20,density,
944,784,27,2008,,,7156,,,mixed,plot,24,density,
945,785,27,2008,,,7156,,,mixed,plot,9,density,
946,786,21,2008,,,7156,,,mixed,plot,0,density,
947,787,21,2008,,,7156,,,mixed,plot,0,density,
948,788,21,2008,,,7156,,,mixed,plot,0,density,
949,789,21,2008,,,7156,,,mixed,plot,0,density,
950,790,21,2008,,,7156,,,mixed,plot,0,density,
951,791,21,2008,,,7156,,,mixed,plot,0,density,
952,792,21,2008,,,7156,,,mixed,plot,0,density,
953,793,21,2008,,,7156,,,mixed,plot,2,density,
954,786,29,2008,,,7156,,,mixed,plot,0,density,
955,787,29,2008,,,7156,,,mixed,plot,0,density,
956,788,29,2008,,,7156,,,mixed,plot,0,density,
957,789,29,2008,,,7156,,,mixed,plot,0,density,
958,790,29,2008,,,7156,,,mixed,plot,1,density,
959,791,29,2008,,,7156,,,mixed,plot,0,density,
960,792,29,2008,,,7156,,,mixed,plot,4,density,
961,793,29,2008,,,7156,,,mixed,plot,0,density,
962,794,21,2008,,,7156,,,mixed,plot,2,density,
963,795,21,2008,,,7156,,,mixed,plot,1,density,
964,796,21,2008,,,7156,,,mixed,plot,2,density,
965,797,21,2008,,,7156,,,mixed,plot,1,density,
966,798,21,2008,,,7156,,,mixed,plot,2,density,
967,799,21,2008,,,7156,,,mixed,plot,3,density,
968,800,21,2008,,,7156,,,mixed,plot,6,density,
969,801,21,2008,,,7156,,,mixed,plot,8,density,
970,794,29,2008,,,7156,,,mixed,plot,6,density,
971,795,29,2008,,,7156,,,mixed,plot,1,density,
972,796,29,2008,,,7156,,,mixed,plot,1,density,
973,797,29,2008,,,7156,,,mixed,plot,1,density,
974,798,29,2008,,,7156,,,mixed,plot,1,density,
975,799,29,2008,,,7156,,,mixed,plot,3,density,
976,800,29,2008,,,7156,,,mixed,plot,3,density,
977,801,29,2008,,,7156,,,mixed,plot,8,density,
978,802,17,2008,,,7156,,,mixed,plot,16,density,
979,803,17,2008,,,7156,,,mixed,plot,38,density,
980,804,17,2008,,,7156,,,mixed,plot,2,density,
981,805,17,2008,,,7156,,,mixed,plot,8,density,
982,806,17,2008,,,7156,,,mixed,plot,18,density,
983,807,17,2008,,,7156,,,mixed,plot,3,density,
984,808,17,2008,,,7156,,,mixed,plot,3,density,
985,809,17,2008,,,7156,,,mixed,plot,3,density,
986,802,25,2008,,,7156,,,mixed,plot,4,density,
987,803,25,2008,,,7156,,,mixed,plot,4,density,
988,804,25,2008,,,7156,,,mixed,plot,2,density,
989,805,25,2008,,,7156,,,mixed,plot,1,density,
990,806,25,2008,,,7156,,,mixed,plot,8,density,
991,807,25,2008,,,7156,,,mixed,plot,2,density,
992,808,25,2008,,,7156,,,mixed,plot,2,density,
993,809,25,2008,,,7156,,,mixed,plot,0,density,
994,810,21,2008,,,7156,,,mixed,plot,106,density,
995,811,21,2008,,,7156,,,mixed,plot,20,density,
996,812,21,2008,,,7156,,,mixed,plot,19,density,
997,813,21,2008,,,7156,,,mixed,plot,16,density,
998,814,21,2008,,,7156,,,mixed,plot,23,density,
999,815,21,2008,,,7156,,,mixed,plot,26,density,
1000,816,21,2008,,,7156,,,mixed,plot,26,density,
1001,817,21,2008,,,7156,,,mixed,plot,10,density,
1002,810,29,2008,,,7156,,,mixed,plot,9,density,
1003,811,29,2008,,,7156,,,mixed,plot,10,density,
1004,812,29,2008,,,7156,,,mixed,plot,14,density,
1005,813,29,2008,,,7156,,,mixed,plot,14,density,
1006,814,29,2008,,,7156,,,mixed,plot,14,density,
1007,815,29,2008,,,7156,,,mixed,plot,23,density,
1008,816,29,2008,,,7156,,,mixed,plot,16,density,
1009,817,29,2008,,,7156,,,mixed,plot,8,density,
1010,818,21,2008,,,7156,,,mixed,plot,10,density,
1011,819,21,2008,,,7156,,,mixed,plot,9,density,
1012,820,21,2008,,,7156,,,mixed,plot,11,density,
1013,821,21,2008,,,7156,,,mixed,plot,32,density,
1014,822,21,2008,,,7156,,,mixed,plot,40,density,
1015,823,21,2008,,,7156,,,mixed,plot,31,density,
1016,824,21,2008,,,7156,,,mixed,plot,27,density,
1017,825,21,2008,,,7156,,,mixed,plot,47,density,
1018,818,29,2008,,,7156,,,mixed,plot,5,density,
1019,819,29,2008,,,7156,,,mixed,plot,7,density,
1020,820,29,2008,,,7156,,,mixed,plot,6,density,
1021,821,29,2008,,,7156,,,mixed,plot,21,density,
1022,822,29,2008,,,7156,,,mixed,plot,17,density,
1023,823,29,2008,,,7156,,,mixed,plot,9,density,
1024,824,29,2008,,,7156,,,mixed,plot,18,density,
1025,825,29,2008,,,7156,,,mixed,plot,21,density,
1026,826,21,2008,,,7156,,,mixed,plot,2,density,
1027,827,21,2008,,,7156,,,mixed,plot,3,density,
1028,828,21,2008,,,7156,,,mixed,plot,2,density,
1029,829,21,2008,,,7156,,,mixed,plot,0,density,
1030,830,21,2008,,,7156,,,mixed,plot,4,density,
1031,831,21,2008,,,7156,,,mixed,plot,2,density,
1032,832,21,2008,,,7156,,,mixed,plot,4,density,
1033,833,21,2008,,,7156,,,mixed,plot,6,density,
1034,826,29,2008,,,7156,,,mixed,plot,0,density,
1035,827,29,2008,,,7156,,,mixed,plot,0,density,
1036,828,29,2008,,,7156,,,mixed,plot,0,density,
1037,829,29,2008,,,7156,,,mixed,plot,1,density,
1038,830,29,2008,,,7156,,,mixed,plot,0,density,
1039,831,29,2008,,,7156,,,mixed,plot,1,density,
1040,832,29,2008,,,7156,,,mixed,plot,4,density,
1041,833,29,2008,,,7156,,,mixed,plot,3,density,
1042,834,21,2008,,,7156,,,mixed,plot,0,density,
1043,835,21,2008,,,7156,,,mixed,plot,3,density,
1044,836,21,2008,,,7156,,,mixed,plot,3,density,
1045,837,21,2008,,,7156,,,mixed,plot,2,density,
1046,838,21,2008,,,7156,,,mixed,plot,3,density,
1047,839,21,2008,,,7156,,,mixed,plot,7,density,
1048,840,21,2008,,,7156,,,mixed,plot,9,density,
1049,841,21,2008,,,7156,,,mixed,plot,5,density,
1050,834,29,2008,,,7156,,,mixed,plot,0,density,
1051,835,29,2008,,,7156,,,mixed,plot,2,density,
1052,836,29,2008,,,7156,,,mixed,plot,2,density,
1053,837,29,2008,,,7156,,,mixed,plot,3,density,
1054,838,29,2008,,,7156,,,mixed,plot,2,density,
1055,839,29,2008,,,7156,,,mixed,plot,6,density,
1056,840,29,2008,,,7156,,,mixed,plot,5,density,
1057,841,29,2008,,,7156,,,mixed,plot,2,density,
1058,842,21,2008,,,7156,,,mixed,plot,17,density,
1059,843,21,2008,,,7156,,,mixed,plot,22,density,
1060,844,21,2008,,,7156,,,mixed,plot,15,density,
1061,845,21,2008,,,7156,,,mixed,plot,14,density,
1062,846,21,2008,,,7156,,,mixed,plot,29,density,
1063,847,21,2008,,,7156,,,mixed,plot,30,density,
1064,848,21,2008,,,7156,,,mixed,plot,22,density,
1065,849,21,2008,,,7156,,,mixed,plot,20,density,
1066,842,29,2008,,,7156,,,mixed,plot,14,density,
1067,843,29,2008,,,7156,,,mixed,plot,13,density,
1068,844,29,2008,,,7156,,,mixed,plot,8,density,
1069,845,29,2008,,,7156,,,mixed,plot,9,density,
1070,846,29,2008,,,7156,,,mixed,plot,24,density,
1071,847,29,2008,,,7156,,,mixed,plot,19,density,
1072,848,29,2008,,,7156,,,mixed,plot,14,density,
1073,849,29,2008,,,7156,,,mixed,plot,16,density,
1074,850,21,2008,,,7156,,,mixed,plot,4,density,
1075,851,21,2008,,,7156,,,mixed,plot,4,density,
1076,852,21,2008,,,7156,,,mixed,plot,2,density,
1077,853,21,2008,,,7156,,,mixed,plot,1,density,
1078,854,21,2008,,,7156,,,mixed,plot,10,density,
1079,855,21,2008,,,7156,,,mixed,plot,3,density,
1080,856,21,2008,,,7156,,,mixed,plot,1,density,
1081,857,21,2008,,,7156,,,mixed,plot,5,density,
1082,850,29,2008,,,7156,,,mixed,plot,0,density,
1083,851,29,2008,,,7156,,,mixed,plot,6,density,
1084,852,29,2008,,,7156,,,mixed,plot,2,density,
1085,853,29,2008,,,7156,,,mixed,plot,1,density,
1086,854,29,2008,,,7156,,,mixed,plot,6,density,
1087,855,29,2008,,,7156,,,mixed,plot,1,density,
1088,856,29,2008,,,7156,,,mixed,plot,3,density,
1089,857,29,2008,,,7156,,,mixed,plot,3,density,
1090,858,21,2008,,,7156,,,mixed,plot,14,density,
1091,859,21,2008,,,7156,,,mixed,plot,20,density,
1092,860,21,2008,,,7156,,,mixed,plot,22,density,
1093,861,21,2008,,,7156,,,mixed,plot,25,density,
1094,862,21,2008,,,7156,,,mixed,plot,30,density,
1095,863,21,2008,,,7156,,,mixed,plot,21,density,
1096,864,21,2008,,,7156,,,mixed,plot,22,density,
1097,865,21,2008,,,7156,,,mixed,plot,25,density,
1098,858,29,2008,,,7156,,,mixed,plot,6,density,
1099,859,29,2008,,,7156,,,mixed,plot,12,density,
1100,860,29,2008,,,7156,,,mixed,plot,16,density,
1101,861,29,2008,,,7156,,,mixed,plot,15,density,
1102,862,29,2008,,,7156,,,mixed,plot,16,density,
1103,863,29,2008,,,7156,,,mixed,plot,12,density,
1104,864,29,2008,,,7156,,,mixed,plot,0,density,
1105,865,29,2008,,,7156,,,mixed,plot,19,density,
1106,866,17,2008,,,7156,,,mixed,plot,27,density,
1107,867,17,2008,,,7156,,,mixed,plot,6,density,
1108,868,17,2008,,,7156,,,mixed,plot,15,density,
1109,869,17,2008,,,7156,,,mixed,plot,4,density,
1110,870,17,2008,,,7156,,,mixed,plot,4,density,
1111,871,17,2008,,,7156,,,mixed,plot,9,density,
1112,872,17,2008,,,7156,,,mixed,plot,2,density,
1113,873,17,2008,,,7156,,,mixed,plot,17,density,
1114,866,25,2008,,,7156,,,mixed,plot,12,density,
1115,867,25,2008,,,7156,,,mixed,plot,2,density,
1116,868,25,2008,,,7156,,,mixed,plot,2,density,
1117,869,25,2008,,,7156,,,mixed,plot,2,density,
1118,870,25,2008,,,7156,,,mixed,plot,3,density,
1119,871,25,2008,,,7156,,,mixed,plot,9,density,
1120,872,25,2008,,,7156,,,mixed,plot,1,density,
1121,873,25,2008,,,7156,,,mixed,plot,8,density,
1122,874,17,2008,,,7156,,,mixed,plot,44,density,
1123,875,17,2008,,,7156,,,mixed,plot,42,density,
1124,876,17,2008,,,7156,,,mixed,plot,29,density,
1125,877,17,2008,,,7156,,,mixed,plot,15,density,
1126,878,17,2008,,,7156,,,mixed,plot,37,density,
1127,879,17,2008,,,7156,,,mixed,plot,38,density,
1128,880,17,2008,,,7156,,,mixed,plot,32,density,
1129,881,17,2008,,,7156,,,mixed,plot,25,density,
1130,874,25,2008,,,7156,,,mixed,plot,19,density,
1131,875,25,2008,,,7156,,,mixed,plot,21,density,
1132,876,25,2008,,,7156,,,mixed,plot,6,density,
1133,877,25,2008,,,7156,,,mixed,plot,8,density,
1134,878,25,2008,,,7156,,,mixed,plot,20,density,
1135,879,25,2008,,,7156,,,mixed,plot,18,density,
1136,880,25,2008,,,7156,,,mixed,plot,14,density,
1137,881,25,2008,,,7156,,,mixed,plot,4,density,
1138,882,17,2008,,,7156,,,mixed,plot,34,density,
1139,883,17,2008,,,7156,,,mixed,plot,28,density,
1140,884,17,2008,,,7156,,,mixed,plot,23,density,
1141,885,17,2008,,,7156,,,mixed,plot,28,density,
1142,886,17,2008,,,7156,,,mixed,plot,33,density,
1143,887,17,2008,,,7156,,,mixed,plot,24,density,
1144,888,17,2008,,,7156,,,mixed,plot,29,density,
1145,889,17,2008,,,7156,,,mixed,plot,17,density,
1146,882,25,2008,,,7156,,,mixed,plot,24,density,
1147,883,25,2008,,,7156,,,mixed,plot,4,density,
1148,884,25,2008,,,7156,,,mixed,plot,11,density,
1149,885,25,2008,,,7156,,,mixed,plot,3,density,
1150,886,25,2008,,,7156,,,mixed,plot,13,density,
1151,887,25,2008,,,7156,,,mixed,plot,9,density,
1152,888,25,2008,,,7156,,,mixed,plot,26,density,
1153,889,25,2008,,,7156,,,mixed,plot,11,density,
1154,890,17,2008,,,7156,,,mixed,plot,8,density,
1155,891,17,2008,,,7156,,,mixed,plot,3,density,
1156,892,17,2008,,,7156,,,mixed,plot,2,density,
1157,893,17,2008,,,7156,,,mixed,plot,2,density,
1158,894,17,2008,,,7156,,,mixed,plot,3,density,
1159,895,17,2008,,,7156,,,mixed,plot,6,density,
1160,896,17,2008,,,7156,,,mixed,plot,1,density,
1161,897,17,2008,,,7156,,,mixed,plot,8,density,
1162,890,25,2008,,,7156,,,mixed,plot,5,density,
1163,891,25,2008,,,7156,,,mixed,plot,4,density,
1164,892,25,2008,,,7156,,,mixed,plot,1,density,
1165,893,25,2008,,,7156,,,mixed,plot,1,density,
1166,894,25,2008,,,7156,,,mixed,plot,5,density,
1167,895,25,2008,,,7156,,,mixed,plot,6,density,
1168,896,25,2008,,,7156,,,mixed,plot,7,density,
1169,897,25,2008,,,7156,,,mixed,plot,11,density,
1170,898,17,2008,,,7156,,,mixed,plot,47,density,
1171,899,17,2008,,,7156,,,mixed,plot,22,density,
1172,900,17,2008,,,7156,,,mixed,plot,24,density,
1173,901,17,2008,,,7156,,,mixed,plot,32,density,
1174,902,17,2008,,,7156,,,mixed,plot,15,density,
1175,903,17,2008,,,7156,,,mixed,plot,32,density,
1176,904,17,2008,,,7156,,,mixed,plot,25,density,
1177,905,17,2008,,,7156,,,mixed,plot,18,density,
1178,898,25,2008,,,7156,,,mixed,plot,22,density,
1179,899,25,2008,,,7156,,,mixed,plot,8,density,
1180,900,25,2008,,,7156,,,mixed,plot,6,density,
1181,901,25,2008,,,7156,,,mixed,plot,11,density,
1182,902,25,2008,,,7156,,,mixed,plot,7,density,
1183,903,25,2008,,,7156,,,mixed,plot,14,density,
1184,904,25,2008,,,7156,,,mixed,plot,11,density,
1185,905,25,2008,,,7156,,,mixed,plot,2,density,
1186,906,17,2008,,,7156,,,mixed,plot,7,density,
1187,907,17,2008,,,7156,,,mixed,plot,5,density,
1188,908,17,2008,,,7156,,,mixed,plot,1,density,
1189,909,17,2008,,,7156,,,mixed,plot,20,density,
1190,910,17,2008,,,7156,,,mixed,plot,3,density,
1191,911,17,2008,,,7156,,,mixed,plot,5,density,
1192,912,17,2008,,,7156,,,mixed,plot,8,density,
1193,913,17,2008,,,7156,,,mixed,plot,4,density,
1194,906,25,2008,,,7156,,,mixed,plot,2,density,
1195,907,25,2008,,,7156,,,mixed,plot,4,density,
1196,908,25,2008,,,7156,,,mixed,plot,2,density,
1197,909,25,2008,,,7156,,,mixed,plot,5,density,
1198,910,25,2008,,,7156,,,mixed,plot,4,density,
1199,911,25,2008,,,7156,,,mixed,plot,7,density,
1200,912,25,2008,,,7156,,,mixed,plot,12,density,
1201,913,25,2008,,,7156,,,mixed,plot,9,density,
1202,914,12,2008,,,5317,,,native,species,264,density,
1203,915,12,2008,,,5317,,,native,species,335,density,
1204,916,12,2008,,,5317,,,native,species,243,density,
1205,917,12,2008,,,5573,,,native,species,129,density,
1206,918,12,2008,,,5573,,,native,species,92,density,
1207,919,12,2008,,,5573,,,native,species,92,density,
1208,920,12,2008,,,5583,,,native,species,65,density,
1209,921,12,2008,,,5583,,,native,species,69,density,
1210,922,12,2008,,,5583,,,native,species,54,density,
1211,914,24,2008,,,5317,,,native,species,169,density,
1212,915,24,2008,,,5317,,,native,species,262,density,
1213,916,24,2008,,,5317,,,native,species,123,density,
1214,917,24,2008,,,5573,,,native,species,98,density,
1215,918,24,2008,,,5573,,,native,species,56,density,
1216,919,24,2008,,,5573,,,native,species,45,density,
1217,920,24,2008,,,5583,,,native,species,40,density,
1218,921,24,2008,,,5583,,,native,species,52,density,
1219,922,24,2008,,,5583,,,native,species,36,density,
1220,914,76,2009,,,5317,,,native,species,142,density,
1221,915,76,2009,,,5317,,,native,species,197,density,
1222,916,76,2009,,,5317,,,native,species,74,density,
1223,917,76,2009,,,5573,,,native,species,65,density,
1224,918,76,2009,,,5573,,,native,species,45,density,
1225,919,76,2009,,,5573,,,native,species,34,density,
1226,920,76,2009,,,5583,,,native,species,32,density,
1227,921,76,2009,,,5583,,,native,species,39,density,
1228,922,76,2009,,,5583,,,native,species,23,density,
1229,923,12,2009,,,5317,,,native,species,32,density,
1230,924,12,2009,,,5317,,,native,species,70,density,
1231,925,12,2009,,,5317,,,native,species,99,density,
1232,926,12,2009,,,5573,,,native,species,59,density,
1233,927,12,2009,,,5573,,,native,species,126,density,
1234,928,12,2009,,,5573,,,native,species,111,density,
1235,929,12,2009,,,5583,,,native,species,23,density,
1236,930,12,2009,,,5583,,,native,species,16,density,
1237,931,12,2009,,,5583,,,native,species,20,density,
1238,923,24,2009,,,5317,,,native,species,31,density,
1239,924,24,2009,,,5317,,,native,species,45,density,
1240,925,24,2009,,,5317,,,native,species,33,density,
1241,926,24,2009,,,5573,,,native,species,55,density,
1242,927,24,2009,,,5573,,,native,species,110,density,
1243,928,24,2009,,,5573,,,native,species,94,density,
1244,929,24,2009,,,5583,,,native,species,20,density,
1245,930,24,2009,,,5583,,,native,species,15,density,
1246,931,24,2009,,,5583,,,native,species,20,density,
1247,923,76,2010,,,5317,,,native,species,20,density,
1248,924,76,2010,,,5317,,,native,species,21,density,
1249,925,76,2010,,,5317,,,native,species,12,density,
1250,926,76,2010,,,5573,,,native,species,19,density,
1251,927,76,2010,,,5573,,,native,species,24,density,
1252,928,76,2010,,,5573,,,native,species,13,density,
1253,929,76,2010,,,5583,,,native,species,8,density,
1254,930,76,2010,,,5583,,,native,species,4,density,
1255,931,76,2010,,,5583,,,native,species,4,density,
1256,932,12,2010,,,5317,,,native,species,240,density,
1257,933,12,2010,,,5317,,,native,species,209,density,
1258,934,12,2010,,,5317,,,native,species,84,density,
1259,935,12,2010,,,5573,,,native,species,27,density,
1260,936,12,2010,,,5573,,,native,species,13,density,
1261,937,12,2010,,,5573,,,native,species,10,density,
1262,938,12,2010,,,5583,,,native,species,120,density,
1263,939,12,2010,,,5583,,,native,species,21,density,
1264,940,12,2010,,,5583,,,native,species,80,density,
1265,932,24,2010,,,5317,,,native,species,137,density,
1266,933,24,2010,,,5317,,,native,species,161,density,
1267,934,24,2010,,,5317,,,native,species,48,density,
1268,935,24,2010,,,5573,,,native,species,7,density,
1269,936,24,2010,,,5573,,,native,species,1,density,
1270,937,24,2010,,,5573,,,native,species,2,density,
1271,938,24,2010,,,5583,,,native,species,30,density,
1272,939,24,2010,,,5583,,,native,species,9,density,
1273,940,24,2010,,,5583,,,native,species,27,density,
1274,932,76,2011,,,5317,,,native,species,130,density,
1275,933,76,2011,,,5317,,,native,species,151,density,
1276,934,76,2011,,,5317,,,native,species,46,density,
1277,935,76,2011,,,5573,,,native,species,5,density,
1278,936,76,2011,,,5573,,,native,species,0,density,
1279,937,76,2011,,,5573,,,native,species,1,density,
1280,938,76,2011,,,5583,,,native,species,26,density,
1281,939,76,2011,,,5583,,,native,species,7,density,
1282,940,76,2011,,,5583,,,native,species,25,density,
1283,941,884,2012,6,,465,,,native,species,0,density,
1284,941,884,2012,6,,484,,,native,species,0,density,
1285,941,884,2012,6,,1686,,,native,species,0,density,
1286,941,884,2012,6,,1687,,,native,species,0,density,
1287,941,884,2012,6,,712,,,native,species,0,density,
1288,941,884,2012,6,,1741,,,native,species,0,density,
1289,942,884,2012,6,,465,,,native,species,0,density,
1290,942,884,2012,6,,484,,,native,species,0,density,
1291,942,884,2012,6,,1686,,,native,species,0,density,
1292,942,884,2012,6,,1687,,,native,species,0,density,
1293,942,884,2012,6,,712,,,native,species,0,density,
1294,942,884,2012,6,,1741,,,native,species,0,density,
1295,943,884,2012,6,,465,,,native,species,0,density,
1296,943,884,2012,6,,484,,,native,species,0.99999993262,density,
1297,943,884,2012,6,,1686,,,native,species,0,density,
1298,943,884,2012,6,,1687,,,native,species,0,density,
1299,943,884,2012,6,,712,,,native,species,0,density,
1300,943,884,2012,6,,1741,,,native,species,0,density,
1301,944,468,2012,6,,465,,,native,species,0,density,
1302,944,468,2012,6,,484,,,native,species,5.00000008354,density,
1303,944,468,2012,6,,1686,,,native,species,0,density,
1304,944,468,2012,6,,1687,,,native,species,0,density,
1305,944,468,2012,6,,712,,,native,species,0.99999993262,density,
1306,944,468,2012,6,,1741,,,native,species,9.00000002424,density,
1307,945,468,2012,6,,465,,,native,species,0,density,
1308,945,468,2012,6,,484,,,native,species,34.0000000215,density,
1309,945,468,2012,6,,1686,,,native,species,0,density,
1310,945,468,2012,6,,1687,,,native,species,0,density,
1311,945,468,2012,6,,712,,,native,species,0.99999993262,density,
1312,945,468,2012,6,,1741,,,native,species,24.00000006464,density,
1313,946,468,2012,6,,465,,,native,species,0,density,
1314,946,468,2012,6,,484,,,native,species,3.9999999407,density,
1315,946,468,2012,6,,1686,,,native,species,0,density,
1316,946,468,2012,6,,1687,,,native,species,0,density,
1317,946,468,2012,6,,712,,,native,species,0,density,
1318,946,468,2012,6,,1741,,,native,species,5.00000008354,density,
1319,947,624,2012,6,,465,,,native,species,0,density,
1320,947,624,2012,6,,484,,,native,species,0,density,
1321,947,624,2012,6,,1686,,,native,species,0,density,
1322,947,624,2012,6,,1687,,,native,species,0,density,
1323,947,624,2012,6,,712,,,native,species,0,density,
1324,947,624,2012,6,,1741,,,native,species,0,density,
1325,948,624,2012,6,,465,,,native,species,0,density,
1326,948,624,2012,6,,484,,,native,species,0,density,
1327,948,624,2012,6,,1686,,,native,species,3.00000000808,density,
1328,948,624,2012,6,,1687,,,native,species,0,density,
1329,948,624,2012,6,,712,,,native,species,0,density,
1330,948,624,2012,6,,1741,,,native,species,0,density,
1331,949,624,2012,6,,465,,,native,species,0,density,
1332,949,624,2012,6,,484,,,native,species,0,density,
1333,949,624,2012,6,,1686,,,native,species,3.00000000808,density,
1334,949,624,2012,6,,1687,,,native,species,0,density,
1335,949,624,2012,6,,712,,,native,species,0,density,
1336,949,624,2012,6,,1741,,,native,species,0,density,
1337,950,624,2012,6,,465,,,native,species,0,density,
1338,950,624,2012,6,,484,,,native,species,0.99999993262,density,
1339,950,624,2012,6,,1686,,,native,species,0.99999993262,density,
1340,950,624,2012,6,,1687,,,native,species,0,density,
1341,950,624,2012,6,,712,,,native,species,0,density,
1342,950,624,2012,6,,1741,,,native,species,2.00000007546,density,
1343,951,624,2012,6,,465,,,native,species,0,density,
1344,951,624,2012,6,,484,,,native,species,0,density,
1345,951,624,2012,6,,1686,,,native,species,0.99999993262,density,
1346,951,624,2012,6,,1687,,,native,species,0,density,
1347,951,624,2012,6,,712,,,native,species,0,density,
1348,951,624,2012,6,,1741,,,native,species,3.9999999407,density,
1349,952,624,2012,6,,465,,,native,species,0,density,
1350,952,624,2012,6,,484,,,native,species,3.00000000808,density,
1351,952,624,2012,6,,1686,,,native,species,0.99999993262,density,
1352,952,624,2012,6,,1687,,,native,species,0,density,
1353,952,624,2012,6,,712,,,native,species,0,density,
1354,952,624,2012,6,,1741,,,native,species,0.99999993262,density,
1355,953,624,2012,6,,465,,,native,species,0.99999993262,density,
1356,953,624,2012,6,,484,,,native,species,0,density,
1357,953,624,2012,6,,1686,,,native,species,9.00000002424,density,
1358,953,624,2012,6,,1687,,,native,species,18.00000004848,density,
1359,953,624,2012,6,,712,,,native,species,2.00000007546,density,
1360,953,624,2012,6,,1741,,,native,species,3.00000000808,density,
1361,954,624,2012,6,,465,,,native,species,0,density,
1362,954,624,2012,6,,484,,,native,species,0,density,
1363,954,624,2012,6,,1686,,,native,species,0,density,
1364,954,624,2012,6,,1687,,,native,species,0,density,
1365,954,624,2012,6,,712,,,native,species,0,density,
1366,954,624,2012,6,,1741,,,native,species,3.00000000808,density,
1367,955,624,2012,6,,465,,,native,species,0,density,
1368,955,624,2012,6,,484,,,native,species,0,density,
1369,955,624,2012,6,,1686,,,native,species,0,density,
1370,955,624,2012,6,,1687,,,native,species,0,density,
1371,955,624,2012,6,,712,,,native,species,16.999999905640003,density,
1372,955,624,2012,6,,1741,,,native,species,0.99999993262,density,
1373,956,624,2012,6,,465,,,native,species,0,density,
1374,956,624,2012,6,,484,,,native,species,0,density,
1375,956,624,2012,6,,1686,,,native,species,0,density,
1376,956,624,2012,6,,1687,,,native,species,0,density,
1377,956,624,2012,6,,712,,,native,species,0,density,
1378,956,624,2012,6,,1741,,,native,species,0,density,
1379,957,624,2012,6,,465,,,native,species,0,density,
1380,957,624,2012,6,,484,,,native,species,0,density,
1381,957,624,2012,6,,1686,,,native,species,0,density,
1382,957,624,2012,6,,1687,,,native,species,0,density,
1383,957,624,2012,6,,712,,,native,species,0,density,
1384,957,624,2012,6,,1741,,,native,species,0,density,
1385,958,624,2012,6,,465,,,native,species,0,density,
1386,958,624,2012,6,,484,,,native,species,0,density,
1387,958,624,2012,6,,1686,,,native,species,0,density,
1388,958,624,2012,6,,1687,,,native,species,0,density,
1389,958,624,2012,6,,712,,,native,species,0,density,
1390,958,624,2012,6,,1741,,,native,species,0,density,
1391,959,624,2012,6,,465,,,native,species,0,density,
1392,959,624,2012,6,,484,,,native,species,39.00000010504,density,
1393,959,624,2012,6,,1686,,,native,species,0,density,
1394,959,624,2012,6,,1687,,,native,species,0,density,
1395,959,624,2012,6,,712,,,native,species,0,density,
1396,959,624,2012,6,,1741,,,native,species,2.00000007546,density,
1397,960,624,2012,6,,465,,,native,species,0.99999993262,density,
