seedingid,treatmentid,mix,speciesid,cultivarid,type,rate,unit,viability,origin,source,seed_distance,seed_mixid,notes
829,244,known,484,,seeding,58,seeds/m2,PLS,native,,,92,
830,244,known,1102,,seeding,90,seeds/m2,PLS,native,,,92,
831,244,known,1686,,seeding,47,seeds/m2,PLS,native,,,92,
832,244,known,1741,,seeding,9,seeds/m2,PLS,native,,,92,
833,244,known,2640,,seeding,10,seeds/m2,PLS,native,,,92,
834,244,known,2861,,seeding,91,seeds/m2,PLS,exotic,,,92,
835,244,known,2887,,seeding,11,seeds/m2,PLS,exotic,,,92,
836,244,known,5415,,seeding,59,seeds/m2,PLS,native,,,92,
837,244,known,5416,,seeding,136,seeds/m2,PLS,native,,,92,
838,244,known,5577,,seeding,22,seeds/m2,PLS,native,,,92,
839,244,known,5582,,seeding,153,seeds/m2,PLS,native,,,92,
840,244,known,5583,,seeding,31,seeds/m2,PLS,native,,,92,
841,244,known,5585,,seeding,48,seeds/m2,PLS,native,,,92,
842,244,known,5698,,seeding,109,seeds/m2,PLS,native,,,92,
843,244,known,5763,,seeding,139,seeds/m2,PLS,native,,,92,
844,244,known,5765,,seeding,29,seeds/m2,PLS,native,,,92,
845,244,known,5901,,seeding,101,seeds/m2,PLS,native,,,92,
846,244,known,5952,,seeding,30,seeds/m2,PLS,native,,,92,
847,245,known,387,,seeding,80,seeds/m2,PLS,native,,,93,
848,245,known,484,,seeding,58,seeds/m2,PLS,native,,,93,
849,245,known,1102,,seeding,5,seeds/m2,PLS,native,,,93,
850,245,known,1686,,seeding,13,seeds/m2,PLS,native,,,93,
851,245,known,1741,,seeding,9,seeds/m2,PLS,native,,,93,
852,245,known,2640,,seeding,10,seeds/m2,PLS,native,,,93,
853,245,known,2887,,seeding,11,seeds/m2,PLS,exotic,,,93,
854,245,known,5415,,seeding,59,seeds/m2,PLS,native,,,93,
855,245,known,5416,,seeding,136,seeds/m2,PLS,native,,,93,
856,245,known,5582,,seeding,78,seeds/m2,PLS,native,,,93,
857,245,known,5583,,seeding,17,seeds/m2,PLS,native,,,93,
858,245,known,5585,,seeding,48,seeds/m2,PLS,native,,,93,
859,245,known,5698,,seeding,6,seeds/m2,PLS,native,,,93,
860,245,known,5763,,seeding,40,seeds/m2,PLS,native,,,93,
861,245,known,5901,,seeding,101,seeds/m2,PLS,native,,,93,
862,245,known,5952,,seeding,30,seeds/m2,PLS,native,,,93,
863,246,known,387,,seeding,80,seeds/m2,PLS,native,,,94,
864,246,known,484,,seeding,58,seeds/m2,PLS,native,,,94,
865,246,known,1102,,seeding,5,seeds/m2,PLS,native,,,94,
866,246,known,1686,,seeding,13,seeds/m2,PLS,native,,,94,
867,246,known,1741,,seeding,9,seeds/m2,PLS,native,,,94,
868,246,known,2640,,seeding,10,seeds/m2,PLS,native,,,94,
869,246,known,2887,,seeding,11,seeds/m2,PLS,exotic,,,94,
870,246,known,5415,,seeding,59,seeds/m2,PLS,native,,,94,
871,246,known,5416,,seeding,136,seeds/m2,PLS,native,,,94,
872,246,known,5582,,seeding,78,seeds/m2,PLS,native,,,94,
873,246,known,5583,,seeding,17,seeds/m2,PLS,native,,,94,
874,246,known,5585,,seeding,48,seeds/m2,PLS,native,,,94,
875,246,known,5698,,seeding,6,seeds/m2,PLS,native,,,94,
876,246,known,5763,,seeding,40,seeds/m2,PLS,native,,,94,
877,246,known,5901,,seeding,101,seeds/m2,PLS,native,,,94,
878,246,known,5952,,seeding,30,seeds/m2,PLS,native,,,94,
879,247,known,387,,seeding,315,seeds/m2,PLS,native,,,95,
880,247,known,457,,seeding,11,seeds/m2,PLS,native,,,95,
881,247,known,465,,seeding,141,seeds/m2,PLS,native,,,95,
882,247,known,469,,seeding,1121,seeds/m2,PLS,exotic,,,95,
883,247,known,484,,seeding,1385,seeds/m2,PLS,native,,,95,
884,247,known,712,,seeding,93,seeds/m2,PLS,native,,,95,
885,247,known,1741,,seeding,20,seeds/m2,PLS,native,,,95,
886,247,known,2041,,seeding,36,seeds/m2,PLS,native,,,95,
887,247,known,3082,,seeding,3,seeds/m2,PLS,exotic,,,95,
888,247,known,5415,,seeding,58,seeds/m2,PLS,native,,,95,
889,247,known,5568,,seeding,37,seeds/m2,PLS,native,,,95,
890,247,known,5582,,seeding,214,seeds/m2,PLS,native,,,95,
891,247,known,5585,,seeding,134,seeds/m2,PLS,native,,,95,
892,247,known,5707,,seeding,83,seeds/m2,PLS,native,,,95,
893,247,known,5763,,seeding,138,seeds/m2,PLS,native,,,95,
894,247,known,5801,,seeding,112,seeds/m2,PLS,native,,,95,
895,247,known,5881,,seeding,110,seeds/m2,PLS,native,,,95,
896,248,known,387,,seeding,429,seeds/m2,PLS,native,,,96,
897,248,known,465,,seeding,1750,seeds/m2,PLS,native,,,96,
898,248,known,484,,seeding,1384,seeds/m2,PLS,native,,,96,
899,248,known,712,,seeding,93,seeds/m2,PLS,native,,,96,
900,248,known,1686,,seeding,30,seeds/m2,PLS,native,,,96,
901,248,known,1741,,seeding,20,seeds/m2,PLS,native,,,96,
902,248,known,2640,,seeding,70,seeds/m2,PLS,native,,,96,
903,248,known,3010,,seeding,1,seeds/m2,PLS,native,,,96,
904,248,known,4575,,seeding,8,seeds/m2,PLS,native,,,96,
905,248,known,5415,,seeding,58,seeds/m2,PLS,native,,,96,
906,248,known,5416,,seeding,86,seeds/m2,PLS,native,,,96,
907,248,known,5573,,seeding,30,seeds/m2,PLS,native,,,96,
908,248,known,5577,,seeding,33,seeds/m2,PLS,native,,,96,
909,248,known,5582,,seeding,171,seeds/m2,PLS,native,,,96,
910,248,known,5583,,seeding,69,seeds/m2,PLS,native,,,96,
911,248,known,5585,,seeding,50,seeds/m2,PLS,native,,,96,
912,248,known,5763,,seeding,79,seeds/m2,PLS,native,,,96,
913,248,known,5901,,seeding,86,seeds/m2,PLS,native,,,96,
914,248,known,5952,,seeding,49,seeds/m2,PLS,native,,,96,
915,248,known,6517,,seeding,4,seeds/m2,PLS,native,,,96,
916,249,known,387,,seeding,142,seeds/m2,PLS,native,,,97,
917,249,known,465,,seeding,349,seeds/m2,PLS,native,,,97,
918,249,known,484,,seeding,86,seeds/m2,PLS,native,,,97,
919,249,known,3010,,seeding,1,seeds/m2,PLS,native,,,97,
920,249,known,4575,,seeding,8,seeds/m2,PLS,native,,,97,
921,249,known,5415,,seeding,58,seeds/m2,PLS,native,,,97,
922,249,known,5416,,seeding,86,seeds/m2,PLS,native,,,97,
923,249,known,5573,,seeding,30,seeds/m2,PLS,native,,,97,
924,249,known,5582,,seeding,85,seeds/m2,PLS,native,,,97,
925,249,known,5583,,seeding,28,seeds/m2,PLS,native,,,97,
926,249,known,5901,,seeding,86,seeds/m2,PLS,native,,,97,
927,249,known,5952,,seeding,49,seeds/m2,PLS,native,,,97,
928,249,known,6517,,seeding,4,seeds/m2,PLS,native,,,97,
929,250,known,387,,seeding,429,seeds/m2,PLS,native,,,98,
930,250,known,465,,seeding,1750,seeds/m2,PLS,native,,,98,
931,250,known,484,,seeding,1384,seeds/m2,PLS,native,,,98,
932,250,known,712,,seeding,93,seeds/m2,PLS,native,,,98,
933,250,known,1686,,seeding,30,seeds/m2,PLS,native,,,98,
934,250,known,1741,,seeding,20,seeds/m2,PLS,native,,,98,
935,250,known,2640,,seeding,70,seeds/m2,PLS,native,,,98,
936,250,known,3010,,seeding,1,seeds/m2,PLS,native,,,98,
937,250,known,4575,,seeding,8,seeds/m2,PLS,native,,,98,
938,250,known,5415,,seeding,58,seeds/m2,PLS,native,,,98,
939,250,known,5416,,seeding,86,seeds/m2,PLS,native,,,98,
940,250,known,5573,,seeding,30,seeds/m2,PLS,native,,,98,
941,250,known,5577,,seeding,33,seeds/m2,PLS,native,,,98,
942,250,known,5582,,seeding,171,seeds/m2,PLS,native,,,98,
943,250,known,5583,,seeding,69,seeds/m2,PLS,native,,,98,
944,250,known,5585,,seeding,50,seeds/m2,PLS,native,,,98,
945,250,known,5763,,seeding,79,seeds/m2,PLS,native,,,98,
946,250,known,5901,,seeding,86,seeds/m2,PLS,native,,,98,
947,250,known,5952,,seeding,49,seeds/m2,PLS,native,,,98,
948,250,known,6517,,seeding,4,seeds/m2,PLS,native,,,98,
949,251,known,387,,seeding,401,seeds/m2,PLS,native,,,99,
950,251,known,465,,seeding,1401,seeds/m2,PLS,native,,,99,
951,251,known,484,,seeding,1385,seeds/m2,PLS,native,,,99,
952,251,known,712,,seeding,93,seeds/m2,PLS,native,,,99,
953,251,known,1686,,seeding,39,seeds/m2,PLS,native,,,99,
954,251,known,1741,,seeding,31,seeds/m2,PLS,native,,,99,
955,251,known,2640,,seeding,77,seeds/m2,PLS,native,,,99,
956,251,known,2887,,seeding,12,seeds/m2,PLS,exotic,,,99,
957,251,known,5415,,seeding,23,seeds/m2,PLS,native,,,99,
958,251,known,5416,,seeding,17,seeds/m2,PLS,native,,,99,
959,251,known,5577,,seeding,33,seeds/m2,PLS,native,,,99,
960,251,known,5582,,seeding,171,seeds/m2,PLS,native,,,99,
961,251,known,5583,,seeding,69,seeds/m2,PLS,native,,,99,
962,251,known,5585,,seeding,100,seeds/m2,PLS,native,,,99,
963,251,known,5763,,seeding,118,seeds/m2,PLS,native,,,99,
964,251,known,5952,,seeding,25,seeds/m2,PLS,native,,,99,
965,252,known,387,,seeding,114,seeds/m2,PLS,native,,,100,
966,252,known,484,,seeding,87,seeds/m2,PLS,native,,,100,
967,252,known,1686,,seeding,10,seeds/m2,PLS,native,,,100,
968,252,known,1741,,seeding,10,seeds/m2,PLS,native,,,100,
969,252,known,2640,,seeding,7,seeds/m2,PLS,native,,,100,
970,252,known,2887,,seeding,12,seeds/m2,PLS,exotic,,,100,
971,252,known,5415,,seeding,23,seeds/m2,PLS,native,,,100,
972,252,known,5416,,seeding,17,seeds/m2,PLS,native,,,100,
973,252,known,5582,,seeding,86,seeds/m2,PLS,native,,,100,
974,252,known,5583,,seeding,28,seeds/m2,PLS,native,,,100,
975,252,known,5585,,seeding,50,seeds/m2,PLS,native,,,100,
976,252,known,5763,,seeding,39,seeds/m2,PLS,native,,,100,
977,252,known,5952,,seeding,25,seeds/m2,PLS,native,,,100,
978,253,known,276,,seeding,6,seeds/m2,PLS,native,,,101,
979,253,known,387,,seeding,114,seeds/m2,PLS,native,,,101,
980,253,known,484,,seeding,303,seeds/m2,PLS,native,,,101,
981,253,known,712,,seeding,140,seeds/m2,PLS,native,,,101,
982,253,known,1686,,seeding,59,seeds/m2,PLS,native,,,101,
983,253,known,1741,,seeding,10,seeds/m2,PLS,native,,,101,
984,253,known,2041,,seeding,91,seeds/m2,PLS,native,,,101,
985,253,known,2640,,seeding,147,seeds/m2,PLS,native,,,101,
986,253,known,2887,,seeding,12,seeds/m2,PLS,exotic,,,101,
987,253,known,4575,,seeding,68,seeds/m2,PLS,native,,,101,
988,253,known,5415,,seeding,23,seeds/m2,PLS,native,,,101,
989,253,known,5416,,seeding,147,seeds/m2,PLS,native,,,101,
990,253,known,5577,,seeding,33,seeds/m2,PLS,native,,,101,
991,253,known,5582,,seeding,235,seeds/m2,PLS,native,,,101,
992,253,known,5583,,seeding,125,seeds/m2,PLS,native,,,101,
993,253,known,5585,,seeding,100,seeds/m2,PLS,native,,,101,
994,253,known,5763,,seeding,157,seeds/m2,PLS,native,,,101,
995,253,known,5765,,seeding,48,seeds/m2,PLS,native,,,101,
996,253,known,5801,,seeding,86,seeds/m2,PLS,native,,,101,
997,253,known,5938,,seeding,1121,seeds/m2,PLS,native,,,101,
998,253,known,5952,,seeding,25,seeds/m2,PLS,native,,,101,
999,253,known,6282,,seeding,30,seeds/m2,PLS,native,,,101,
1000,254,known,387,,seeding,94,seeds/m2,PLS,native,,,102,
1001,254,known,465,,seeding,204,seeds/m2,PLS,native,,,102,
1002,254,known,469,,seeding,4,seeds/m2,PLS,exotic,,,102,
1003,254,known,484,,seeding,56,seeds/m2,PLS,native,,,102,
1004,254,known,689,,seeding,0,seeds/m2,PLS,native,,,102,
1005,254,known,3010,,seeding,1,seeds/m2,PLS,native,,,102,
1006,254,known,4575,,seeding,7,seeds/m2,PLS,native,,,102,
1007,254,known,5415,,seeding,68,seeds/m2,PLS,native,,,102,
1008,254,known,5416,,seeding,243,seeds/m2,PLS,native,,,102,
1009,254,known,5573,,seeding,17,seeds/m2,PLS,native,,,102,
1010,254,known,5582,,seeding,83,seeds/m2,PLS,native,,,102,
1011,254,known,5583,,seeding,34,seeds/m2,PLS,native,,,102,
1012,254,known,5763,,seeding,21,seeds/m2,PLS,native,,,102,
1013,254,known,5901,,seeding,128,seeds/m2,PLS,native,,,102,
1014,254,known,5952,,seeding,48,seeds/m2,PLS,native,,,102,
1015,254,known,6517,,seeding,3,seeds/m2,PLS,native,,,102,
1016,255,known,387,,seeding,80,seeds/m2,PLS,native,,,103,
1017,255,known,484,,seeding,58,seeds/m2,PLS,native,,,103,
1018,255,known,1102,,seeding,5,seeds/m2,PLS,native,,,103,
1019,255,known,1686,,seeding,13,seeds/m2,PLS,native,,,103,
1020,255,known,1741,,seeding,9,seeds/m2,PLS,native,,,103,
1021,255,known,2640,,seeding,10,seeds/m2,PLS,native,,,103,
1022,255,known,2887,,seeding,11,seeds/m2,PLS,exotic,,,103,
1023,255,known,5415,,seeding,59,seeds/m2,PLS,native,,,103,
1024,255,known,5416,,seeding,136,seeds/m2,PLS,native,,,103,
1025,255,known,5582,,seeding,78,seeds/m2,PLS,native,,,103,
1026,255,known,5583,,seeding,17,seeds/m2,PLS,native,,,103,
1027,255,known,5585,,seeding,48,seeds/m2,PLS,native,,,103,
1028,255,known,5698,,seeding,6,seeds/m2,PLS,native,,,103,
1029,255,known,5763,,seeding,40,seeds/m2,PLS,native,,,103,
1030,255,known,5901,,seeding,101,seeds/m2,PLS,native,,,103,
1031,255,known,5952,,seeding,30,seeds/m2,PLS,native,,,103,
1032,256,known,387,,seeding,80,seeds/m2,PLS,native,,,104,
1033,256,known,484,,seeding,58,seeds/m2,PLS,native,,,104,
1034,256,known,1102,,seeding,5,seeds/m2,PLS,native,,,104,
1035,256,known,1686,,seeding,13,seeds/m2,PLS,native,,,104,
1036,256,known,1741,,seeding,9,seeds/m2,PLS,native,,,104,
1037,256,known,2640,,seeding,10,seeds/m2,PLS,native,,,104,
1038,256,known,2887,,seeding,11,seeds/m2,PLS,exotic,,,104,
1039,256,known,5415,,seeding,59,seeds/m2,PLS,native,,,104,
1040,256,known,5416,,seeding,136,seeds/m2,PLS,native,,,104,
1041,256,known,5582,,seeding,78,seeds/m2,PLS,native,,,104,
1042,256,known,5583,,seeding,17,seeds/m2,PLS,native,,,104,
1043,256,known,5585,,seeding,48,seeds/m2,PLS,native,,,104,
1044,256,known,5698,,seeding,6,seeds/m2,PLS,native,,,104,
1045,256,known,5763,,seeding,40,seeds/m2,PLS,native,,,104,
1046,256,known,5901,,seeding,101,seeds/m2,PLS,native,,,104,
1047,256,known,5952,,seeding,30,seeds/m2,PLS,native,,,104,
1048,257,known,387,,seeding,144,seeds/m2,PLS,native,,,105,
1049,257,known,457,,seeding,11,seeds/m2,PLS,native,,,105,
1050,257,known,465,,seeding,141,seeds/m2,PLS,native,,,105,
1051,257,known,469,,seeding,102,seeds/m2,PLS,exotic,,,105,
1052,257,known,484,,seeding,87,seeds/m2,PLS,native,,,105,
1053,257,known,5415,,seeding,58,seeds/m2,PLS,native,,,105,
1054,257,known,5582,,seeding,129,seeds/m2,PLS,native,,,105,
1055,257,known,5585,,seeding,101,seeds/m2,PLS,native,,,105,
1056,257,known,5763,,seeding,59,seeds/m2,PLS,native,,,105,
1057,257,known,5881,,seeding,110,seeds/m2,PLS,native,,,105,
1058,258,known,387,,seeding,401,seeds/m2,PLS,native,,,106,
1059,258,known,469,,seeding,1019,seeds/m2,PLS,exotic,,,106,
1060,258,known,484,,seeding,1384,seeds/m2,PLS,native,,,106,
1061,258,known,712,,seeding,93,seeds/m2,PLS,native,,,106,
1062,258,known,1686,,seeding,39,seeds/m2,PLS,native,,,106,
1063,258,known,1741,,seeding,31,seeds/m2,PLS,native,,,106,
1064,258,known,2640,,seeding,77,seeds/m2,PLS,native,,,106,
1065,258,known,2887,,seeding,12,seeds/m2,PLS,exotic,,,106,
1066,258,known,5415,,seeding,23,seeds/m2,PLS,native,,,106,
1067,258,known,5416,,seeding,17,seeds/m2,PLS,native,,,106,
1068,258,known,5577,,seeding,33,seeds/m2,PLS,native,,,106,
1069,258,known,5582,,seeding,171,seeds/m2,PLS,native,,,106,
1070,258,known,5583,,seeding,69,seeds/m2,PLS,native,,,106,
1071,258,known,5585,,seeding,100,seeds/m2,PLS,native,,,106,
1072,258,known,5763,,seeding,118,seeds/m2,PLS,native,,,106,
1073,258,known,5952,,seeding,25,seeds/m2,PLS,native,,,106,
1074,259,known,387,,seeding,114,seeds/m2,PLS,native,,,107,
1075,259,known,484,,seeding,87,seeds/m2,PLS,native,,,107,
1076,259,known,1686,,seeding,10,seeds/m2,PLS,native,,,107,
1077,259,known,1741,,seeding,10,seeds/m2,PLS,native,,,107,
1078,259,known,2640,,seeding,7,seeds/m2,PLS,native,,,107,
1079,259,known,2887,,seeding,12,seeds/m2,PLS,exotic,,,107,
1080,259,known,5415,,seeding,23,seeds/m2,PLS,native,,,107,
1081,259,known,5416,,seeding,17,seeds/m2,PLS,native,,,107,
1082,259,known,5582,,seeding,86,seeds/m2,PLS,native,,,107,
1083,259,known,5583,,seeding,28,seeds/m2,PLS,native,,,107,
1084,259,known,5585,,seeding,50,seeds/m2,PLS,native,,,107,
1085,259,known,5763,,seeding,39,seeds/m2,PLS,native,,,107,
1086,259,known,5952,,seeding,25,seeds/m2,PLS,native,,,107,
1087,260,known,387,,seeding,23,seeds/m2,PLS,native,,,108,
1088,260,known,484,,seeding,13,seeds/m2,PLS,native,,,108,
1089,260,known,1102,,seeding,12,seeds/m2,PLS,native,,,108,
1090,260,known,1686,,seeding,16,seeds/m2,PLS,native,,,108,
1091,260,known,1741,,seeding,7,seeds/m2,PLS,native,,,108,
1092,260,known,2640,,seeding,14,seeds/m2,PLS,native,,,108,
1093,260,known,2887,,seeding,9,seeds/m2,PLS,exotic,,,108,
1094,260,known,5415,,seeding,105,seeds/m2,PLS,native,,,108,
1095,260,known,5416,,seeding,295,seeds/m2,PLS,native,,,108,
1096,260,known,5582,,seeding,61,seeds/m2,PLS,native,,,108,
1097,260,known,5585,,seeding,41,seeds/m2,PLS,native,,,108,
1098,260,known,5698,,seeding,14,seeds/m2,PLS,native,,,108,
1099,260,known,5763,,seeding,38,seeds/m2,PLS,native,,,108,
1100,260,known,5901,,seeding,237,seeds/m2,PLS,native,,,108,
1101,260,known,5952,,seeding,35,seeds/m2,PLS,native,,,108,
1102,261,unknown,,,seeding,,,,,,,109,Source rate value: unknown
1103,262,known,469,,seeding,306,seeds/m2,PLS,exotic,,,110,
1104,262,known,484,,seeding,866,seeds/m2,PLS,native,,,110,
1105,262,known,712,,seeding,70,seeds/m2,PLS,native,,,110,
1106,262,known,1741,,seeding,20,seeds/m2,PLS,native,,,110,
1107,262,known,5577,,seeding,65,seeds/m2,PLS,native,,,110,
1108,262,known,5582,,seeding,128,seeds/m2,PLS,native,,,110,
1109,262,known,5583,,seeding,55,seeds/m2,PLS,native,,,110,
1110,262,known,5644,,seeding,467,seeds/m2,PLS,exotic,,,110,
1111,262,known,5698,,seeding,83,seeds/m2,PLS,native,,,110,
1112,262,known,5763,,seeding,118,seeds/m2,PLS,native,,,110,
1113,262,known,5765,,seeding,64,seeds/m2,PLS,native,,,110,
1114,262,known,5801,,seeding,194,seeds/m2,PLS,native,,,110,
1115,262,known,5901,,seeding,216,seeds/m2,PLS,native,,,110,
1116,262,known,5952,,seeding,17,seeds/m2,PLS,native,,,110,
1117,263,known,387,,seeding,406,seeds/m2,PLS,native,,,111,
1118,263,known,484,,seeding,512,seeds/m2,PLS,native,,,111,
1119,263,known,1102,,seeding,67,seeds/m2,PLS,native,,,111,
1120,263,known,1686,,seeding,47,seeds/m2,PLS,native,,,111,
1121,263,known,1741,,seeding,48,seeds/m2,PLS,native,,,111,
1122,263,known,2640,,seeding,41,seeds/m2,PLS,native,,,111,
1123,263,known,4276,,seeding,57,seeds/m2,PLS,exotic,,,111,
1124,263,known,4575,,seeding,27,seeds/m2,PLS,native,,,111,
1125,263,known,5415,,seeding,138,seeds/m2,PLS,native,,,111,
1126,263,known,5577,,seeding,111,seeds/m2,PLS,native,,,111,
1127,263,known,5582,,seeding,219,seeds/m2,PLS,native,,,111,
1128,263,known,5583,,seeding,11,seeds/m2,PLS,native,,,111,
1129,263,known,5644,,seeding,661,seeds/m2,PLS,exotic,,,111,
1130,263,known,5698,,seeding,341,seeds/m2,PLS,native,,,111,
1131,263,known,5707,,seeding,131,seeds/m2,PLS,native,,,111,
1132,263,known,5763,,seeding,201,seeds/m2,PLS,native,,,111,
1133,263,known,5765,,seeding,125,seeds/m2,PLS,native,,,111,
1134,263,known,5801,,seeding,204,seeds/m2,PLS,native,,,111,
1135,263,known,5952,,seeding,88,seeds/m2,PLS,native,,,111,
1136,264,known,387,,seeding,368,seeds/m2,PLS,native,,,112,
1137,264,known,457,,seeding,9,seeds/m2,PLS,native,,,112,
1138,264,known,465,,seeding,65,seeds/m2,PLS,native,,,112,
1139,264,known,469,,seeding,107,seeds/m2,PLS,exotic,,,112,
1140,264,known,484,,seeding,1338,seeds/m2,PLS,native,,,112,
1141,264,known,712,,seeding,93,seeds/m2,PLS,native,,,112,
1142,264,known,1686,,seeding,30,seeds/m2,PLS,native,,,112,
1143,264,known,1741,,seeding,20,seeds/m2,PLS,native,,,112,
1144,264,known,2174,,seeding,8,seeds/m2,PLS,native,,,112,
1145,264,known,2640,,seeding,63,seeds/m2,PLS,native,,,112,
1146,264,known,5415,,seeding,59,seeds/m2,PLS,native,,,112,
1147,264,known,5568,,seeding,29,seeds/m2,PLS,native,,,112,
1148,264,known,5577,,seeding,33,seeds/m2,PLS,native,,,112,
1149,264,known,5582,,seeding,206,seeds/m2,PLS,native,,,112,
1150,264,known,5583,,seeding,42,seeds/m2,PLS,native,,,112,
1151,264,known,5585,,seeding,97,seeds/m2,PLS,native,,,112,
1152,264,known,5698,,seeding,14,seeds/m2,PLS,native,,,112,
1153,264,known,5763,,seeding,106,seeds/m2,PLS,native,,,112,
1154,264,known,5881,,seeding,40,seeds/m2,PLS,native,,,112,
1155,264,known,5881,,seeding,51,seeds/m2,PLS,native,,,112,
1156,264,known,6402,,seeding,7,seeds/m2,PLS,native,,,112,
1157,265,known,387,,seeding,270,seeds/m2,PLS,native,,,113,
1158,265,known,484,,seeding,340,seeds/m2,PLS,native,,,113,
1159,265,known,1686,,seeding,31,seeds/m2,PLS,native,,,113,
1160,265,known,1741,,seeding,32,seeds/m2,PLS,native,,,113,
1161,265,known,2640,,seeding,28,seeds/m2,PLS,native,,,113,
1162,265,known,4276,,seeding,38,seeds/m2,PLS,exotic,,,113,
1163,265,known,4575,,seeding,27,seeds/m2,PLS,native,,,113,
1164,265,known,5415,,seeding,91,seeds/m2,PLS,native,,,113,
1165,265,known,5577,,seeding,102,seeds/m2,PLS,native,,,113,
1166,265,known,5582,,seeding,202,seeds/m2,PLS,native,,,113,
1167,265,known,5644,,seeding,587,seeds/m2,PLS,exotic,,,113,
1168,265,known,5698,,seeding,324,seeds/m2,PLS,native,,,113,
1169,265,known,5707,,seeding,131,seeds/m2,PLS,native,,,113,
1170,265,known,5763,,seeding,186,seeds/m2,PLS,native,,,113,
1171,265,known,5765,,seeding,100,seeds/m2,PLS,native,,,113,
1172,265,known,5801,,seeding,136,seeds/m2,PLS,native,,,113,
1173,265,known,5952,,seeding,78,seeds/m2,PLS,native,,,113,
1174,266,known,387,,seeding,238,seeds/m2,PLS,native,,,114,
1175,266,known,469,,seeding,635,seeds/m2,PLS,exotic,,,114,
1176,266,known,1686,,seeding,25,seeds/m2,PLS,native,,,114,
1177,266,known,2041,,seeding,45,seeds/m2,PLS,native,,,114,
1178,266,known,2640,,seeding,22,seeds/m2,PLS,native,,,114,
1179,266,known,2861,,seeding,38,seeds/m2,PLS,exotic,,,114,
1180,266,known,3082,,seeding,4,seeds/m2,PLS,exotic,,,114,
1181,266,known,4276,,seeding,33,seeds/m2,PLS,exotic,,,114,
1182,266,known,4575,,seeding,14,seeds/m2,PLS,native,,,114,
1183,266,known,5582,,seeding,133,seeds/m2,PLS,native,,,114,
1184,266,known,5585,,seeding,69,seeds/m2,PLS,native,,,114,
1185,266,known,5707,,seeding,43,seeds/m2,PLS,native,,,114,
1186,266,known,5763,,seeding,82,seeds/m2,PLS,native,,,114,
1187,266,known,5881,,seeding,241,seeds/m2,PLS,native,,,114,
1188,267,known,387,,seeding,401,seeds/m2,PLS,native,,,115,
1189,267,known,484,,seeding,476,seeds/m2,PLS,native,,,115,
1190,267,known,1102,,seeding,187,seeds/m2,PLS,native,,,115,
1191,267,known,1686,,seeding,20,seeds/m2,PLS,native,,,115,
1192,267,known,1741,,seeding,29,seeds/m2,PLS,native,,,115,
1193,267,known,2640,,seeding,17,seeds/m2,PLS,native,,,115,
1194,267,known,4276,,seeding,24,seeds/m2,PLS,exotic,,,115,
1195,267,known,5415,,seeding,58,seeds/m2,PLS,native,,,115,
1196,267,known,5577,,seeding,22,seeds/m2,PLS,native,,,115,
1197,267,known,5582,,seeding,21,seeds/m2,PLS,native,,,115,
1198,267,known,5583,,seeding,14,seeds/m2,PLS,native,,,115,
1199,267,known,5644,,seeding,93,seeds/m2,PLS,exotic,,,115,
1200,267,known,5698,,seeding,21,seeds/m2,PLS,native,,,115,
1201,267,known,5763,,seeding,20,seeds/m2,PLS,native,,,115,
1202,267,known,5765,,seeding,32,seeds/m2,PLS,native,,,115,
1203,267,known,5801,,seeding,86,seeds/m2,PLS,native,,,115,
1204,267,known,5932,,seeding,345,seeds/m2,PLS,native,,,115,
1205,268,known,387,,seeding,229,seeds/m2,PLS,native,,,116,
1206,268,known,484,,seeding,260,seeds/m2,PLS,native,,,116,
1207,268,known,1102,,seeding,102,seeds/m2,PLS,native,,,116,
1208,268,known,1686,,seeding,24,seeds/m2,PLS,native,,,116,
1209,268,known,1741,,seeding,8,seeds/m2,PLS,native,,,116,
1210,268,known,2041,,seeding,25,seeds/m2,PLS,native,,,116,
1211,268,known,2861,,seeding,73,seeds/m2,PLS,exotic,,,116,
1212,268,known,3082,,seeding,1,seeds/m2,PLS,exotic,,,116,
1213,268,known,4276,,seeding,16,seeds/m2,PLS,exotic,,,116,
1214,268,known,5582,,seeding,86,seeds/m2,PLS,native,,,116,
1215,268,known,5585,,seeding,33,seeds/m2,PLS,native,,,116,
1216,268,known,5707,,seeding,42,seeds/m2,PLS,native,,,116,
1217,268,known,5763,,seeding,79,seeds/m2,PLS,native,,,116,
1218,268,known,5881,,seeding,116,seeds/m2,PLS,native,,,116,
1219,268,known,5932,,seeding,345,seeds/m2,PLS,native,,,116,
1220,269,known,387,,seeding,172,seeds/m2,PLS,native,,,117,
1221,269,known,465,,seeding,280,seeds/m2,PLS,native,,,117,
1222,269,known,484,,seeding,260,seeds/m2,PLS,native,,,117,
1223,269,known,1102,,seeding,85,seeds/m2,PLS,native,,,117,
1224,269,known,1688,,seeding,30,seeds/m2,PLS,native,,,117,
1225,269,known,1741,,seeding,10,seeds/m2,PLS,native,,,117,
1226,269,known,2041,,seeding,73,seeds/m2,PLS,native,,,117,
1227,269,known,2861,,seeding,121,seeds/m2,PLS,exotic,,,117,
1228,269,known,3082,,seeding,3,seeds/m2,PLS,exotic,,,117,
1229,269,known,4276,,seeding,48,seeds/m2,PLS,exotic,,,117,
1230,269,known,5582,,seeding,171,seeds/m2,PLS,native,,,117,
1231,269,known,5585,,seeding,54,seeds/m2,PLS,native,,,117,
